subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 714 strain1 Bacteroides_uniformis_57318 0.0687280123779 1 0.0687280123779
XBA 714 strain2 Bacteroides_uniformis_57318 0.0687280123779 0 0
XBA 714 strainUnknown Bacteroides_uniformis_57318 0.0687280123779 0 0
XBA 716 strain1 Bacteroides_uniformis_57318 0.164095514568 1 0.164095514568
XBA 716 strain2 Bacteroides_uniformis_57318 0.164095514568 0 0
XBA 716 strainUnknown Bacteroides_uniformis_57318 0.164095514568 0 0
XBA 718 strain1 Bacteroides_uniformis_57318 0.133986533306 1 0.133986533306
XBA 718 strain2 Bacteroides_uniformis_57318 0.133986533306 0 0
XBA 718 strainUnknown Bacteroides_uniformis_57318 0.133986533306 0 0
XBA 722 strain1 Bacteroides_uniformis_57318 0.218820300848 1 0.218820300848
XBA 722 strain2 Bacteroides_uniformis_57318 0.218820300848 0 0
XBA 722 strainUnknown Bacteroides_uniformis_57318 0.218820300848 0 0
XBA 727 strain1 Bacteroides_uniformis_57318 0.270330676153 1 0.270330676153
XBA 727 strain2 Bacteroides_uniformis_57318 0.270330676153 0 0
XBA 727 strainUnknown Bacteroides_uniformis_57318 0.270330676153 0 0
XBA 734 strain1 Bacteroides_uniformis_57318 0.119700645106 1 0.119700645106
XBA 734 strain2 Bacteroides_uniformis_57318 0.119700645106 0 0
XBA 734 strainUnknown Bacteroides_uniformis_57318 0.119700645106 0 0
XBA 742 strain1 Bacteroides_uniformis_57318 0.103679982863 1 0.103679982863
XBA 742 strain2 Bacteroides_uniformis_57318 0.103679982863 0 0
XBA 742 strainUnknown Bacteroides_uniformis_57318 0.103679982863 0 0
XBA 749 strain1 Bacteroides_uniformis_57318 0.146852920913 1 0.146852920913
XBA 749 strain2 Bacteroides_uniformis_57318 0.146852920913 0 0
XBA 749 strainUnknown Bacteroides_uniformis_57318 0.146852920913 0 0
XBA 754 strain1 Bacteroides_uniformis_57318 0.0698024835349 1 0.0698024835349
XBA 754 strain2 Bacteroides_uniformis_57318 0.0698024835349 0 0
XBA 754 strainUnknown Bacteroides_uniformis_57318 0.0698024835349 0 0
XBA 767 strain1 Bacteroides_uniformis_57318 0.128572190216 1 0.128572190216
XBA 767 strain2 Bacteroides_uniformis_57318 0.128572190216 0 0
XBA 767 strainUnknown Bacteroides_uniformis_57318 0.128572190216 0 0
XBA 779 strain1 Bacteroides_uniformis_57318 0.146139983618 1 0.146139983618
XBA 779 strain2 Bacteroides_uniformis_57318 0.146139983618 0 0
XBA 779 strainUnknown Bacteroides_uniformis_57318 0.146139983618 0 0
XBA 787 strain1 Bacteroides_uniformis_57318 0.174132007184 1 0.174132007184
XBA 787 strain2 Bacteroides_uniformis_57318 0.174132007184 0 0
XBA 787 strainUnknown Bacteroides_uniformis_57318 0.174132007184 0 0
XBA 794 strain1 Bacteroides_uniformis_57318 0.0948469245448 1 0.0948469245448
XBA 794 strain2 Bacteroides_uniformis_57318 0.0948469245448 0 0
XBA 794 strainUnknown Bacteroides_uniformis_57318 0.0948469245448 0 0
XBA 806 strain1 Bacteroides_uniformis_57318 0.0999431306204 1 0.0999431306204
XBA 806 strain2 Bacteroides_uniformis_57318 0.0999431306204 0 0
XBA 806 strainUnknown Bacteroides_uniformis_57318 0.0999431306204 0 0
XBA 813 strain1 Bacteroides_uniformis_57318 0.119789871994 1 0.119789871994
XBA 813 strain2 Bacteroides_uniformis_57318 0.119789871994 0 0
XBA 813 strainUnknown Bacteroides_uniformis_57318 0.119789871994 0 0
XBA 821 strain1 Bacteroides_uniformis_57318 0.162075014281 1 0.162075014281
XBA 821 strain2 Bacteroides_uniformis_57318 0.162075014281 0 0
XBA 821 strainUnknown Bacteroides_uniformis_57318 0.162075014281 0 0
XBA 828 strain1 Bacteroides_uniformis_57318 0.0752352997077 1 0.0752352997077
XBA 828 strain2 Bacteroides_uniformis_57318 0.0752352997077 0 0
XBA 828 strainUnknown Bacteroides_uniformis_57318 0.0752352997077 0 0
XBA 835 strain1 Bacteroides_uniformis_57318 0.0762377713216 1 0.0762377713216
XBA 835 strain2 Bacteroides_uniformis_57318 0.0762377713216 0 0
XBA 835 strainUnknown Bacteroides_uniformis_57318 0.0762377713216 0 0
XBA 849 strain1 Bacteroides_uniformis_57318 0.129158899921 1 0.129158899921
XBA 849 strain2 Bacteroides_uniformis_57318 0.129158899921 0 0
XBA 849 strainUnknown Bacteroides_uniformis_57318 0.129158899921 0 0
XBA 871 strain1 Bacteroides_uniformis_57318 0.152657010074 1 0.152657010074
XBA 871 strain2 Bacteroides_uniformis_57318 0.152657010074 0 0
XBA 871 strainUnknown Bacteroides_uniformis_57318 0.152657010074 0 0
XBA 897 strain1 Bacteroides_uniformis_57318 0.102613600972 1 0.102613600972
XBA 897 strain2 Bacteroides_uniformis_57318 0.102613600972 0 0
XBA 897 strainUnknown Bacteroides_uniformis_57318 0.102613600972 0 0
XBA 898 strain1 Bacteroides_uniformis_57318 0.0559605834957 1 0.0559605834957
XBA 898 strain2 Bacteroides_uniformis_57318 0.0559605834957 0 0
XBA 898 strainUnknown Bacteroides_uniformis_57318 0.0559605834957 0 0
XBA 901 strain1 Bacteroides_uniformis_57318 0.0807593583127 1 0.0807593583127
XBA 901 strain2 Bacteroides_uniformis_57318 0.0807593583127 0 0
XBA 901 strainUnknown Bacteroides_uniformis_57318 0.0807593583127 0 0
XBA 907 strain1 Bacteroides_uniformis_57318 0.0568162348701 1 0.0568162348701
XBA 907 strain2 Bacteroides_uniformis_57318 0.0568162348701 0 0
XBA 907 strainUnknown Bacteroides_uniformis_57318 0.0568162348701 0 0
XBA 910 strain1 Bacteroides_uniformis_57318 0.129732209945 1 0.129732209945
XBA 910 strain2 Bacteroides_uniformis_57318 0.129732209945 0 0
XBA 910 strainUnknown Bacteroides_uniformis_57318 0.129732209945 0 0
XBB 1 strain1 Bacteroides_uniformis_57318 0.111649212594 0 0
XBB 1 strain2 Bacteroides_uniformis_57318 0.111649212594 1 0.111649212594
XBB 1 strainUnknown Bacteroides_uniformis_57318 0.111649212594 0 0
XBB 29 strain1 Bacteroides_uniformis_57318 0.113669923384 0 0
XBB 29 strain2 Bacteroides_uniformis_57318 0.113669923384 1 0.113669923384
XBB 29 strainUnknown Bacteroides_uniformis_57318 0.113669923384 0 0
XBB 34 strain1 Bacteroides_uniformis_57318 0.0844523790063 0 0
XBB 34 strain2 Bacteroides_uniformis_57318 0.0844523790063 1 0.0844523790063
XBB 34 strainUnknown Bacteroides_uniformis_57318 0.0844523790063 0 0
XBB 36 strain1 Bacteroides_uniformis_57318 0.0308083281906 0 0
XBB 36 strain2 Bacteroides_uniformis_57318 0.0308083281906 1 0.0308083281906
XBB 36 strainUnknown Bacteroides_uniformis_57318 0.0308083281906 0 0
XBB 64 strain1 Bacteroides_uniformis_57318 0.136128403395 0 0
XBB 64 strain2 Bacteroides_uniformis_57318 0.136128403395 1 0.136128403395
XBB 64 strainUnknown Bacteroides_uniformis_57318 0.136128403395 0 0
XBB 66 strain1 Bacteroides_uniformis_57318 0.0808922865846 0 0
XBB 66 strain2 Bacteroides_uniformis_57318 0.0808922865846 1 0.0808922865846
XBB 66 strainUnknown Bacteroides_uniformis_57318 0.0808922865846 0 0
XBB 106 strain1 Bacteroides_uniformis_57318 0.102840724106 0 0
XBB 106 strain2 Bacteroides_uniformis_57318 0.102840724106 1 0.102840724106
XBB 106 strainUnknown Bacteroides_uniformis_57318 0.102840724106 0 0
XBB 136 strain1 Bacteroides_uniformis_57318 0.0998510173555 0 0
XBB 136 strain2 Bacteroides_uniformis_57318 0.0998510173555 1 0.0998510173555
