sample annotationSample annotation numSpecies totRelAbundance
XAC-002 XIC-008 speciesNotShared 76 0.413861269732665
XAC-002 XIC-008 strainsNotShared 10 0.40891009154742
XAC-002 XIC-008 strainsUnknown 29 0.177228638720225
XAC-002 XJA-001 speciesNotShared 89 0.563279534413321
XAC-002 XJA-001 strainsNotShared 4 0.0394380803883
XAC-002 XJA-001 strainsUnknown 22 0.397282385198689
XAC-002 XJB-001 speciesNotShared 99 0.508770588590021
XAC-002 XJB-001 strainsNotShared 6 0.41937053823249
XAC-002 XJB-001 strainsUnknown 10 0.071858873177799
XAC-002 XKA-001 speciesNotShared 95 0.630401557537229
XAC-002 XKA-001 strainsNotShared 4 0.27018365296124
XAC-002 XKA-001 strainsUnknown 16 0.0994147895018408
XAC-002 XKB-001 speciesNotShared 87 0.373174538163443
XAC-002 XKB-001 strainsNotShared 11 0.47092250821791
XAC-002 XKB-001 strainsUnknown 17 0.155902953618956
XAC-002 XLA-001 speciesNotShared 85 0.396402956128392
XAC-002 XLA-001 strainsNotShared 9 0.45266216203771
XAC-002 XLA-001 strainsUnknown 21 0.150934881834208
XAC-002 XLB-001 speciesNotShared 83 0.41128870233693
XAC-002 XLB-001 strainsNotShared 7 0.44380767603522
XAC-002 XLB-001 strainsUnknown 25 0.144903621628159
XAC-002 XMA-001 speciesNotShared 81 0.219497247376196
XAC-002 XMA-001 strainsNotShared 11 0.57112439162368
XAC-002 XMA-001 strainsUnknown 23 0.209378361000433
XAC-002 XMB-001 speciesNotShared 77 0.222280141458254
XAC-002 XMB-001 strainsNotShared 10 0.59888251399192
XAC-002 XMB-001 strainsUnknown 28 0.178837344550136
XAC-002 XNA-001 speciesNotShared 73 0.217016617994541
XAC-002 XNA-001 strainsNotShared 14 0.69874359266454
XAC-002 XNA-001 strainsUnknown 28 0.0842397893412293
XAC-002 XNB-001 speciesNotShared 86 0.561859145878087
XAC-002 XNB-001 strainsNotShared 8 0.37878791650173
XAC-002 XNB-001 strainsUnknown 21 0.059352937620493
XAC-002 XOA-001 speciesNotShared 97 0.597198759376453
XAC-002 XOA-001 strainsNotShared 6 0.30143850765042
XAC-002 XOA-001 strainsUnknown 12 0.101362732973437
XAC-002 XOB-001 speciesNotShared 76 0.218900675372745
XAC-002 XOB-001 strainsNotShared 10 0.67507184222673
XAC-002 XOB-001 strainsUnknown 29 0.106027482400835
XAC-002 XPA-002 speciesNotShared 79 0.251810533683771
XAC-002 XPA-002 strainsNotShared 11 0.60979641787013
XAC-002 XPA-002 strainsUnknown 25 0.138393048446408
XAC-002 XPB-008 speciesNotShared 76 0.216912511194134
XAC-002 XPB-008 strainsNotShared 9 0.6477631586509
XAC-002 XPB-008 strainsUnknown 30 0.135324330155276
XAC-002 XQA-001 speciesNotShared 70 0.290872274616596
XAC-002 XQA-001 strainsNotShared 15 0.54145013832973
XAC-002 XQA-001 strainsUnknown 30 0.167677587053983
XAC-002 XQB-001 speciesNotShared 78 0.232578708757323
XAC-002 XQB-001 strainsNotShared 10 0.59883699407847
XAC-002 XQB-001 strainsUnknown 27 0.168584297164517
XAC-002 XRA-001 speciesNotShared 85 0.294368778395832
XAC-002 XRA-001 strainsNotShared 12 0.64038778680869
XAC-002 XRA-001 strainsUnknown 18 0.065243434795788
XAC-002 XRB-002 speciesNotShared 85 0.236856775536505
XAC-002 XRB-002 strainsNotShared 8 0.54751434646573
XAC-002 XRB-002 strainsUnknown 22 0.215628877998074
XAC-002 XSA-001 speciesNotShared 95 0.637836916936601
XAC-002 XSA-001 strainsNotShared 7 0.26219594108932
XAC-002 XSA-001 strainsUnknown 13 0.0999671419743885
XAC-002 XSB-001 speciesNotShared 79 0.352962974602607
XAC-002 XSB-001 strainsNotShared 12 0.4630454350077
XAC-002 XSB-001 strainsUnknown 24 0.183991590390003
XAC-002 XTA-001 speciesNotShared 78 0.203030381950238
XAC-002 XTA-001 strainsNotShared 10 0.50184107999733
XAC-002 XTA-001 strainsUnknown 27 0.295128538052742
XAC-002 XTB-001 speciesNotShared 68 0.195681156220902
XAC-002 XTB-001 strainsNotShared 9 0.58749255080801
XAC-002 XTB-001 strainsUnknown 38 0.216826292971397
XAC-002 XUA-001 speciesNotShared 72 0.196227620321374
XAC-002 XUA-001 strainsNotShared 13 0.70282625144674
XAC-002 XUA-001 strainsUnknown 30 0.100946128232196
XAC-002 XUB-001 speciesNotShared 76 0.201897814537001
XAC-002 XUB-001 strainsNotShared 15 0.59728591181842
XAC-002 XUB-001 strainsUnknown 24 0.200816273644889
XAC-002 XVA-001 speciesNotShared 85 0.546285835186414
XAC-002 XVA-001 strainsNotShared 8 0.35621169235732
XAC-002 XVA-001 strainsUnknown 22 0.0975024724565754
XAC-002 XVB-001 speciesNotShared 83 0.243557706512127
XAC-002 XVB-001 strainsNotShared 13 0.69306450718113
XAC-002 XVB-001 strainsUnknown 19 0.0633777863070527
XAD-003 XAA-002 speciesNotShared 56 0.197215704803147
XAD-003 XAA-002 strainsNotShared 8 0.6910480735446
XAD-003 XAA-002 strainsUnknown 4 0.111736221652686
XAD-003 XAC-002 speciesNotShared 52 0.401957767203684
XAD-003 XAC-002 strainsNotShared 4 0.43436397304179
XAD-003 XAC-002 strainsUnknown 12 0.163678259754959
XAD-003 XAD-003 speciesNotShared 38 0.00888662290071335
XAD-003 XAD-003 strainsUnknown 30 0.99111337709972
XAD-003 XBA-001 speciesNotShared 53 0.209852430338612
XAD-003 XBA-001 strainsNotShared 6 0.46512403004488
XAD-003 XBA-001 strainsUnknown 9 0.325023539616941
XAD-003 XBB-001 speciesNotShared 52 0.169659595553335
XAD-003 XBB-001 strainsNotShared 8 0.77924158063519
XAD-003 XBB-001 strainsUnknown 8 0.0510988238119081
XAD-003 XCA-001 speciesNotShared 53 0.357844150723409
XAD-003 XCA-001 strainsNotShared 5 0.45935588661119
XAD-003 XCA-001 strainsUnknown 10 0.182799962665834
XAD-003 XCB-001 speciesNotShared 54 0.428768928404561
XAD-003 XCB-001 strainsNotShared 4 0.51863912028959
XAD-003 XCB-001 strainsUnknown 10 0.0525919513062819
XAD-003 XDA-001 speciesNotShared 54 0.193116632294234
XAD-003 XDA-001 strainsNotShared 5 0.22566630256579
XAD-003 XDA-001 strainsShared 1 0.212880296064
XAD-003 XDA-001 strainsUnknown 8 0.368336769076409
XAD-003 XDB-001 speciesNotShared 52 0.162843893191154
XAD-003 XDB-001 strainsNotShared 8 0.80134516706359
XAD-003 XDB-001 strainsUnknown 8 0.0358109397456897
XAD-003 XEA-001 speciesNotShared 53 0.485333242310353
XAD-003 XEA-001 strainsNotShared 3 0.4218723591704
XAD-003 XEA-001 strainsUnknown 12 0.0927943985196808
XAD-003 XEB-001 speciesNotShared 60 0.428954887926013
XAD-003 XEB-001 strainsNotShared 5 0.52958619203289
XAD-003 XEB-001 strainsUnknown 3 0.04145892004153
XAD-003 XFA-001 speciesNotShared 52 0.165472236775964
XAD-003 XFA-001 strainsNotShared 8 0.5733899964717
XAD-003 XFA-001 strainsUnknown 8 0.26113776675277
XAD-003 XFB-001 speciesNotShared 52 0.420031874709759
XAD-003 XFB-001 strainsNotShared 5 0.15503539589111
XAD-003 XFB-001 strainsUnknown 11 0.424932729399564
XAD-003 XGA-001 speciesNotShared 54 0.529698933757718
XAD-003 XGA-001 strainsNotShared 5 0.3900950182627
XAD-003 XGA-001 strainsUnknown 9 0.0802060479800151
XAD-003 XGB-001 speciesNotShared 61 0.418340420279563
XAD-003 XGB-001 strainsNotShared 5 0.56678986609339
XAD-003 XGB-001 strainsUnknown 2 0.0148697136274802
XAD-003 XGC-001 speciesNotShared 54 0.365122520410704
XAD-003 XGC-001 strainsNotShared 8 0.5954935829001
XAD-003 XGC-001 strainsUnknown 6 0.039383896689629
XAD-003 XHA-003 speciesNotShared 59 0.408256092615113
XAD-003 XHA-003 strainsNotShared 6 0.55457810560229
XAD-003 XHA-003 strainsUnknown 3 0.03716580178303
XAD-003 XHB-001 speciesNotShared 58 0.513852473903218
XAD-003 XHB-001 strainsNotShared 3 0.33407945333279
XAD-003 XHB-001 strainsUnknown 7 0.152068072764426
XAD-003 XHC-001 speciesNotShared 55 0.417733111137678
XAD-003 XHC-001 strainsNotShared 6 0.55457810560229
XAD-003 XHC-001 strainsUnknown 7 0.0276887832604653
XAD-003 XIA-002 speciesNotShared 52 0.473360183893119
XAD-003 XIA-002 strainsNotShared 5 0.37085454587109
XAD-003 XIA-002 strainsUnknown 11 0.155785270236225
XAD-003 XIB-002 speciesNotShared 57 0.501260216699614
XAD-003 XIB-002 strainsNotShared 4 0.34586263230169
XAD-003 XIB-002 strainsUnknown 7 0.152877150999129
XAD-003 XIC-008 speciesNotShared 54 0.411996217809488
XAD-003 XIC-008 strainsNotShared 6 0.537451011159
XAD-003 XIC-008 strainsUnknown 8 0.0505527710319456
XAD-003 XJA-001 speciesNotShared 56 0.592566617071907
XAD-003 XJA-001 strainsUnknown 12 0.407433382928526
XAD-003 XJB-001 speciesNotShared 59 0.575101228562586
XAD-003 XJB-001 strainsNotShared 4 0.39627504096269
XAD-003 XJB-001 strainsUnknown 5 0.0286237304751572
XAD-003 XKA-001 speciesNotShared 53 0.235667650991211
XAD-003 XKA-001 strainsNotShared 6 0.62543369353019
XAD-003 XKA-001 strainsUnknown 9 0.138898655479032
XAD-003 XKB-001 speciesNotShared 55 0.405099824208934
XAD-003 XKB-001 strainsNotShared 6 0.4672207057373
XAD-003 XKB-001 strainsUnknown 7 0.127679470054199
XAD-003 XLA-001 speciesNotShared 52 0.359884959422434
XAD-003 XLA-001 strainsNotShared 7 0.5153714515411
XAD-003 XLA-001 strainsUnknown 9 0.124743589036899
XAD-003 XLB-001 speciesNotShared 51 0.159837088489378
XAD-003 XLB-001 strainsNotShared 7 0.58930097822519
XAD-003 XLB-001 strainsUnknown 10 0.250861933285865
XAD-003 XMA-001 speciesNotShared 53 0.392831619169699
XAD-003 XMA-001 strainsNotShared 6 0.48005468192209
XAD-003 XMA-001 strainsUnknown 9 0.127113698908644
XAD-003 XMB-001 speciesNotShared 56 0.408856875795464
XAD-003 XMB-001 strainsNotShared 5 0.3661000788027
XAD-003 XMB-001 strainsUnknown 7 0.225043045402269
XAD-003 XNA-001 speciesNotShared 54 0.378310490497104
XAD-003 XNA-001 strainsNotShared 6 0.47113906558009
XAD-003 XNA-001 strainsUnknown 8 0.150550443923239
XAD-003 XNB-001 speciesNotShared 56 0.491461496942558
XAD-003 XNB-001 strainsNotShared 5 0.46019199383679
XAD-003 XNB-001 strainsUnknown 7 0.0483465092210851
XAD-003 XOA-001 speciesNotShared 60 0.564527701853413
XAD-003 XOA-001 strainsNotShared 5 0.40722211270599
XAD-003 XOA-001 strainsUnknown 3 0.02825018544103
XAD-003 XOB-001 speciesNotShared 49 0.138304092404227
XAD-003 XOB-001 strainsNotShared 8 0.5965488287061
XAD-003 XOB-001 strainsUnknown 11 0.265147078890106
XAD-003 XPA-002 speciesNotShared 50 0.382351773969691
XAD-003 XPA-002 strainsNotShared 9 0.59215320280116
XAD-003 XPA-002 strainsUnknown 9 0.0254950232295819
XAD-003 XPB-008 speciesNotShared 60 0.301151994079143
XAD-003 XPB-008 strainsNotShared 3 0.3516420537487
XAD-003 XPB-008 strainsUnknown 5 0.34720595217259
XAD-003 XQA-001 speciesNotShared 50 0.0838016135834787
XAD-003 XQA-001 strainsNotShared 8 0.45035380440919
XAD-003 XQA-001 strainsUnknown 10 0.465844582007765
XAD-003 XQB-001 speciesNotShared 51 0.350749040820041
XAD-003 XQB-001 strainsNotShared 8 0.5263185232844
XAD-003 XQB-001 strainsUnknown 9 0.122932435895992
XAD-003 XRA-001 speciesNotShared 52 0.370783154536501
XAD-003 XRA-001 strainsNotShared 5 0.23971114439189
XAD-003 XRA-001 strainsShared 1 0.315703068436
XAD-003 XRA-001 strainsUnknown 10 0.0738026326360421
XAD-003 XRB-002 speciesNotShared 54 0.357147893655394
XAD-003 XRB-002 strainsNotShared 4 0.16681165040959
XAD-003 XRB-002 strainsUnknown 10 0.476040455935449
XAD-003 XSA-001 speciesNotShared 57 0.253559039506963
XAD-003 XSA-001 strainsNotShared 5 0.56586112456526
XAD-003 XSA-001 strainsUnknown 6 0.18057983592821
XAD-003 XSB-001 speciesNotShared 49 0.155451474778199
XAD-003 XSB-001 strainsNotShared 5 0.37085454587109
XAD-003 XSB-001 strainsUnknown 14 0.473693979351145
XAD-003 XTA-001 speciesNotShared 54 0.392907971839728
XAD-003 XTA-001 strainsNotShared 5 0.45935588661119
XAD-003 XTA-001 strainsUnknown 9 0.147736141549515
XAD-003 XTB-001 speciesNotShared 51 0.271261562236163
XAD-003 XTB-001 strainsNotShared 5 0.6648068695217
XAD-003 XTB-001 strainsUnknown 12 0.0639315682425706
XAD-003 XUA-001 speciesNotShared 50 0.361598939000608
XAD-003 XUA-001 strainsNotShared 7 0.28454498153249
XAD-003 XUA-001 strainsUnknown 11 0.353856079467336
XAD-003 XUB-001 speciesNotShared 52 0.371138668156198
XAD-003 XUB-001 strainsNotShared 9 0.607276761869
XAD-003 XUB-001 strainsUnknown 7 0.0215845699752353
XAD-003 XVA-001 speciesNotShared 52 0.461872336923789
XAD-003 XVA-001 strainsNotShared 5 0.37085454587109
XAD-003 XVA-001 strainsUnknown 11 0.167273117205555
XAD-003 XVB-001 speciesNotShared 52 0.12453611026919
XAD-003 XVB-001 strainsNotShared 9 0.82739232643899
XAD-003 XVB-001 strainsUnknown 7 0.0480715632922536
XBA-001 XAA-002 speciesNotShared 87 0.267332242807774
XBA-001 XAA-002 strainsNotShared 15 0.686250529084
XBA-001 XAA-002 strainsUnknown 12 0.0464172281076513
XBA-001 XAC-002 speciesNotShared 83 0.0712687952226551
XBA-001 XAC-002 strainsNotShared 11 0.71223530964814
XBA-001 XAC-002 strainsUnknown 20 0.21649589512863
XBA-001 XAD-003 speciesNotShared 93 0.485622450778882
XBA-001 XAD-003 strainsNotShared 6 0.46986878316454
XBA-001 XAD-003 strainsUnknown 15 0.0445087660560031
XBA-001 XBA-001 speciesNotShared 80 0.0125036442741151
XBA-001 XBA-001 strainsUnknown 34 0.98749635572531
XBA-001 XBB-001 speciesNotShared 79 0.0848216752912549
XBA-001 XBB-001 strainsNotShared 11 0.43196627926467
