species_id sample subjectSharedTimepointInitial subjectSharedTimepointFinal subjectSharedTimepointLastSequenced strainTurnover timeOfStrainTurnover
Bacteroides_vulgatus_57955 XDB-591 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XDB-706 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XDB-816 TRUE TRUE NA FALSE NA
Bacteroides_xylanisolvens_57185 XDB-029 TRUE NA NA FALSE NA
Bacteroides_xylanisolvens_57185 XDB-267 TRUE NA NA FALSE NA
Bifidobacterium_longum_57796 XDB-029 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-036 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-064 TRUE NA NA FALSE NA
Bifidobacterium_longum_57796 XDB-267 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-330 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-417 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-458 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-512 TRUE TRUE NA FALSE NA
Bifidobacterium_longum_57796 XDB-706 TRUE TRUE NA FALSE NA
Blautia_wexlerae_56130 XDB-064 TRUE NA NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-029 TRUE TRUE TRUE FALSE NA
Coprobacter_fastidiosus_56550 XDB-036 TRUE TRUE TRUE FALSE NA
Coprobacter_fastidiosus_56550 XDB-064 TRUE NA NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-267 TRUE TRUE TRUE FALSE NA
Coprobacter_fastidiosus_56550 XDB-330 TRUE TRUE TRUE FALSE NA
Coprobacter_fastidiosus_56550 XDB-417 TRUE TRUE TRUE FALSE NA
Coprobacter_fastidiosus_56550 XDB-458 TRUE TRUE NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-512 TRUE TRUE NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-591 TRUE TRUE NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-706 TRUE TRUE NA FALSE NA
Coprobacter_fastidiosus_56550 XDB-816 TRUE TRUE NA FALSE NA
Dorea_longicatena_61473 XDB-064 TRUE NA NA FALSE NA
Dorea_longicatena_61473 XDB-267 TRUE TRUE TRUE FALSE NA
Dorea_longicatena_61473 XDB-330 TRUE TRUE TRUE FALSE NA
Dorea_longicatena_61473 XDB-417 TRUE TRUE TRUE FALSE NA
Dorea_longicatena_61473 XDB-816 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-029 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-036 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-064 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XDB-267 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-330 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-417 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-458 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-512 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-553 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-591 TRUE TRUE NA FALSE NA
Eubacterium_eligens_61678 XDB-706 TRUE TRUE NA FALSE NA
Eubacterium_rectale_56927 XDB-029 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-036 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-064 TRUE NA NA FALSE NA
Eubacterium_rectale_56927 XDB-267 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-330 FALSE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-417 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-458 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-512 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-553 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-591 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-706 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XDB-816 TRUE TRUE NA FALSE NA
Eubacterium_siraeum_57634 XDB-029 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-036 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-064 TRUE NA NA FALSE NA
Eubacterium_siraeum_57634 XDB-267 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-330 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-417 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-458 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-512 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-553 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-591 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-706 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XDB-816 TRUE TRUE NA FALSE NA
Faecalibacterium_cf_62236 XDB-417 FALSE FALSE NA FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-029 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-036 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-064 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-267 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-330 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-417 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-458 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-706 TRUE TRUE TRUE FALSE NA
Faecalibacterium_prausnitzii_57453 XDB-816 TRUE TRUE NA FALSE NA
Faecalibacterium_prausnitzii_62201 XDB-029 FALSE TRUE NA FALSE NA
Faecalibacterium_prausnitzii_62201 XDB-036 FALSE TRUE NA FALSE NA
Faecalibacterium_prausnitzii_62201 XDB-330 FALSE TRUE NA FALSE NA
Guyana_massiliensis_60772 XDB-029 TRUE TRUE TRUE FALSE NA
Guyana_massiliensis_60772 XDB-267 TRUE TRUE TRUE FALSE NA
Guyana_massiliensis_60772 XDB-816 TRUE TRUE NA FALSE NA
Lachnospiraceae_bacterium_51870 XDB-029 TRUE NA NA FALSE NA
Lachnospiraceae_bacterium_51870 XDB-036 TRUE NA NA FALSE NA
Lachnospiraceae_bacterium_51870 XDB-064 TRUE NA NA FALSE NA
Lachnospiraceae_bacterium_51870 XDB-267 TRUE TRUE NA FALSE NA
Lachnospiraceae_bacterium_51870 XDB-330 TRUE NA NA FALSE NA
Odoribacter_splanchnicus_62174 XDB-029 TRUE TRUE TRUE FALSE NA
Odoribacter_splanchnicus_62174 XDB-036 TRUE TRUE TRUE FALSE NA
Odoribacter_splanchnicus_62174 XDB-064 TRUE NA NA FALSE NA
Odoribacter_splanchnicus_62174 XDB-267 TRUE TRUE TRUE FALSE NA
Odoribacter_splanchnicus_62174 XDB-330 TRUE TRUE TRUE FALSE NA
Odoribacter_splanchnicus_62174 XDB-417 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-029 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-036 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-064 TRUE NA NA FALSE NA
Parabacteroides_distasonis_56985 XDB-267 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-330 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-417 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-512 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-706 TRUE TRUE TRUE FALSE NA
Parabacteroides_distasonis_56985 XDB-816 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-029 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-036 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-064 TRUE NA NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-267 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-330 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-417 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-458 TRUE TRUE NA FALSE NA
Parabacteroides_johnsonii_55217 XDB-706 TRUE TRUE NA FALSE NA
Roseburia_hominis_61877 XDB-417 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XDB-553 TRUE NA NA FALSE NA
Ruminococcus_bromii_62047 XDB-064 TRUE NA NA FALSE NA
Ruminococcus_bromii_62047 XDB-267 TRUE TRUE NA FALSE NA
Ruminococcus_bromii_62047 XDB-330 TRUE TRUE NA FALSE NA
Ruminococcus_bromii_62047 XDB-417 TRUE TRUE NA FALSE NA
Ruminococcus_bromii_62047 XDB-512 TRUE TRUE NA FALSE NA
Subdoligranulum_sp_62068 XDB-036 TRUE NA NA FALSE NA
Subdoligranulum_sp_62068 XDB-417 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-008 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-016 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-023 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-025 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-026 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-027 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-028 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEA-029 TRUE NA NA FALSE NA
Bacteroides_uniformis_57318 XEA-008 TRUE FALSE FALSE TRUE 32
Bacteroides_uniformis_57318 XEA-032 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-034 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-036 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-037 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-039 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-040 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-043 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-050 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-057 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-064 FALSE NA NA TRUE 32
Bacteroides_uniformis_57318 XEA-302 FALSE TRUE TRUE TRUE 32
Bacteroides_uniformis_57318 XEA-390 FALSE TRUE NA TRUE 32
Bacteroides_vulgatus_57955 XEA-008 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-023 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-025 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-026 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-027 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-028 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-029 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-043 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-050 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-057 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-064 TRUE NA NA FALSE NA
Bacteroides_vulgatus_57955 XEA-302 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEA-390 TRUE TRUE NA FALSE NA
Bacteroides_xylanisolvens_57185 XEA-038 TRUE TRUE TRUE FALSE NA
Bacteroides_xylanisolvens_57185 XEA-039 TRUE TRUE TRUE FALSE NA
Bacteroides_xylanisolvens_57185 XEA-040 TRUE TRUE TRUE FALSE NA
Bacteroides_xylanisolvens_57185 XEA-043 TRUE TRUE TRUE FALSE NA
Bacteroides_xylanisolvens_57185 XEA-302 TRUE TRUE TRUE FALSE NA
Bacteroides_xylanisolvens_57185 XEA-390 TRUE TRUE NA FALSE NA
Barnesiella_intestinihominis_62208 XEA-008 TRUE NA NA FALSE NA
Barnesiella_intestinihominis_62208 XEA-023 TRUE NA NA FALSE NA
Barnesiella_intestinihominis_62208 XEA-029 TRUE NA NA FALSE NA
Bifidobacterium_adolescentis_56815 XEA-016 TRUE NA NA FALSE NA
Bifidobacterium_adolescentis_56815 XEA-029 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-008 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-016 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-023 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-024 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-025 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-026 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-027 TRUE NA NA FALSE NA
Coprococcus_eutactus_61480 XEA-029 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-008 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-016 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-023 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-024 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-025 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-026 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-027 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-028 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-029 TRUE NA NA FALSE NA
Eubacterium_eligens_61678 XEA-030 TRUE NA NA FALSE NA
Eubacterium_rectale_56927 XEA-008 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-016 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-023 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-024 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-025 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-026 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-027 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-028 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-029 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-030 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-031 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-037 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-038 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-039 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-040 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-043 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-057 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-064 TRUE NA NA FALSE NA
Eubacterium_rectale_56927 XEA-302 TRUE TRUE TRUE FALSE NA
Eubacterium_rectale_56927 XEA-390 TRUE TRUE NA FALSE NA
Eubacterium_siraeum_57634 XEA-008 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-016 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-023 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-024 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-025 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-026 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-028 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-029 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-030 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-038 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-040 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-050 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-064 TRUE NA NA FALSE NA
Eubacterium_siraeum_57634 XEA-302 TRUE TRUE TRUE FALSE NA
Eubacterium_siraeum_57634 XEA-390 TRUE TRUE NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-008 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-016 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-023 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-024 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-025 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-026 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-027 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-028 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-029 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_57453 XEA-030 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_61481 XEA-008 TRUE NA FALSE TRUE 302
Faecalibacterium_prausnitzii_61481 XEA-016 TRUE NA FALSE TRUE 302
Faecalibacterium_prausnitzii_61481 XEA-029 TRUE NA FALSE TRUE 302
Faecalibacterium_prausnitzii_61481 XEA-302 FALSE NA TRUE TRUE 302
Faecalibacterium_prausnitzii_61481 XEA-390 FALSE NA NA TRUE 302
Faecalibacterium_prausnitzii_62201 XEA-008 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_62201 XEA-016 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_62201 XEA-023 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_62201 XEA-024 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_62201 XEA-025 TRUE NA NA FALSE NA
Faecalibacterium_prausnitzii_62201 XEA-029 TRUE NA NA FALSE NA
Guyana_massiliensis_60772 XEA-016 TRUE NA NA FALSE NA
Odoribacter_splanchnicus_62174 XEA-008 TRUE NA FALSE TRUE 302
Odoribacter_splanchnicus_62174 XEA-016 TRUE NA FALSE TRUE 302
Odoribacter_splanchnicus_62174 XEA-027 TRUE NA FALSE TRUE 302
Odoribacter_splanchnicus_62174 XEA-029 TRUE NA FALSE TRUE 302
Odoribacter_splanchnicus_62174 XEA-302 FALSE NA TRUE TRUE 302
Odoribacter_splanchnicus_62174 XEA-390 FALSE NA NA TRUE 302
Oscillibacter_sp_60799 XEA-008 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-016 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-023 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-025 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-026 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-028 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-029 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-030 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-038 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-040 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-302 TRUE NA TRUE FALSE NA
Oscillibacter_sp_60799 XEA-390 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-008 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-016 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-023 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-024 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-025 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-026 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-027 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-028 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-029 TRUE NA NA FALSE NA
Prevotella_copri_61740 XEA-030 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XEA-023 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XEA-029 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XEA-037 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XEA-038 TRUE NA NA FALSE NA
Roseburia_hominis_61877 XEA-302 TRUE NA NA FALSE NA
Roseburia_intestinalis_56239 XEA-016 TRUE NA FALSE TRUE 302
Roseburia_intestinalis_56239 XEA-023 TRUE NA FALSE TRUE 302
Roseburia_intestinalis_56239 XEA-029 TRUE NA FALSE TRUE 302
Roseburia_intestinalis_56239 XEA-036 TRUE NA FALSE TRUE 302
Roseburia_intestinalis_56239 XEA-302 FALSE NA TRUE TRUE 302
Roseburia_intestinalis_56239 XEA-390 FALSE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-008 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-016 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-023 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-024 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-025 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-026 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-027 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-028 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-029 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-030 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-036 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-037 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-038 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-040 TRUE NA NA TRUE 302
Roseburia_inulinivorans_61943 XEA-302 FALSE TRUE NA TRUE 302
Ruminococcus_torques_62045 XEA-302 TRUE NA TRUE FALSE NA
Ruminococcus_torques_62045 XEA-390 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_56828 XEA-008 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_56828 XEA-016 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_56828 XEA-029 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-008 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-016 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-023 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-025 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-026 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-027 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-028 TRUE NA NA FALSE NA
Sutterella_wadsworthensis_62218 XEA-029 TRUE NA NA FALSE NA
Akkermansia_muciniphila_55290 XEB-064 TRUE NA NA FALSE NA
Alistipes_finegoldii_56071 XEB-029 TRUE TRUE NA FALSE NA
Alistipes_finegoldii_56071 XEB-036 TRUE TRUE NA FALSE NA
Alistipes_finegoldii_56071 XEB-064 TRUE NA NA FALSE NA
Alistipes_onderdonkii_55464 XEB-029 TRUE TRUE NA FALSE NA
Alistipes_onderdonkii_55464 XEB-036 TRUE TRUE NA FALSE NA
Alistipes_onderdonkii_55464 XEB-064 TRUE NA NA FALSE NA
Alistipes_putredinis_61533 XEB-029 TRUE TRUE NA FALSE NA
Alistipes_putredinis_61533 XEB-036 TRUE TRUE NA FALSE NA
Alistipes_putredinis_61533 XEB-064 TRUE NA NA FALSE NA
Alistipes_shahii_62199 XEB-029 TRUE TRUE NA FALSE NA
Alistipes_shahii_62199 XEB-036 TRUE TRUE NA FALSE NA
Alistipes_shahii_62199 XEB-064 TRUE NA NA FALSE NA
Bacteroidales_bacterium_58650 XEB-029 TRUE TRUE NA FALSE NA
Bacteroidales_bacterium_58650 XEB-036 TRUE TRUE NA FALSE NA
Bacteroidales_bacterium_58650 XEB-064 TRUE NA NA FALSE NA
Bacteroides_caccae_53434 XEB-029 TRUE TRUE NA FALSE NA
Bacteroides_caccae_53434 XEB-036 TRUE TRUE NA FALSE NA
Bacteroides_caccae_53434 XEB-064 TRUE NA NA FALSE NA
Bacteroides_caccae_53434 XEB-293 TRUE TRUE NA FALSE NA
Bacteroides_cellulosilyticus_58046 XEB-029 TRUE TRUE TRUE FALSE NA
Bacteroides_cellulosilyticus_58046 XEB-036 TRUE TRUE TRUE FALSE NA
Bacteroides_cellulosilyticus_58046 XEB-064 TRUE NA NA FALSE NA
Bacteroides_cellulosilyticus_58046 XEB-293 TRUE TRUE TRUE FALSE NA
Bacteroides_cellulosilyticus_58046 XEB-389 TRUE TRUE NA FALSE NA
Bacteroides_clarus_62282 XEB-029 TRUE TRUE NA FALSE NA
Bacteroides_clarus_62282 XEB-036 TRUE TRUE NA FALSE NA
Bacteroides_clarus_62282 XEB-064 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEB-029 TRUE TRUE TRUE FALSE NA
Bacteroides_massiliensis_44749 XEB-036 TRUE TRUE TRUE FALSE NA
Bacteroides_massiliensis_44749 XEB-064 TRUE NA NA FALSE NA
Bacteroides_massiliensis_44749 XEB-293 TRUE TRUE TRUE FALSE NA
Bacteroides_massiliensis_44749 XEB-389 TRUE TRUE NA FALSE NA
Bacteroides_ovatus_58035 XEB-029 TRUE TRUE TRUE FALSE NA
Bacteroides_ovatus_58035 XEB-036 TRUE TRUE TRUE FALSE NA
Bacteroides_ovatus_58035 XEB-293 TRUE TRUE TRUE FALSE NA
Bacteroides_ovatus_58035 XEB-389 TRUE TRUE NA FALSE NA
Bacteroides_thetaiotaomicron_56941 XEB-029 TRUE TRUE NA FALSE NA
Bacteroides_thetaiotaomicron_56941 XEB-036 TRUE TRUE NA FALSE NA
Bacteroides_thetaiotaomicron_56941 XEB-064 TRUE NA NA FALSE NA
Bacteroides_thetaiotaomicron_56941 XEB-293 TRUE TRUE NA FALSE NA
Bacteroides_uniformis_57318 XEB-029 TRUE TRUE NA FALSE NA
Bacteroides_uniformis_57318 XEB-036 TRUE TRUE TRUE FALSE NA
Bacteroides_uniformis_57318 XEB-064 TRUE NA NA FALSE NA
Bacteroides_uniformis_57318 XEB-293 TRUE TRUE TRUE FALSE NA
Bacteroides_uniformis_57318 XEB-389 TRUE TRUE NA FALSE NA
Bacteroides_vulgatus_57955 XEB-029 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEB-036 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEB-064 TRUE NA NA FALSE NA
Bacteroides_vulgatus_57955 XEB-293 TRUE TRUE TRUE FALSE NA
Bacteroides_vulgatus_57955 XEB-389 TRUE TRUE NA FALSE NA
Bacteroides_xylanisolvens_57185 XEB-293 TRUE TRUE TRUE FALSE NA
Barnesiella_intestinihominis_62208 XEB-029 TRUE TRUE TRUE FALSE NA
Barnesiella_intestinihominis_62208 XEB-036 TRUE TRUE TRUE FALSE NA
