sample annotationSample totalSpecies speciesShared numSpeciesShared relAbundanceSpeciesShared hh1 hh2 type
XDA-001 XNA-001 49 TRUE 32 0.40565676094305 XD XN diffHousehold
XDA-001 XNB-001 49 FALSE 28 0.74539136295357 XD XN diffHousehold
XDA-001 XNB-001 49 TRUE 21 0.24368970146141 XD XN diffHousehold
XDA-001 XOA-001 49 FALSE 32 0.15584775294315 XD XO diffHousehold
XDA-001 XOA-001 49 TRUE 17 0.83323331147183 XD XO diffHousehold
XDA-001 XOB-001 49 FALSE 17 0.65263598565107 XD XO diffHousehold
XDA-001 XOB-001 49 TRUE 32 0.33644507876391 XD XO diffHousehold
XDA-001 XPA-002 49 FALSE 25 0.63821704844181 XD XP diffHousehold
XDA-001 XPA-002 49 TRUE 24 0.35086401597317 XD XP diffHousehold
XDA-001 XPB-008 49 FALSE 17 0.58606556516024 XD XP diffHousehold
XDA-001 XPB-008 49 TRUE 32 0.40301549925474 XD XP diffHousehold
XDA-001 XQA-001 49 FALSE 15 0.58856497287378 XD XQ diffHousehold
XDA-001 XQA-001 49 TRUE 34 0.4005160915412 XD XQ diffHousehold
XDA-001 XQB-001 49 FALSE 20 0.61426067792393 XD XQ diffHousehold
XDA-001 XQB-001 49 TRUE 29 0.37482038649105 XD XQ diffHousehold
XDA-001 XRA-001 49 FALSE 27 0.71511030961568 XD XR diffHousehold
XDA-001 XRA-001 49 TRUE 22 0.2739707547993 XD XR diffHousehold
XDA-001 XRB-002 49 FALSE 18 0.59072764412782 XD XR diffHousehold
XDA-001 XRB-002 49 TRUE 31 0.39835342028716 XD XR diffHousehold
XDA-001 XSA-001 49 FALSE 34 0.72972698840613 XD XS diffHousehold
XDA-001 XSA-001 49 TRUE 15 0.25935407600885 XD XS diffHousehold
XDA-001 XSB-001 49 FALSE 21 0.70703512937643 XD XS diffHousehold
XDA-001 XSB-001 49 TRUE 28 0.28204593503855 XD XS diffHousehold
XDA-001 XTA-001 49 FALSE 11 0.12361643068358 XD XT diffHousehold
XDA-001 XTA-001 49 TRUE 38 0.8654646337314 XD XT diffHousehold
XDA-001 XTB-001 49 FALSE 13 0.56954375434084 XD XT diffHousehold
XDA-001 XTB-001 49 TRUE 36 0.41953731007414 XD XT diffHousehold
XDA-001 XUA-001 49 FALSE 15 0.5768890458411 XD XU diffHousehold
XDA-001 XUA-001 49 TRUE 34 0.41219201857388 XD XU diffHousehold
XDA-001 XUB-001 49 FALSE 14 0.58821069933178 XD XU diffHousehold
XDA-001 XUB-001 49 TRUE 35 0.4008703650832 XD XU diffHousehold
XDA-001 XVA-001 49 FALSE 25 0.70246758144247 XD XV diffHousehold
XDA-001 XVA-001 49 TRUE 24 0.28661348297251 XD XV diffHousehold
XDA-001 XVB-001 49 FALSE 21 0.61631520414697 XD XV diffHousehold
XDA-001 XVB-001 49 TRUE 28 0.37276586026801 XD XV diffHousehold
XDB-001 XAA-002 49 FALSE 28 0.45129673176187 XD XA diffHousehold
XDB-001 XAA-002 49 TRUE 21 0.53592877545764 XD XA diffHousehold
XDB-001 XAC-002 49 FALSE 29 0.36057261602418 XD XA diffHousehold
XDB-001 XAC-002 49 TRUE 20 0.62665289119533 XD XA diffHousehold
XDB-001 XAD-003 49 FALSE 36 0.82606204054044 XD XA diffHousehold
XDB-001 XAD-003 49 TRUE 13 0.16116346667907 XD XA diffHousehold
XDB-001 XBA-001 49 FALSE 26 0.28872835672588 XD XB diffHousehold
XDB-001 XBA-001 49 TRUE 23 0.69849715049363 XD XB diffHousehold
XDB-001 XBB-001 49 FALSE 20 0.23460109589301 XD XB diffHousehold
XDB-001 XBB-001 49 TRUE 29 0.7526244113265 XD XB diffHousehold
XDB-001 XCA-001 49 FALSE 22 0.21865048571985 XD XC diffHousehold
XDB-001 XCA-001 49 TRUE 27 0.76857502149966 XD XC diffHousehold
XDB-001 XCB-001 49 FALSE 25 0.30151323385646 XD XC diffHousehold
XDB-001 XCB-001 49 TRUE 24 0.68571227336305 XD XC diffHousehold
XDB-001 XDA-001 49 FALSE 23 0.35796552754826 XD XD sameHousehold
XDB-001 XDA-001 49 TRUE 26 0.62925997967125 XD XD sameHousehold
XDB-001 XDB-001 49 TRUE 49 0.98722550721951 XD XD sameSubject
XDB-001 XEA-001 49 FALSE 27 0.34844442770573 XD XE diffHousehold
XDB-001 XEA-001 49 TRUE 22 0.63878107951378 XD XE diffHousehold
XDB-001 XEB-001 49 FALSE 21 0.17168406213287 XD XE diffHousehold
XDB-001 XEB-001 49 TRUE 28 0.81554144508664 XD XE diffHousehold
XDB-001 XFA-001 49 FALSE 18 0.1705480984963 XD XF diffHousehold
XDB-001 XFA-001 49 TRUE 31 0.81667740872321 XD XF diffHousehold
XDB-001 XFB-001 49 FALSE 20 0.20710264974966 XD XF diffHousehold
XDB-001 XFB-001 49 TRUE 29 0.78012285746985 XD XF diffHousehold
XDB-001 XGA-001 49 FALSE 25 0.32679985880252 XD XG diffHousehold
XDB-001 XGA-001 49 TRUE 24 0.66042564841699 XD XG diffHousehold
XDB-001 XGB-001 49 FALSE 34 0.42861508007945 XD XG diffHousehold
XDB-001 XGB-001 49 TRUE 15 0.55861042714006 XD XG diffHousehold
XDB-001 XGC-001 49 FALSE 21 0.25024138281775 XD XG diffHousehold
XDB-001 XGC-001 49 TRUE 28 0.73698412440176 XD XG diffHousehold
XDB-001 XHA-003 49 FALSE 31 0.51881720223545 XD XH diffHousehold
XDB-001 XHA-003 49 TRUE 18 0.46840830498406 XD XH diffHousehold
XDB-001 XHB-001 49 FALSE 28 0.33932252293461 XD XH diffHousehold
XDB-001 XHB-001 49 TRUE 21 0.6479029842849 XD XH diffHousehold
XDB-001 XHC-001 49 FALSE 21 0.32067716134651 XD XH diffHousehold
XDB-001 XHC-001 49 TRUE 28 0.666548345873 XD XH diffHousehold
XDB-001 XIA-002 49 FALSE 25 0.3723561961945 XD XI diffHousehold
XDB-001 XIA-002 49 TRUE 24 0.61486931102501 XD XI diffHousehold
XDB-001 XIB-002 49 FALSE 27 0.44301930387788 XD XI diffHousehold
XDB-001 XIB-002 49 TRUE 22 0.54420620334163 XD XI diffHousehold
XDB-001 XIC-008 49 FALSE 23 0.30798218544566 XD XI diffHousehold
XDB-001 XIC-008 49 TRUE 26 0.67924332177385 XD XI diffHousehold
XDB-001 XJA-001 49 FALSE 32 0.68459338788397 XD XJ diffHousehold
XDB-001 XJA-001 49 TRUE 17 0.30263211933554 XD XJ diffHousehold
XDB-001 XJB-001 49 FALSE 39 0.60587539422722 XD XJ diffHousehold
XDB-001 XJB-001 49 TRUE 10 0.38135011299229 XD XJ diffHousehold
XDB-001 XKA-001 49 FALSE 33 0.73736271478945 XD XK diffHousehold
XDB-001 XKA-001 49 TRUE 16 0.24986279243006 XD XK diffHousehold
XDB-001 XKB-001 49 FALSE 30 0.48183131969537 XD XK diffHousehold
XDB-001 XKB-001 49 TRUE 19 0.50539418752414 XD XK diffHousehold
XDB-001 XLA-001 49 FALSE 27 0.41733119315639 XD XL diffHousehold
XDB-001 XLA-001 49 TRUE 22 0.56989431406312 XD XL diffHousehold
XDB-001 XLB-001 49 FALSE 23 0.39049325789684 XD XL diffHousehold
XDB-001 XLB-001 49 TRUE 26 0.59673224932267 XD XL diffHousehold
XDB-001 XMA-001 49 FALSE 25 0.35957808843502 XD XM diffHousehold
XDB-001 XMA-001 49 TRUE 24 0.62764741878449 XD XM diffHousehold
XDB-001 XMB-001 49 FALSE 17 0.15033729791705 XD XM diffHousehold
XDB-001 XMB-001 49 TRUE 32 0.83688820930246 XD XM diffHousehold
XDB-001 XNA-001 49 FALSE 22 0.27471024959541 XD XN diffHousehold
XDB-001 XNA-001 49 TRUE 27 0.7125152576241 XD XN diffHousehold
XDB-001 XNB-001 49 FALSE 30 0.70543197116258 XD XN diffHousehold
XDB-001 XNB-001 49 TRUE 19 0.28179353605693 XD XN diffHousehold
XDB-001 XOA-001 49 FALSE 34 0.70208108861407 XD XO diffHousehold
XDB-001 XOA-001 49 TRUE 15 0.28514441860544 XD XO diffHousehold
XDB-001 XOB-001 49 FALSE 24 0.36787390756023 XD XO diffHousehold
XDB-001 XOB-001 49 TRUE 25 0.61935159965928 XD XO diffHousehold
XDB-001 XPA-002 49 FALSE 22 0.23857457186389 XD XP diffHousehold
XDB-001 XPA-002 49 TRUE 27 0.74865093535562 XD XP diffHousehold
XDB-001 XPB-008 49 FALSE 21 0.24002334200494 XD XP diffHousehold
XDB-001 XPB-008 49 TRUE 28 0.74720216521457 XD XP diffHousehold
XDB-001 XQA-001 49 FALSE 16 0.16344688649941 XD XQ diffHousehold
XDB-001 XQA-001 49 TRUE 33 0.8237786207201 XD XQ diffHousehold
XDB-001 XQB-001 49 FALSE 22 0.31839766494352 XD XQ diffHousehold
XDB-001 XQB-001 49 TRUE 27 0.66882784227599 XD XQ diffHousehold
XDB-001 XRA-001 49 FALSE 21 0.41460110193728 XD XR diffHousehold
XDB-001 XRA-001 49 TRUE 28 0.57262440528223 XD XR diffHousehold
XDB-001 XRB-002 49 FALSE 26 0.40141191180311 XD XR diffHousehold
XDB-001 XRB-002 49 TRUE 23 0.5858135954164 XD XR diffHousehold
XDB-001 XSA-001 49 FALSE 34 0.75493047061916 XD XS diffHousehold
XDB-001 XSA-001 49 TRUE 15 0.23229503660035 XD XS diffHousehold
XDB-001 XSB-001 49 FALSE 29 0.45301729745751 XD XS diffHousehold
XDB-001 XSB-001 49 TRUE 20 0.534208209762 XD XS diffHousehold
XDB-001 XTA-001 49 FALSE 23 0.42622754507841 XD XT diffHousehold
XDB-001 XTA-001 49 TRUE 26 0.5609979621411 XD XT diffHousehold
XDB-001 XTB-001 49 FALSE 18 0.10589903534928 XD XT diffHousehold
XDB-001 XTB-001 49 TRUE 31 0.88132647187023 XD XT diffHousehold
XDB-001 XUA-001 49 FALSE 21 0.35317461429597 XD XU diffHousehold
XDB-001 XUA-001 49 TRUE 28 0.63405089292354 XD XU diffHousehold
XDB-001 XUB-001 49 FALSE 24 0.35239478697435 XD XU diffHousehold
XDB-001 XUB-001 49 TRUE 25 0.63483072024516 XD XU diffHousehold
XDB-001 XVA-001 49 FALSE 24 0.65656898778782 XD XV diffHousehold
XDB-001 XVA-001 49 TRUE 25 0.33065651943169 XD XV diffHousehold
XDB-001 XVB-001 49 FALSE 24 0.30903895521357 XD XV diffHousehold
XDB-001 XVB-001 49 TRUE 25 0.67818655200594 XD XV diffHousehold
XEA-001 XAA-002 51 FALSE 31 0.55989456835647 XE XA diffHousehold
XEA-001 XAA-002 51 TRUE 20 0.42575679386854 XE XA diffHousehold
XEA-001 XAC-002 51 FALSE 28 0.53991800930828 XE XA diffHousehold
XEA-001 XAC-002 51 TRUE 23 0.44573335291673 XE XA diffHousehold
XEA-001 XAD-003 51 FALSE 41 0.88805506764096 XE XA diffHousehold
XEA-001 XAD-003 51 TRUE 10 0.09759629458405 XE XA diffHousehold
XEA-001 XBA-001 51 FALSE 31 0.58082815937757 XE XB diffHousehold
XEA-001 XBA-001 51 TRUE 20 0.40482320284744 XE XB diffHousehold
XEA-001 XBB-001 51 FALSE 27 0.58836939259574 XE XB diffHousehold
XEA-001 XBB-001 51 TRUE 24 0.39728196962927 XE XB diffHousehold
XEA-001 XCA-001 51 FALSE 15 0.44699296045124 XE XC diffHousehold
XEA-001 XCA-001 51 TRUE 36 0.53865840177377 XE XC diffHousehold
XEA-001 XCB-001 51 FALSE 25 0.51659953862157 XE XC diffHousehold
XEA-001 XCB-001 51 TRUE 26 0.46905182360344 XE XC diffHousehold
XEA-001 XDA-001 51 FALSE 16 0.15091491034286 XE XD diffHousehold
XEA-001 XDA-001 51 TRUE 35 0.83473645188215 XE XD diffHousehold
XEA-001 XDB-001 51 FALSE 29 0.5805880940641 XE XD diffHousehold
XEA-001 XDB-001 51 TRUE 22 0.40506326816091 XE XD diffHousehold
XEA-001 XEA-001 51 TRUE 51 0.98565136222501 XE XE sameSubject
XEA-001 XEB-001 51 FALSE 18 0.42266174457295 XE XE sameHousehold
XEA-001 XEB-001 51 TRUE 33 0.56298961765206 XE XE sameHousehold
XEA-001 XFA-001 51 FALSE 16 0.45453457761217 XE XF diffHousehold
XEA-001 XFA-001 51 TRUE 35 0.53111678461284 XE XF diffHousehold
XEA-001 XFB-001 51 FALSE 16 0.43713517416753 XE XF diffHousehold
XEA-001 XFB-001 51 TRUE 35 0.54851618805748 XE XF diffHousehold
XEA-001 XGA-001 51 FALSE 22 0.52178342247923 XE XG diffHousehold
XEA-001 XGA-001 51 TRUE 29 0.46386793974578 XE XG diffHousehold
XEA-001 XGB-001 51 FALSE 34 0.64259399314017 XE XG diffHousehold
XEA-001 XGB-001 51 TRUE 17 0.34305736908484 XE XG diffHousehold
XEA-001 XGC-001 51 FALSE 16 0.51072488482633 XE XG diffHousehold
XEA-001 XGC-001 51 TRUE 35 0.47492647739868 XE XG diffHousehold
XEA-001 XHA-003 51 FALSE 22 0.36700275475771 XE XH diffHousehold
XEA-001 XHA-003 51 TRUE 29 0.6186486074673 XE XH diffHousehold
XEA-001 XHB-001 51 FALSE 16 0.10269554438593 XE XH diffHousehold
XEA-001 XHB-001 51 TRUE 35 0.88295581783908 XE XH diffHousehold
XEA-001 XHC-001 51 FALSE 22 0.47692473160588 XE XH diffHousehold
XEA-001 XHC-001 51 TRUE 29 0.50872663061913 XE XH diffHousehold
XEA-001 XIA-002 51 FALSE 16 0.45617479244085 XE XI diffHousehold
XEA-001 XIA-002 51 TRUE 35 0.52947656978416 XE XI diffHousehold
XEA-001 XIB-002 51 FALSE 14 0.0936757937588 XE XI diffHousehold
XEA-001 XIB-002 51 TRUE 37 0.89197556846621 XE XI diffHousehold
XEA-001 XIC-008 51 FALSE 13 0.11087320560898 XE XI diffHousehold
XEA-001 XIC-008 51 TRUE 38 0.87477815661603 XE XI diffHousehold
XEA-001 XJA-001 51 FALSE 25 0.1812642253082 XE XJ diffHousehold
XEA-001 XJA-001 51 TRUE 26 0.80438713691681 XE XJ diffHousehold
XEA-001 XJB-001 51 FALSE 36 0.79291544009638 XE XJ diffHousehold
XEA-001 XJB-001 51 TRUE 15 0.19273592212863 XE XJ diffHousehold
XEA-001 XKA-001 51 FALSE 39 0.66344733979107 XE XK diffHousehold
XEA-001 XKA-001 51 TRUE 12 0.32220402243394 XE XK diffHousehold
XEA-001 XKB-001 51 FALSE 28 0.58491296895315 XE XK diffHousehold
XEA-001 XKB-001 51 TRUE 23 0.40073839327186 XE XK diffHousehold
XEA-001 XLA-001 51 FALSE 30 0.58715396983718 XE XL diffHousehold
XEA-001 XLA-001 51 TRUE 21 0.39849739238783 XE XL diffHousehold
XEA-001 XLB-001 51 FALSE 26 0.6021181057691 XE XL diffHousehold
XEA-001 XLB-001 51 TRUE 25 0.38353325645591 XE XL diffHousehold
XEA-001 XMA-001 51 FALSE 28 0.58184472103082 XE XM diffHousehold
XEA-001 XMA-001 51 TRUE 23 0.40380664119419 XE XM diffHousehold
XEA-001 XMB-001 51 FALSE 16 0.11479665039488 XE XM diffHousehold
XEA-001 XMB-001 51 TRUE 35 0.87085471183013 XE XM diffHousehold
XEA-001 XNA-001 51 FALSE 12 0.43602901189268 XE XN diffHousehold
XEA-001 XNA-001 51 TRUE 39 0.54962235033233 XE XN diffHousehold
XEA-001 XNB-001 51 FALSE 28 0.62325097494252 XE XN diffHousehold
XEA-001 XNB-001 51 TRUE 23 0.36240038728249 XE XN diffHousehold
XEA-001 XOA-001 51 FALSE 33 0.24906749407243 XE XO diffHousehold
XEA-001 XOA-001 51 TRUE 18 0.73658386815258 XE XO diffHousehold
XEA-001 XOB-001 51 FALSE 21 0.5122319266798 XE XO diffHousehold
XEA-001 XOB-001 51 TRUE 30 0.47341943554521 XE XO diffHousehold
XEA-001 XPA-002 51 FALSE 22 0.51105795347483 XE XP diffHousehold
XEA-001 XPA-002 51 TRUE 29 0.47459340875018 XE XP diffHousehold
XEA-001 XPB-008 51 FALSE 17 0.49871561186353 XE XP diffHousehold
XEA-001 XPB-008 51 TRUE 34 0.48693575036148 XE XP diffHousehold
XEA-001 XQA-001 51 FALSE 9 0.36958394365406 XE XQ diffHousehold
XEA-001 XQA-001 51 TRUE 42 0.61606741857095 XE XQ diffHousehold
XEA-001 XQB-001 51 FALSE 20 0.47475498138076 XE XQ diffHousehold
XEA-001 XQB-001 51 TRUE 31 0.51089638084425 XE XQ diffHousehold
XEA-001 XRA-001 51 FALSE 31 0.58233243075455 XE XR diffHousehold
XEA-001 XRA-001 51 TRUE 20 0.40331893147046 XE XR diffHousehold
XEA-001 XRB-002 51 FALSE 22 0.47312668563575 XE XR diffHousehold
XEA-001 XRB-002 51 TRUE 29 0.51252467658926 XE XR diffHousehold
XEA-001 XSA-001 51 FALSE 36 0.62254206439066 XE XS diffHousehold
XEA-001 XSA-001 51 TRUE 15 0.36310929783435 XE XS diffHousehold
XEA-001 XSB-001 51 FALSE 22 0.52289456189143 XE XS diffHousehold
XEA-001 XSB-001 51 TRUE 29 0.46275680033358 XE XS diffHousehold
XEA-001 XTA-001 51 FALSE 11 0.09190150075712 XE XT diffHousehold
XEA-001 XTA-001 51 TRUE 40 0.89374986146789 XE XT diffHousehold
XEA-001 XTB-001 51 FALSE 12 0.42891919569254 XE XT diffHousehold
XEA-001 XTB-001 51 TRUE 39 0.55673216653247 XE XT diffHousehold
XEA-001 XUA-001 51 FALSE 15 0.42054048390459 XE XU diffHousehold
XEA-001 XUA-001 51 TRUE 36 0.56511087832042 XE XU diffHousehold
XEA-001 XUB-001 51 FALSE 16 0.42414660172262 XE XU diffHousehold
XEA-001 XUB-001 51 TRUE 35 0.56150476050239 XE XU diffHousehold
XEA-001 XVA-001 51 FALSE 25 0.56541556530706 XE XV diffHousehold
XEA-001 XVA-001 51 TRUE 26 0.42023579691795 XE XV diffHousehold
XEA-001 XVB-001 51 FALSE 19 0.47626936391485 XE XV diffHousehold
XEA-001 XVB-001 51 TRUE 32 0.50938199831016 XE XV diffHousehold
XEB-001 XAA-002 48 FALSE 26 0.48275851817822 XE XA diffHousehold
XEB-001 XAA-002 48 TRUE 22 0.50717550917164 XE XA diffHousehold
XEB-001 XAC-002 48 FALSE 25 0.33743608952635 XE XA diffHousehold
XEB-001 XAC-002 48 TRUE 23 0.65249793782351 XE XA diffHousehold
XEB-001 XAD-003 48 FALSE 40 0.79703945581304 XE XA diffHousehold
XEB-001 XAD-003 48 TRUE 8 0.19289457153682 XE XA diffHousehold
XEB-001 XBA-001 48 FALSE 25 0.41419398011747 XE XB diffHousehold
XEB-001 XBA-001 48 TRUE 23 0.57574004723239 XE XB diffHousehold
XEB-001 XBB-001 48 FALSE 24 0.3762123821714 XE XB diffHousehold
XEB-001 XBB-001 48 TRUE 24 0.61372164517846 XE XB diffHousehold
XEB-001 XCA-001 48 FALSE 14 0.14685139395292 XE XC diffHousehold
XEB-001 XCA-001 48 TRUE 34 0.84308263339694 XE XC diffHousehold
XEB-001 XCB-001 48 FALSE 24 0.22648535125399 XE XC diffHousehold
XEB-001 XCB-001 48 TRUE 24 0.76344867609587 XE XC diffHousehold
XEB-001 XDA-001 48 FALSE 20 0.31612020802877 XE XD diffHousehold
XEB-001 XDA-001 48 TRUE 28 0.67381381932109 XE XD diffHousehold
XEB-001 XDB-001 48 FALSE 20 0.29783931166105 XE XD diffHousehold
XEB-001 XDB-001 48 TRUE 28 0.69209471568881 XE XD diffHousehold
XEB-001 XEA-001 48 FALSE 15 0.1384320292392 XE XE sameHousehold
XEB-001 XEA-001 48 TRUE 33 0.85150199811066 XE XE sameHousehold
XEB-001 XEB-001 48 TRUE 48 0.98993402734986 XE XE sameSubject
XEB-001 XFA-001 48 FALSE 10 0.17149489964778 XE XF diffHousehold
XEB-001 XFA-001 48 TRUE 38 0.81843912770208 XE XF diffHousehold
XEB-001 XFB-001 48 FALSE 10 0.15852586873195 XE XF diffHousehold
XEB-001 XFB-001 48 TRUE 38 0.83140815861791 XE XF diffHousehold
XEB-001 XGA-001 48 FALSE 18 0.27168422883376 XE XG diffHousehold
XEB-001 XGA-001 48 TRUE 30 0.7182497985161 XE XG diffHousehold
XEB-001 XGB-001 48 FALSE 27 0.46282255869287 XE XG diffHousehold
XEB-001 XGB-001 48 TRUE 21 0.52711146865699 XE XG diffHousehold
XEB-001 XGC-001 48 FALSE 13 0.25305909948082 XE XG diffHousehold
XEB-001 XGC-001 48 TRUE 35 0.73687492786904 XE XG diffHousehold
XEB-001 XHA-003 48 FALSE 21 0.32275264765443 XE XH diffHousehold
XEB-001 XHA-003 48 TRUE 27 0.66718137969543 XE XH diffHousehold
XEB-001 XHB-001 48 FALSE 15 0.16089955759401 XE XH diffHousehold
XEB-001 XHB-001 48 TRUE 33 0.82903446975585 XE XH diffHousehold
XEB-001 XHC-001 48 FALSE 16 0.19448493659698 XE XH diffHousehold
XEB-001 XHC-001 48 TRUE 32 0.79544909075288 XE XH diffHousehold
XEB-001 XIA-002 48 FALSE 18 0.24717826911822 XE XI diffHousehold
XEB-001 XIA-002 48 TRUE 30 0.74275575823164 XE XI diffHousehold
XEB-001 XIB-002 48 FALSE 17 0.163950958073 XE XI diffHousehold
XEB-001 XIB-002 48 TRUE 31 0.82598306927686 XE XI diffHousehold
XEB-001 XIC-008 48 FALSE 19 0.26193266051544 XE XI diffHousehold
XEB-001 XIC-008 48 TRUE 29 0.72800136683442 XE XI diffHousehold
XEB-001 XJA-001 48 FALSE 28 0.49981580650542 XE XJ diffHousehold
XEB-001 XJA-001 48 TRUE 20 0.49011822084444 XE XJ diffHousehold
XEB-001 XJB-001 48 FALSE 36 0.52371050844213 XE XJ diffHousehold
XEB-001 XJB-001 48 TRUE 12 0.46622351890773 XE XJ diffHousehold
XEB-001 XKA-001 48 FALSE 36 0.72373992023258 XE XK diffHousehold
XEB-001 XKA-001 48 TRUE 12 0.26619410711728 XE XK diffHousehold
XEB-001 XKB-001 48 FALSE 30 0.44770363417699 XE XK diffHousehold
XEB-001 XKB-001 48 TRUE 18 0.54223039317287 XE XK diffHousehold
XEB-001 XLA-001 48 FALSE 24 0.30101161263709 XE XL diffHousehold
XEB-001 XLA-001 48 TRUE 24 0.68892241471277 XE XL diffHousehold
XEB-001 XLB-001 48 FALSE 21 0.366063795577 XE XL diffHousehold
XEB-001 XLB-001 48 TRUE 27 0.62387023177286 XE XL diffHousehold
XEB-001 XMA-001 48 FALSE 22 0.37765230842731 XE XM diffHousehold
XEB-001 XMA-001 48 TRUE 26 0.61228171892255 XE XM diffHousehold
XEB-001 XMB-001 48 FALSE 11 0.15232148684434 XE XM diffHousehold
XEB-001 XMB-001 48 TRUE 37 0.83761254050552 XE XM diffHousehold
XEB-001 XNA-001 48 FALSE 11 0.10003039463337 XE XN diffHousehold
XEB-001 XNA-001 48 TRUE 37 0.88990363271649 XE XN diffHousehold
XEB-001 XNB-001 48 FALSE 26 0.54565684419371 XE XN diffHousehold
XEB-001 XNB-001 48 TRUE 22 0.44427718315615 XE XN diffHousehold
XEB-001 XOA-001 48 FALSE 32 0.44625632584056 XE XO diffHousehold
XEB-001 XOA-001 48 TRUE 16 0.5436777015093 XE XO diffHousehold
XEB-001 XOB-001 48 FALSE 20 0.30109578279093 XE XO diffHousehold
XEB-001 XOB-001 48 TRUE 28 0.68883824455893 XE XO diffHousehold
XEB-001 XPA-002 48 FALSE 19 0.21768808720776 XE XP diffHousehold
XEB-001 XPA-002 48 TRUE 29 0.7722459401421 XE XP diffHousehold
XEB-001 XPB-008 48 FALSE 12 0.20674923767593 XE XP diffHousehold
XEB-001 XPB-008 48 TRUE 36 0.78318478967393 XE XP diffHousehold
XEB-001 XQA-001 48 FALSE 7 0.05165104840358 XE XQ diffHousehold
XEB-001 XQA-001 48 TRUE 41 0.93828297894628 XE XQ diffHousehold
XEB-001 XQB-001 48 FALSE 18 0.19215577457421 XE XQ diffHousehold
XEB-001 XQB-001 48 TRUE 30 0.79777825277565 XE XQ diffHousehold
XEB-001 XRA-001 48 FALSE 24 0.38252744328502 XE XR diffHousehold
XEB-001 XRA-001 48 TRUE 24 0.60740658406484 XE XR diffHousehold
XEB-001 XRB-002 48 FALSE 20 0.24423142598685 XE XR diffHousehold
XEB-001 XRB-002 48 TRUE 28 0.74570260136301 XE XR diffHousehold
XEB-001 XSA-001 48 FALSE 34 0.58986212084891 XE XS diffHousehold
XEB-001 XSA-001 48 TRUE 14 0.40007190650095 XE XS diffHousehold
XEB-001 XSB-001 48 FALSE 27 0.45662705408294 XE XS diffHousehold
XEB-001 XSB-001 48 TRUE 21 0.53330697326692 XE XS diffHousehold
XEB-001 XTA-001 48 FALSE 15 0.27907717815872 XE XT diffHousehold
XEB-001 XTA-001 48 TRUE 33 0.71085684919114 XE XT diffHousehold
XEB-001 XTB-001 48 FALSE 6 0.12673985271899 XE XT diffHousehold
XEB-001 XTB-001 48 TRUE 42 0.86319417463087 XE XT diffHousehold
XEB-001 XUA-001 48 FALSE 13 0.19233159881266 XE XU diffHousehold
XEB-001 XUA-001 48 TRUE 35 0.7976024285372 XE XU diffHousehold
XEB-001 XUB-001 48 FALSE 16 0.17348495311965 XE XU diffHousehold
XEB-001 XUB-001 48 TRUE 32 0.81644907423021 XE XU diffHousehold
XEB-001 XVA-001 48 FALSE 25 0.52277966682182 XE XV diffHousehold
XEB-001 XVA-001 48 TRUE 23 0.46715436052804 XE XV diffHousehold
XEB-001 XVB-001 48 FALSE 16 0.28756103762201 XE XV diffHousehold
XEB-001 XVB-001 48 TRUE 32 0.70237298972785 XE XV diffHousehold
XFA-001 XAA-002 53 FALSE 27 0.35071435480526 XF XA diffHousehold
XFA-001 XAA-002 53 TRUE 26 0.63969519935934 XF XA diffHousehold
XFA-001 XAC-002 53 FALSE 26 0.19846626787459 XF XA diffHousehold
XFA-001 XAC-002 53 TRUE 27 0.79194328629001 XF XA diffHousehold
XFA-001 XAD-003 53 FALSE 40 0.69607658893957 XF XA diffHousehold
XFA-001 XAD-003 53 TRUE 13 0.29433296522503 XF XA diffHousehold
XFA-001 XBA-001 53 FALSE 28 0.39990868880116 XF XB diffHousehold
XFA-001 XBA-001 53 TRUE 25 0.59050086536344 XF XB diffHousehold
XFA-001 XBB-001 53 FALSE 24 0.27653452312756 XF XB diffHousehold
XFA-001 XBB-001 53 TRUE 29 0.71387503103704 XF XB diffHousehold
XFA-001 XCA-001 53 FALSE 18 0.11980762173437 XF XC diffHousehold
XFA-001 XCA-001 53 TRUE 35 0.87060193243023 XF XC diffHousehold
XFA-001 XCB-001 53 FALSE 30 0.32749115091481 XF XC diffHousehold
XFA-001 XCB-001 53 TRUE 23 0.66291840324979 XF XC diffHousehold
XFA-001 XDA-001 53 FALSE 22 0.26896590689939 XF XD diffHousehold
XFA-001 XDA-001 53 TRUE 31 0.72144364726521 XF XD diffHousehold
XFA-001 XDB-001 53 FALSE 22 0.25011815570075 XF XD diffHousehold
XFA-001 XDB-001 53 TRUE 31 0.74029139846385 XF XD diffHousehold
XFA-001 XEA-001 53 FALSE 18 0.18202843281614 XF XE diffHousehold
XFA-001 XEA-001 53 TRUE 35 0.80838112134846 XF XE diffHousehold
XFA-001 XEB-001 53 FALSE 15 0.06452130196243 XF XE diffHousehold
XFA-001 XEB-001 53 TRUE 38 0.92588825220217 XF XE diffHousehold
XFA-001 XFA-001 53 TRUE 53 0.9904095541646 XF XF sameSubject
XFA-001 XFB-001 53 FALSE 9 0.04009238308571 XF XF sameHousehold
XFA-001 XFB-001 53 TRUE 44 0.95031717107889 XF XF sameHousehold
XFA-001 XGA-001 53 FALSE 19 0.15423961970771 XF XG diffHousehold
XFA-001 XGA-001 53 TRUE 34 0.83616993445689 XF XG diffHousehold
XFA-001 XGB-001 53 FALSE 34 0.41954692797026 XF XG diffHousehold
