species bait numPrivateSNPsTotal
Bacteroides_ovatus_58035 XBB-303 828
Bacteroides_ovatus_58035 XBB-330 950
Bacteroides_ovatus_58035 XBB-351 769
Bacteroides_ovatus_58035 XBB-380 853
Bacteroides_ovatus_58035 XBB-415 813
Bacteroides_ovatus_58035 XBB-422 884
Bacteroides_ovatus_58035 XBB-430 964
Bacteroides_ovatus_58035 XBB-436 894
Bacteroides_ovatus_58035 XBB-443 808
Bacteroides_ovatus_58035 XBB-456 920
Bacteroides_ovatus_58035 XBB-464 889
Bacteroides_ovatus_58035 XBB-493 871
Bacteroides_ovatus_58035 XBB-499 924
Bacteroides_ovatus_58035 XBB-541 835
Bacteroides_ovatus_58035 XBB-555 964
Bacteroides_ovatus_58035 XBB-582 674
Bacteroides_ovatus_58035 XBB-588 803
Bacteroides_ovatus_58035 XBB-617 821
Bacteroides_ovatus_58035 XBB-679 869
Bacteroides_ovatus_58035 XBB-717 851
Bacteroides_ovatus_58035 XBB-773 866
Bacteroides_ovatus_58035 XBB-811 828
Bacteroides_ovatus_58035 XCA-001 666
Bacteroides_ovatus_58035 XCA-029 581
Bacteroides_ovatus_58035 XCA-258 699
Bacteroides_ovatus_58035 XCA-317 807
Bacteroides_ovatus_58035 XCA-695 805
Bacteroides_ovatus_58035 XCB-029 792
Bacteroides_ovatus_58035 XCB-036 735
Bacteroides_ovatus_58035 XCB-258 774
Bacteroides_ovatus_58035 XCB-410 708
Bacteroides_ovatus_58035 XCB-695 691
Bacteroides_ovatus_58035 XCB-804 666
Bacteroides_ovatus_58035 XDA-031 195
Bacteroides_ovatus_58035 XDA-032 241
Bacteroides_ovatus_58035 XDA-033 243
Bacteroides_ovatus_58035 XDA-034 238
Bacteroides_ovatus_58035 XDA-035 237
Bacteroides_ovatus_58035 XDA-036 230
Bacteroides_ovatus_58035 XDA-037 244
Bacteroides_ovatus_58035 XDA-038 254
Bacteroides_ovatus_58035 XDA-039 222
Bacteroides_ovatus_58035 XDA-044 217
Bacteroides_ovatus_58035 XDA-050 222
Bacteroides_ovatus_58035 XDA-064 153
Bacteroides_ovatus_58035 XDA-268 338
Bacteroides_ovatus_58035 XDB-001 258
Bacteroides_ovatus_58035 XDB-417 256
Bacteroides_ovatus_58035 XDB-458 217
Bacteroides_ovatus_58035 XDB-512 193
Bacteroides_ovatus_58035 XDB-591 249
Bacteroides_ovatus_58035 XDB-706 167
Bacteroides_ovatus_58035 XEA-034 418
Bacteroides_ovatus_58035 XEA-035 423
Bacteroides_ovatus_58035 XEA-036 390
Bacteroides_ovatus_58035 XEA-037 399
Bacteroides_ovatus_58035 XEA-038 377
Bacteroides_ovatus_58035 XEA-039 398
Bacteroides_ovatus_58035 XEA-040 405
Bacteroides_ovatus_58035 XEA-043 413
Bacteroides_ovatus_58035 XEA-050 395
Bacteroides_ovatus_58035 XEA-057 476
Bacteroides_ovatus_58035 XEA-064 380
Bacteroides_ovatus_58035 XEA-302 385
Bacteroides_ovatus_58035 XEA-390 390
Bacteroides_ovatus_58035 XEB-001 369
Bacteroides_ovatus_58035 XEB-064 311
Bacteroides_ovatus_58035 XGA-001 248
Bacteroides_ovatus_58035 XGA-008 213
Bacteroides_ovatus_58035 XGA-015 252
Bacteroides_ovatus_58035 XGA-022 235
Bacteroides_ovatus_58035 XGA-024 220
Bacteroides_ovatus_58035 XGA-029 300
Bacteroides_ovatus_58035 XGA-033 282
Bacteroides_ovatus_58035 XGA-034 266
Bacteroides_ovatus_58035 XGA-035 247
Bacteroides_ovatus_58035 XGA-036 258
Bacteroides_ovatus_58035 XGA-037 257
Bacteroides_ovatus_58035 XGA-038 306
Bacteroides_ovatus_58035 XGA-039 268
Bacteroides_ovatus_58035 XGA-040 230
Bacteroides_ovatus_58035 XGA-044 253
Bacteroides_ovatus_58035 XGA-050 249
Bacteroides_ovatus_58035 XGA-057 222
Bacteroides_ovatus_58035 XGA-064 279
Bacteroides_ovatus_58035 XGA-252 241
Bacteroides_ovatus_58035 XGA-364 209
Bacteroides_ovatus_58035 XGB-029 264
Bacteroides_ovatus_58035 XGB-064 237
Bacteroides_ovatus_58035 XGC-001 225
Bacteroides_ovatus_58035 XGC-029 195
Bacteroides_ovatus_58035 XGC-037 193
Bacteroides_ovatus_58035 XGC-064 228
Bacteroides_ovatus_58035 XGC-252 276
Bacteroides_ovatus_58035 XGC-364 373
Bacteroides_ovatus_58035 XIA-064 681
Bacteroides_ovatus_58035 XIB-199 551
Bacteroides_ovatus_58035 XIB-259 643
Bacteroides_ovatus_58035 XIC-064 169
Bacteroides_ovatus_58035 XIC-198 183
Bacteroides_ovatus_58035 XKA-036 394
Bacteroides_ovatus_58035 XLA-029 675
Bacteroides_ovatus_58035 XLA-036 757
Bacteroides_ovatus_58035 XLA-064 776
Bacteroides_ovatus_58035 XLB-001 645
Bacteroides_ovatus_58035 XLB-029 666
Bacteroides_ovatus_58035 XLB-036 663
Bacteroides_ovatus_58035 XLB-064 594
Bacteroides_ovatus_58035 XLB-172 696
Bacteroides_ovatus_58035 XNA-001 477
Bacteroides_ovatus_58035 XNA-015 537
Bacteroides_ovatus_58035 XNA-029 324
Bacteroides_ovatus_58035 XNA-036 315
Bacteroides_ovatus_58035 XNA-037 183
Bacteroides_ovatus_58035 XNA-064 472
Bacteroides_ovatus_58035 XNB-001 231
Bacteroides_ovatus_58035 XNB-029 254
Bacteroides_ovatus_58035 XNB-036 229
Bacteroides_ovatus_58035 XNB-064 242
Bacteroides_ovatus_58035 XOB-001 754
Bacteroides_ovatus_58035 XOB-036 640
Bacteroides_ovatus_58035 XOB-064 581
Bacteroides_ovatus_58035 XOB-129 623
Bacteroides_ovatus_58035 XPB-008 685
Bacteroides_ovatus_58035 XPB-028 804
Bacteroides_ovatus_58035 XPB-036 673
Bacteroides_ovatus_58035 XPB-063 649
Bacteroides_ovatus_58035 XPB-139 746
Bacteroides_ovatus_58035 XQA-029 829
Bacteroides_ovatus_58035 XQA-035 151
Bacteroides_ovatus_58035 XQA-036 134
Bacteroides_ovatus_58035 XQA-040 319
Bacteroides_ovatus_58035 XQA-064 771
Bacteroides_ovatus_58035 XQB-531 232
Bacteroides_ovatus_58035 XRA-001 769
Bacteroides_ovatus_58035 XRA-022 680
Bacteroides_ovatus_58035 XRA-024 813
Bacteroides_ovatus_58035 XRA-028 724
Bacteroides_ovatus_58035 XRA-029 829
Bacteroides_ovatus_58035 XRA-036 702
Bacteroides_ovatus_58035 XRA-037 659
Bacteroides_ovatus_58035 XRA-038 732
Bacteroides_ovatus_58035 XRA-039 764
Bacteroides_ovatus_58035 XRA-040 688
Bacteroides_ovatus_58035 XRA-045 672
Bacteroides_ovatus_58035 XRA-052 622
Bacteroides_ovatus_58035 XRA-064 807
Bacteroides_ovatus_58035 XRA-153 838
Bacteroides_ovatus_58035 XSB-029 214
Bacteroides_ovatus_58035 XSB-036 339
Bacteroides_ovatus_58035 XSB-064 306
Bacteroides_ovatus_58035 XSB-147 343
Bacteroides_ovatus_58035 XSB-240 273
Bacteroides_ovatus_58035 XSB-333 361
Bacteroides_ovatus_58035 XUA-001 547
Bacteroides_ovatus_58035 XUA-029 594
Bacteroides_ovatus_58035 XUA-031 730
Bacteroides_ovatus_58035 XUA-032 725
Bacteroides_ovatus_58035 XUA-033 693
Bacteroides_ovatus_58035 XUA-034 706
Bacteroides_ovatus_58035 XUA-035 687
Bacteroides_ovatus_58035 XUA-036 707
Bacteroides_ovatus_58035 XUA-064 752
Bacteroides_ovatus_58035 XUA-129 684
Bacteroides_ovatus_58035 XUB-001 1145
Bacteroides_ovatus_58035 XUB-029 1130
Bacteroides_ovatus_58035 XUB-036 1049
Bacteroides_ovatus_58035 XUB-130 890
Bacteroides_ovatus_58035 XUB-221 935
Bacteroides_ovatus_58035 XVA-001 433
Bacteroides_ovatus_58035 XVA-015 552
Bacteroides_ovatus_58035 XVA-022 562
Bacteroides_ovatus_58035 XVA-023 556
Bacteroides_ovatus_58035 XVA-029 724
Bacteroides_ovatus_58035 XVA-030 636
Bacteroides_ovatus_58035 XVA-031 629
Bacteroides_ovatus_58035 XVA-034 902
Bacteroides_ovatus_58035 XVA-035 907
Bacteroides_ovatus_58035 XVA-036 888
Bacteroides_ovatus_58035 XVA-037 781
Bacteroides_ovatus_58035 XVA-038 653
Bacteroides_ovatus_58035 XVA-039 866
Bacteroides_ovatus_58035 XVA-040 850
Bacteroides_ovatus_58035 XVA-041 905
Bacteroides_ovatus_58035 XVA-043 692
Bacteroides_ovatus_58035 XVA-064 483
Bacteroides_ovatus_58035 XVA-129 520
Bacteroides_ovatus_58035 XVA-216 492
Bacteroides_ovatus_58035 XVA-309 474
Bacteroides_ovatus_58035 XVB-001 703
Bacteroides_ovatus_58035 XVB-027 637
Bacteroides_ovatus_58035 XVB-036 791
Bacteroides_ovatus_58035 XVB-064 712
Bacteroides_ovatus_58035 XVB-129 769
Bacteroides_ovatus_58035 YBB-029 598
Bacteroides_ovatus_58035 YBB-050 603
Bacteroides_ovatus_58035 YBB-435 563
Bacteroides_ovatus_58035 YBC-001 505
Bacteroides_ovatus_58035 YCA-001 679
Bacteroides_ovatus_58035 YCB-064 621
Bacteroides_ovatus_58035 YEB-001 421
Bacteroides_ovatus_58035 YFC-064 1195
Bacteroides_ovatus_58035 ZAB-064 347
Bacteroides_ovatus_58035 ZCA-001 371
Bacteroides_ovatus_58035 ZCA-064 384
Bacteroides_ovatus_58035 ZCA-323 380
Bacteroides_ovatus_58035 ZCA-597 299
Bacteroides_ovatus_58035 ZCB-064 881
Bacteroides_ovatus_58035 ZCB-261 719
Bacteroides_ovatus_58035 ZEA-064 491
Bacteroides_ovatus_58035 ZEC-001 534
Bacteroides_ovatus_58035 ZEC-064 606
Bacteroides_plebeius_61623 XCA-001 649
Bacteroides_plebeius_61623 XCA-008 940
Bacteroides_plebeius_61623 XCA-015 925
Bacteroides_plebeius_61623 XCA-022 1010
Bacteroides_plebeius_61623 XCA-023 1011
Bacteroides_plebeius_61623 XCA-024 961
Bacteroides_plebeius_61623 XCA-025 953
Bacteroides_plebeius_61623 XCA-026 1027
Bacteroides_plebeius_61623 XCA-027 963
Bacteroides_plebeius_61623 XCA-029 661
Bacteroides_plebeius_61623 XCA-030 934
Bacteroides_plebeius_61623 XCA-031 901
Bacteroides_plebeius_61623 XCA-032 990
Bacteroides_plebeius_61623 XCA-033 1008
Bacteroides_plebeius_61623 XCA-034 1026
Bacteroides_plebeius_61623 XCA-035 989
Bacteroides_plebeius_61623 XCA-036 603
Bacteroides_plebeius_61623 XCA-037 932
Bacteroides_plebeius_61623 XCA-038 908
Bacteroides_plebeius_61623 XCA-039 1004
Bacteroides_plebeius_61623 XCA-040 983
Bacteroides_plebeius_61623 XCA-044 966
Bacteroides_plebeius_61623 XCA-050 960
Bacteroides_plebeius_61623 XCA-057 972
Bacteroides_plebeius_61623 XCA-064 704
Bacteroides_plebeius_61623 XCA-258 1032
Bacteroides_plebeius_61623 XCA-317 1028
Bacteroides_plebeius_61623 XCA-409 981
Bacteroides_plebeius_61623 XCA-498 963
Bacteroides_plebeius_61623 XCA-604 947
Bacteroides_plebeius_61623 XCA-695 919
Bacteroides_plebeius_61623 XCA-805 941
Bacteroides_plebeius_61623 XHB-001 279
Bacteroides_plebeius_61623 XHB-029 533
Bacteroides_plebeius_61623 XHB-064 493
Bacteroides_plebeius_61623 XIA-002 472
Bacteroides_plebeius_61623 XIA-008 521
Bacteroides_plebeius_61623 XIA-015 625
Bacteroides_plebeius_61623 XIA-022 607
Bacteroides_plebeius_61623 XIA-023 641
Bacteroides_plebeius_61623 XIA-024 606
Bacteroides_plebeius_61623 XIA-025 615
Bacteroides_plebeius_61623 XIA-026 581
Bacteroides_plebeius_61623 XIA-027 548
Bacteroides_plebeius_61623 XIA-028 618
Bacteroides_plebeius_61623 XIA-029 640
Bacteroides_plebeius_61623 XIA-032 590
Bacteroides_plebeius_61623 XIA-033 656
Bacteroides_plebeius_61623 XIA-034 576
Bacteroides_plebeius_61623 XIA-035 569
Bacteroides_plebeius_61623 XIA-036 598
Bacteroides_plebeius_61623 XIA-037 644
Bacteroides_plebeius_61623 XIA-038 650
Bacteroides_plebeius_61623 XIA-039 675
Bacteroides_plebeius_61623 XIA-040 649
Bacteroides_plebeius_61623 XIA-045 640
Bacteroides_plebeius_61623 XIA-050 578
Bacteroides_plebeius_61623 XIA-057 529
Bacteroides_plebeius_61623 XIA-064 629
Bacteroides_plebeius_61623 XIA-199 604
Bacteroides_plebeius_61623 XIA-259 609
Bacteroides_plebeius_61623 XIB-002 511
Bacteroides_plebeius_61623 XIB-029 820
Bacteroides_plebeius_61623 XIB-036 631
Bacteroides_plebeius_61623 XIB-064 675
Bacteroides_plebeius_61623 XIB-199 629
Bacteroides_plebeius_61623 XIB-259 674
Bacteroides_plebeius_61623 XIB-277 671
Bacteroides_plebeius_61623 XIC-036 327
Bacteroides_plebeius_61623 XMB-001 489
Bacteroides_plebeius_61623 XMB-029 554
Bacteroides_plebeius_61623 XMB-036 594
Bacteroides_plebeius_61623 XMB-064 571
Bacteroides_plebeius_61623 XMB-116 580
Bacteroides_plebeius_61623 XMB-180 573
Bacteroides_plebeius_61623 XMB-264 590
Bacteroides_plebeius_61623 XMB-359 581
Bacteroides_plebeius_61623 XUA-001 2069
Bacteroides_plebeius_61623 XUA-008 1870
Bacteroides_plebeius_61623 XUA-015 1926
Bacteroides_plebeius_61623 XUA-029 2448
Bacteroides_plebeius_61623 YEC-005 344
Bacteroides_plebeius_61623 ZEB-001 356
Bacteroides_plebeius_61623 ZEB-064 479
Bacteroides_salyersiae_54873 XAA-590 649
Bacteroides_salyersiae_54873 XAA-623 665
Bacteroides_salyersiae_54873 XAA-652 812
Bacteroides_salyersiae_54873 XAC-029 499
Bacteroides_salyersiae_54873 XAC-064 743
Bacteroides_salyersiae_54873 XCA-001 409
Bacteroides_salyersiae_54873 XCA-024 778
Bacteroides_salyersiae_54873 XCA-317 663
Bacteroides_salyersiae_54873 XDA-001 374
Bacteroides_salyersiae_54873 XDA-029 641
Bacteroides_salyersiae_54873 XGC-001 837
Bacteroides_salyersiae_54873 XGC-252 998
Bacteroides_salyersiae_54873 XHB-064 141
Bacteroides_salyersiae_54873 XPB-063 398
Bacteroides_salyersiae_54873 XPB-139 525
Bacteroides_salyersiae_54873 YAD-064 350
Bacteroides_salyersiae_54873 YBA-004 204
Bacteroides_salyersiae_54873 YBA-043 226
Bacteroides_salyersiae_54873 YBA-260 276
Bacteroides_salyersiae_54873 YBA-360 263
Bacteroides_stercoris_56735 XCB-001 167
Bacteroides_stercoris_56735 XCB-029 165
Bacteroides_stercoris_56735 XCB-036 168
Bacteroides_stercoris_56735 XCB-064 191
Bacteroides_stercoris_56735 XCB-258 167
Bacteroides_stercoris_56735 XCB-310 208
Bacteroides_stercoris_56735 XCB-410 186
Bacteroides_stercoris_56735 XCB-499 206
Bacteroides_stercoris_56735 XCB-604 157
Bacteroides_stercoris_56735 XCB-695 173
Bacteroides_stercoris_56735 XCB-804 180
Bacteroides_stercoris_56735 XFA-001 413
Bacteroides_stercoris_56735 XFA-015 390
Bacteroides_stercoris_56735 XFA-025 410
Bacteroides_stercoris_56735 XFA-026 473
Bacteroides_stercoris_56735 XFA-027 461
Bacteroides_stercoris_56735 XFA-028 470
Bacteroides_stercoris_56735 XFA-029 506
Bacteroides_stercoris_56735 XFA-030 408
Bacteroides_stercoris_56735 XHA-003 253
Bacteroides_stercoris_56735 XHA-029 279
Bacteroides_stercoris_56735 XHA-036 262
Bacteroides_stercoris_56735 XHA-064 273
Bacteroides_stercoris_56735 XHC-001 124
Bacteroides_stercoris_56735 XHC-015 146
Bacteroides_stercoris_56735 XHC-023 157
Bacteroides_stercoris_56735 XHC-024 156
Bacteroides_stercoris_56735 XHC-025 116
Bacteroides_stercoris_56735 XHC-027 146
Bacteroides_stercoris_56735 XHC-028 133
Bacteroides_stercoris_56735 XHC-029 113
Bacteroides_stercoris_56735 XHC-033 119
Bacteroides_stercoris_56735 XHC-034 131
Bacteroides_stercoris_56735 XHC-036 129
Bacteroides_stercoris_56735 XHC-037 129
Bacteroides_stercoris_56735 XHC-039 129
Bacteroides_stercoris_56735 XHC-040 162
Bacteroides_stercoris_56735 XHC-050 130
Bacteroides_stercoris_56735 XHC-064 134
Bacteroides_stercoris_56735 XIA-002 129
Bacteroides_stercoris_56735 XIA-008 136
Bacteroides_stercoris_56735 XIA-015 153
Bacteroides_stercoris_56735 XIA-022 160
Bacteroides_stercoris_56735 XIA-023 154
Bacteroides_stercoris_56735 XIA-024 121
Bacteroides_stercoris_56735 XIA-025 156
Bacteroides_stercoris_56735 XIA-026 130
Bacteroides_stercoris_56735 XIA-027 122
Bacteroides_stercoris_56735 XIA-028 137
Bacteroides_stercoris_56735 XIA-029 127
Bacteroides_stercoris_56735 XIA-033 145
Bacteroides_stercoris_56735 XIA-034 127
Bacteroides_stercoris_56735 XIA-035 137
Bacteroides_stercoris_56735 XIA-036 120
Bacteroides_stercoris_56735 XIA-037 115
Bacteroides_stercoris_56735 XIA-038 125
Bacteroides_stercoris_56735 XIA-039 127
Bacteroides_stercoris_56735 XIA-040 130
Bacteroides_stercoris_56735 XIA-045 123
Bacteroides_stercoris_56735 XIA-050 120
Bacteroides_stercoris_56735 XIA-057 119
Bacteroides_stercoris_56735 XIA-064 123
Bacteroides_stercoris_56735 XIA-199 125
Bacteroides_stercoris_56735 XIA-259 140
Bacteroides_stercoris_56735 XIA-277 157
Bacteroides_stercoris_56735 XIB-002 211
Bacteroides_stercoris_56735 XIB-029 233
Bacteroides_stercoris_56735 XIB-036 210
Bacteroides_stercoris_56735 XIB-064 271
Bacteroides_stercoris_56735 XIB-199 247
Bacteroides_stercoris_56735 XIB-259 236
Bacteroides_stercoris_56735 XIB-277 234
Bacteroides_stercoris_56735 XKA-064 318
Bacteroides_stercoris_56735 XKA-142 327
Bacteroides_stercoris_56735 XKA-205 317
Bacteroides_stercoris_56735 XKA-289 319
Bacteroides_stercoris_56735 XKA-332 311
Bacteroides_stercoris_56735 XKA-359 311
Bacteroides_stercoris_56735 XKA-386 322
Bacteroides_stercoris_56735 XKA-422 308
Bacteroides_stercoris_56735 XKA-580 320
Bacteroides_stercoris_56735 XKA-694 318
Bacteroides_stercoris_56735 XKB-001 352
Bacteroides_stercoris_56735 XKB-029 352
Bacteroides_stercoris_56735 XKB-036 337
Bacteroides_stercoris_56735 XKB-064 347
Bacteroides_stercoris_56735 XKB-142 341
Bacteroides_stercoris_56735 XKB-204 355
Bacteroides_stercoris_56735 XKB-287 350
Bacteroides_stercoris_56735 XKB-332 360
Bacteroides_stercoris_56735 XKB-362 355
Bacteroides_stercoris_56735 XKB-381 358
Bacteroides_stercoris_56735 XKB-399 344
Bacteroides_stercoris_56735 XKB-467 340
Bacteroides_stercoris_56735 XKB-580 346
Bacteroides_stercoris_56735 XKB-693 347
Bacteroides_stercoris_56735 XMA-001 536
Bacteroides_stercoris_56735 XMA-008 559
Bacteroides_stercoris_56735 XMA-015 566
Bacteroides_stercoris_56735 XMA-022 538
Bacteroides_stercoris_56735 XMA-023 519
Bacteroides_stercoris_56735 XMA-024 535
Bacteroides_stercoris_56735 XMA-025 543
Bacteroides_stercoris_56735 XMA-026 549
Bacteroides_stercoris_56735 XMA-027 587
Bacteroides_stercoris_56735 XMA-028 518
Bacteroides_stercoris_56735 XMA-029 558
Bacteroides_stercoris_56735 XMA-030 456
Bacteroides_stercoris_56735 XMA-036 500
Bacteroides_stercoris_56735 XMA-037 512
Bacteroides_stercoris_56735 XMA-038 520
Bacteroides_stercoris_56735 XMA-039 524
Bacteroides_stercoris_56735 XMA-040 510
Bacteroides_stercoris_56735 XMA-043 514
Bacteroides_stercoris_56735 XMA-050 559
Bacteroides_stercoris_56735 XMA-057 513
Bacteroides_stercoris_56735 XMA-064 553
Bacteroides_stercoris_56735 XMA-116 517
Bacteroides_stercoris_56735 XMA-180 514
Bacteroides_stercoris_56735 XMA-264 513
Bacteroides_stercoris_56735 XMA-359 498
Bacteroides_stercoris_56735 XMB-001 145
Bacteroides_stercoris_56735 XMB-029 165
Bacteroides_stercoris_56735 XMB-064 201
Bacteroides_stercoris_56735 XMB-116 185
Bacteroides_stercoris_56735 XMB-180 178
Bacteroides_stercoris_56735 XNB-001 294
Bacteroides_stercoris_56735 XNB-029 298
Bacteroides_stercoris_56735 XNB-036 308
Bacteroides_stercoris_56735 XNB-064 293
Bacteroides_stercoris_56735 XPB-063 290
Bacteroides_stercoris_56735 XQA-009 145
Bacteroides_stercoris_56735 XQA-015 224
Bacteroides_stercoris_56735 XQA-022 253
Bacteroides_stercoris_56735 XQA-024 237
Bacteroides_stercoris_56735 XQA-025 244
Bacteroides_stercoris_56735 XQA-026 241
Bacteroides_stercoris_56735 XQA-027 246
Bacteroides_stercoris_56735 XQA-028 237
Bacteroides_stercoris_56735 XQA-029 215
Bacteroides_stercoris_56735 XQA-030 239
Bacteroides_stercoris_56735 XQA-032 166
Bacteroides_stercoris_56735 XQA-034 225
Bacteroides_stercoris_56735 XQA-035 226
Bacteroides_stercoris_56735 XQA-036 218
Bacteroides_stercoris_56735 XQA-050 235
Bacteroides_stercoris_56735 XQA-057 232
Bacteroides_stercoris_56735 XQA-064 213
Bacteroides_stercoris_56735 XQA-133 216
Bacteroides_stercoris_56735 XQA-244 228
Bacteroides_stercoris_56735 XQA-351 239
Bacteroides_stercoris_56735 XQA-455 251
Bacteroides_stercoris_56735 XQA-532 292
Bacteroides_stercoris_56735 XQA-648 245
Bacteroides_stercoris_56735 XQB-001 139
Bacteroides_stercoris_56735 XQB-029 148
Bacteroides_stercoris_56735 XQB-036 144
Bacteroides_stercoris_56735 XQB-064 154
Bacteroides_stercoris_56735 XQB-133 143
Bacteroides_stercoris_56735 XQB-243 144
Bacteroides_stercoris_56735 XQB-348 129
Bacteroides_stercoris_56735 XQB-452 145
Bacteroides_stercoris_56735 XQB-531 146
Bacteroides_stercoris_56735 XQB-647 128
Bacteroides_stercoris_56735 XSB-001 272
Bacteroides_stercoris_56735 XSB-029 277
Bacteroides_stercoris_56735 XSB-036 294
Bacteroides_stercoris_56735 XSB-064 273
Bacteroides_stercoris_56735 XSB-147 310
Bacteroides_stercoris_56735 XSB-240 294
Bacteroides_stercoris_56735 XSB-333 314
Bacteroides_stercoris_56735 XSB-428 310
Bacteroides_stercoris_56735 XSB-533 305
Bacteroides_stercoris_56735 XTB-001 207
Bacteroides_stercoris_56735 XUA-001 305
Bacteroides_stercoris_56735 XUA-008 306
Bacteroides_stercoris_56735 XUA-015 294
Bacteroides_stercoris_56735 XUA-022 307
Bacteroides_stercoris_56735 XUA-029 322
Bacteroides_stercoris_56735 XUA-030 321
Bacteroides_stercoris_56735 XUA-034 274
Bacteroides_stercoris_56735 XUA-035 246
Bacteroides_stercoris_56735 XUA-036 309
Bacteroides_stercoris_56735 XUA-038 298
Bacteroides_stercoris_56735 XUA-039 285
Bacteroides_stercoris_56735 XUA-040 314
Bacteroides_stercoris_56735 XUA-043 267
Bacteroides_stercoris_56735 XUA-050 292
Bacteroides_stercoris_56735 XUA-057 294
Bacteroides_stercoris_56735 XUA-064 295
Bacteroides_stercoris_56735 XUA-129 302
Bacteroides_stercoris_56735 XUA-221 282
Bacteroides_stercoris_56735 XUA-507 299
Bacteroides_stercoris_56735 XUA-623 307
Bacteroides_stercoris_56735 YBA-004 247
Bacteroides_stercoris_56735 YBA-260 359
Bacteroides_stercoris_56735 YBA-522 286
Bacteroides_stercoris_56735 YBB-029 272
Bacteroides_stercoris_56735 YBB-050 279
Bacteroides_stercoris_56735 YBB-260 295
Bacteroides_stercoris_56735 YBB-360 296
Bacteroides_stercoris_56735 YBB-435 297
Bacteroides_stercoris_56735 YEA-004 214
Bacteroides_stercoris_56735 YEC-005 236
Bacteroides_stercoris_56735 YFA-002 249
Bacteroides_stercoris_56735 YFA-064 291
Bacteroides_stercoris_56735 ZAC-504 255
Bacteroides_stercoris_56735 ZCB-001 260
Bacteroides_stercoris_56735 ZCB-064 280
Bacteroides_stercoris_56735 ZCB-261 306
Bacteroides_stercoris_56735 ZCB-323 253
Bacteroides_stercoris_56735 ZCB-408 300
Bacteroides_stercoris_56735 ZCB-505 249
Bacteroides_stercoris_56735 ZCB-597 275
Bacteroides_stercoris_56735 ZEA-001 272
Bacteroides_stercoris_56735 ZEA-064 295
Bacteroides_stercoris_56735 ZEB-001 291
Bacteroides_stercoris_56735 ZEB-064 292
Bacteroides_thetaiotaomicron_56941 XAC-002 1420
Bacteroides_thetaiotaomicron_56941 XAC-029 1390
Bacteroides_thetaiotaomicron_56941 XAC-036 1431
Bacteroides_thetaiotaomicron_56941 XAC-064 1441
Bacteroides_thetaiotaomicron_56941 XAC-224 1548
Bacteroides_thetaiotaomicron_56941 XDA-029 810
Bacteroides_thetaiotaomicron_56941 XDA-031 965
Bacteroides_thetaiotaomicron_56941 XDA-032 852
Bacteroides_thetaiotaomicron_56941 XDA-033 881
Bacteroides_thetaiotaomicron_56941 XDA-034 933
Bacteroides_thetaiotaomicron_56941 XDA-035 955
Bacteroides_thetaiotaomicron_56941 XDA-036 929
Bacteroides_thetaiotaomicron_56941 XDA-037 919
Bacteroides_thetaiotaomicron_56941 XDA-038 960
Bacteroides_thetaiotaomicron_56941 XDA-039 893
Bacteroides_thetaiotaomicron_56941 XDA-044 896
Bacteroides_thetaiotaomicron_56941 XDA-050 949
Bacteroides_thetaiotaomicron_56941 XDA-057 1074
Bacteroides_thetaiotaomicron_56941 XDA-064 1025
Bacteroides_thetaiotaomicron_56941 XDA-268 1053
Bacteroides_thetaiotaomicron_56941 XDA-330 1046
Bacteroides_thetaiotaomicron_56941 XDA-706 967
Bacteroides_thetaiotaomicron_56941 XDB-001 1640
Bacteroides_thetaiotaomicron_56941 XDB-029 1834
Bacteroides_thetaiotaomicron_56941 XDB-036 1848
Bacteroides_thetaiotaomicron_56941 XDB-064 1569
Bacteroides_thetaiotaomicron_56941 XDB-417 1933
Bacteroides_thetaiotaomicron_56941 XDB-816 1149
Bacteroides_thetaiotaomicron_56941 XEB-001 1058
Bacteroides_thetaiotaomicron_56941 XEB-064 1209
Bacteroides_thetaiotaomicron_56941 XEB-293 1387
Bacteroides_thetaiotaomicron_56941 XFA-001 1303
Bacteroides_thetaiotaomicron_56941 XFA-029 1308
Bacteroides_thetaiotaomicron_56941 XFA-050 1532
Bacteroides_thetaiotaomicron_56941 XFA-057 1424
Bacteroides_thetaiotaomicron_56941 XFA-064 1443
Bacteroides_thetaiotaomicron_56941 XFA-242 1512
Bacteroides_thetaiotaomicron_56941 XFA-312 1456
Bacteroides_thetaiotaomicron_56941 XFB-029 1282
Bacteroides_thetaiotaomicron_56941 XFB-064 999
Bacteroides_thetaiotaomicron_56941 XFB-242 1438
Bacteroides_thetaiotaomicron_56941 XGA-033 1065
Bacteroides_thetaiotaomicron_56941 XGA-034 1037
Bacteroides_thetaiotaomicron_56941 XGA-036 1337
Bacteroides_thetaiotaomicron_56941 XGA-038 1210
Bacteroides_thetaiotaomicron_56941 XGA-039 1297
Bacteroides_thetaiotaomicron_56941 XGA-040 1067
Bacteroides_thetaiotaomicron_56941 XGA-044 1297
Bacteroides_thetaiotaomicron_56941 XGA-050 1270
Bacteroides_thetaiotaomicron_56941 XGA-057 1273
Bacteroides_thetaiotaomicron_56941 XGA-064 1270
Bacteroides_thetaiotaomicron_56941 XGB-001 1114
Bacteroides_thetaiotaomicron_56941 XGB-029 1127
Bacteroides_thetaiotaomicron_56941 XGB-036 1113
Bacteroides_thetaiotaomicron_56941 XGB-064 1064
Bacteroides_thetaiotaomicron_56941 XGB-252 1253
Bacteroides_thetaiotaomicron_56941 XGB-428 1058
