species bait numPrivateSNPsTotal
Eubacterium_eligens_61678 XDB-417 319
Eubacterium_eligens_61678 XDB-458 384
Eubacterium_eligens_61678 XDB-512 325
Eubacterium_eligens_61678 XDB-553 371
Eubacterium_eligens_61678 XDB-591 360
Eubacterium_eligens_61678 XDB-706 345
Eubacterium_eligens_61678 XEA-001 312
Eubacterium_eligens_61678 XEA-008 354
Eubacterium_eligens_61678 XEA-016 369
Eubacterium_eligens_61678 XEA-023 361
Eubacterium_eligens_61678 XEA-024 374
Eubacterium_eligens_61678 XEA-025 375
Eubacterium_eligens_61678 XEA-026 340
Eubacterium_eligens_61678 XEA-027 374
Eubacterium_eligens_61678 XEA-028 338
Eubacterium_eligens_61678 XEA-029 358
Eubacterium_eligens_61678 XEA-030 414
Eubacterium_eligens_61678 XEB-001 287
Eubacterium_eligens_61678 XEB-029 287
Eubacterium_eligens_61678 XEB-036 294
Eubacterium_eligens_61678 XEB-064 283
Eubacterium_eligens_61678 XEB-293 316
Eubacterium_eligens_61678 XEB-389 317
Eubacterium_eligens_61678 XFA-001 355
Eubacterium_eligens_61678 XFA-008 332
Eubacterium_eligens_61678 XFA-015 397
Eubacterium_eligens_61678 XFA-025 363
Eubacterium_eligens_61678 XFA-026 349
Eubacterium_eligens_61678 XFA-027 333
Eubacterium_eligens_61678 XFA-028 357
Eubacterium_eligens_61678 XFA-029 332
Eubacterium_eligens_61678 XFA-030 351
Eubacterium_eligens_61678 XFB-001 395
Eubacterium_eligens_61678 XFB-029 394
Eubacterium_eligens_61678 XFB-036 384
Eubacterium_eligens_61678 XFB-064 389
Eubacterium_eligens_61678 XFB-242 433
Eubacterium_eligens_61678 XFB-313 428
Eubacterium_eligens_61678 XGA-001 287
Eubacterium_eligens_61678 XGA-015 347
Eubacterium_eligens_61678 XGA-024 369
Eubacterium_eligens_61678 XGA-029 294
Eubacterium_eligens_61678 XGA-036 333
Eubacterium_eligens_61678 XGA-044 339
Eubacterium_eligens_61678 XGA-057 282
Eubacterium_eligens_61678 XGA-064 275
Eubacterium_eligens_61678 XGA-252 316
Eubacterium_eligens_61678 XGC-001 284
Eubacterium_eligens_61678 XGC-029 314
Eubacterium_eligens_61678 XGC-064 353
Eubacterium_eligens_61678 XGC-364 331
Eubacterium_eligens_61678 XGC-428 344
Eubacterium_eligens_61678 XHA-003 443
Eubacterium_eligens_61678 XHA-029 461
Eubacterium_eligens_61678 XHA-036 443
Eubacterium_eligens_61678 XHA-064 479
Eubacterium_eligens_61678 XHB-001 326
Eubacterium_eligens_61678 XHB-029 382
Eubacterium_eligens_61678 XHB-064 362
Eubacterium_eligens_61678 XHC-001 390
Eubacterium_eligens_61678 XHC-008 466
Eubacterium_eligens_61678 XHC-015 445
Eubacterium_eligens_61678 XHC-022 455
Eubacterium_eligens_61678 XHC-023 438
Eubacterium_eligens_61678 XHC-025 438
Eubacterium_eligens_61678 XHC-027 414
Eubacterium_eligens_61678 XHC-029 469
Eubacterium_eligens_61678 XHC-044 494
Eubacterium_eligens_61678 XHC-050 439
Eubacterium_eligens_61678 XHC-057 419
Eubacterium_eligens_61678 XHC-064 418
Eubacterium_eligens_61678 XIA-002 370
Eubacterium_eligens_61678 XIA-015 324
Eubacterium_eligens_61678 XIA-022 384
Eubacterium_eligens_61678 XIA-024 324
Eubacterium_eligens_61678 XIA-025 302
Eubacterium_eligens_61678 XIA-026 323
Eubacterium_eligens_61678 XIA-027 360
Eubacterium_eligens_61678 XIA-028 385
Eubacterium_eligens_61678 XIA-029 338
Eubacterium_eligens_61678 XIA-030 337
Eubacterium_eligens_61678 XIA-031 340
Eubacterium_eligens_61678 XIA-032 307
Eubacterium_eligens_61678 XIA-033 308
Eubacterium_eligens_61678 XIA-034 313
Eubacterium_eligens_61678 XIA-035 315
Eubacterium_eligens_61678 XIA-036 316
Eubacterium_eligens_61678 XIA-037 328
Eubacterium_eligens_61678 XIA-038 330
Eubacterium_eligens_61678 XIA-039 313
Eubacterium_eligens_61678 XIA-040 335
Eubacterium_eligens_61678 XIA-045 321
Eubacterium_eligens_61678 XIA-050 327
Eubacterium_eligens_61678 XIA-057 313
Eubacterium_eligens_61678 XIA-064 336
Eubacterium_eligens_61678 XIA-199 316
Eubacterium_eligens_61678 XIA-259 396
Eubacterium_eligens_61678 XIA-277 376
Eubacterium_eligens_61678 XIB-029 375
Eubacterium_eligens_61678 XIB-064 384
Eubacterium_eligens_61678 XIB-199 330
Eubacterium_eligens_61678 XIB-259 310
Eubacterium_eligens_61678 XIB-277 331
Eubacterium_eligens_61678 XIC-024 337
Eubacterium_eligens_61678 XIC-025 318
Eubacterium_eligens_61678 XJA-030 862
Eubacterium_eligens_61678 XJA-036 1097
Eubacterium_eligens_61678 XJA-039 937
Eubacterium_eligens_61678 XJA-040 1034
Eubacterium_eligens_61678 XJB-001 359
Eubacterium_eligens_61678 XJB-029 448
Eubacterium_eligens_61678 XJB-064 410
Eubacterium_eligens_61678 XKA-205 450
Eubacterium_eligens_61678 XKA-289 479
Eubacterium_eligens_61678 XKA-332 466
Eubacterium_eligens_61678 XKA-386 454
Eubacterium_eligens_61678 XKA-422 448
Eubacterium_eligens_61678 XKA-580 464
Eubacterium_eligens_61678 XKB-001 378
Eubacterium_eligens_61678 XKB-029 379
Eubacterium_eligens_61678 XKB-036 377
Eubacterium_eligens_61678 XKB-064 361
Eubacterium_eligens_61678 XKB-142 382
Eubacterium_eligens_61678 XKB-204 392
Eubacterium_eligens_61678 XKB-287 375
Eubacterium_eligens_61678 XKB-332 401
Eubacterium_eligens_61678 XKB-362 372
Eubacterium_eligens_61678 XKB-381 403
Eubacterium_eligens_61678 XKB-399 394
Eubacterium_eligens_61678 XKB-467 385
Eubacterium_eligens_61678 XKB-580 388
Eubacterium_eligens_61678 XKB-693 380
Eubacterium_eligens_61678 XLA-001 299
Eubacterium_eligens_61678 XLA-022 309
Eubacterium_eligens_61678 XLA-023 335
Eubacterium_eligens_61678 XLA-025 402
Eubacterium_eligens_61678 XLA-026 370
Eubacterium_eligens_61678 XLA-029 310
Eubacterium_eligens_61678 XMA-001 511
Eubacterium_eligens_61678 XMA-029 512
Eubacterium_eligens_61678 XMB-001 429
Eubacterium_eligens_61678 XMB-029 425
Eubacterium_eligens_61678 XMB-036 438
Eubacterium_eligens_61678 XMB-064 535
Eubacterium_eligens_61678 XMB-116 428
Eubacterium_eligens_61678 XMB-180 452
Eubacterium_eligens_61678 XMB-264 445
Eubacterium_eligens_61678 XMB-359 430
Eubacterium_eligens_61678 XNA-029 344
Eubacterium_eligens_61678 XNA-036 414
Eubacterium_eligens_61678 XNA-037 400
Eubacterium_eligens_61678 XNA-038 402
Eubacterium_eligens_61678 XNA-039 409
Eubacterium_eligens_61678 XNA-040 444
Eubacterium_eligens_61678 XNA-043 394
Eubacterium_eligens_61678 XNA-050 450
Eubacterium_eligens_61678 XNA-057 388
Eubacterium_eligens_61678 XNA-064 365
Eubacterium_eligens_61678 XOA-001 366
Eubacterium_eligens_61678 XOA-008 434
Eubacterium_eligens_61678 XOA-025 396
Eubacterium_eligens_61678 XOA-027 527
Eubacterium_eligens_61678 XOA-028 408
Eubacterium_eligens_61678 XOA-029 431
Eubacterium_eligens_61678 XOA-032 372
Eubacterium_eligens_61678 XOA-033 423
Eubacterium_eligens_61678 XOA-034 378
Eubacterium_eligens_61678 XOA-035 415
Eubacterium_eligens_61678 XOA-036 390
Eubacterium_eligens_61678 XOA-038 393
Eubacterium_eligens_61678 XOA-043 445
Eubacterium_eligens_61678 XOA-050 352
Eubacterium_eligens_61678 XOA-057 409
Eubacterium_eligens_61678 XOA-064 387
Eubacterium_eligens_61678 XOA-129 380
Eubacterium_eligens_61678 XOA-498 392
Eubacterium_eligens_61678 XOB-001 300
Eubacterium_eligens_61678 XOB-036 322
Eubacterium_eligens_61678 XOB-064 347
Eubacterium_eligens_61678 XOB-129 297
Eubacterium_eligens_61678 XPA-002 305
Eubacterium_eligens_61678 XPA-019 329
Eubacterium_eligens_61678 XPA-029 302
Eubacterium_eligens_61678 XPA-032 311
Eubacterium_eligens_61678 XPB-008 541
Eubacterium_eligens_61678 XPB-063 458
Eubacterium_eligens_61678 XPB-139 555
Eubacterium_eligens_61678 XQA-001 373
Eubacterium_eligens_61678 XQA-009 461
Eubacterium_eligens_61678 XQA-015 349
Eubacterium_eligens_61678 XQA-022 375
Eubacterium_eligens_61678 XQA-024 387
Eubacterium_eligens_61678 XQA-025 398
Eubacterium_eligens_61678 XQA-028 405
Eubacterium_eligens_61678 XQA-029 370
Eubacterium_eligens_61678 XQA-057 445
Eubacterium_eligens_61678 XQA-064 391
Eubacterium_eligens_61678 XQA-133 443
Eubacterium_eligens_61678 XQA-244 407
Eubacterium_eligens_61678 XQA-648 393
Eubacterium_eligens_61678 XQB-001 397
Eubacterium_eligens_61678 XQB-029 403
Eubacterium_eligens_61678 XQB-036 378
Eubacterium_eligens_61678 XQB-064 398
Eubacterium_eligens_61678 XQB-133 389
Eubacterium_eligens_61678 XQB-243 399
Eubacterium_eligens_61678 XQB-647 367
Eubacterium_eligens_61678 XRA-001 301
Eubacterium_eligens_61678 XRA-008 316
Eubacterium_eligens_61678 XRA-015 314
Eubacterium_eligens_61678 XRA-022 301
Eubacterium_eligens_61678 XRA-023 310
Eubacterium_eligens_61678 XRA-024 313
Eubacterium_eligens_61678 XRA-025 332
Eubacterium_eligens_61678 XRA-026 305
Eubacterium_eligens_61678 XRA-027 328
Eubacterium_eligens_61678 XRA-028 316
Eubacterium_eligens_61678 XRA-029 299
Eubacterium_eligens_61678 XRA-052 414
Eubacterium_eligens_61678 XRA-064 389
Eubacterium_eligens_61678 XRA-153 376
Eubacterium_eligens_61678 XRA-310 390
Eubacterium_eligens_61678 XRB-002 324
Eubacterium_eligens_61678 XRB-029 348
Eubacterium_eligens_61678 XRB-036 364
Eubacterium_eligens_61678 XRB-059 329
Eubacterium_eligens_61678 XRB-153 358
Eubacterium_eligens_61678 XSA-001 374
Eubacterium_eligens_61678 XTA-001 313
Eubacterium_eligens_61678 XTA-008 306
Eubacterium_eligens_61678 XTA-022 373
Eubacterium_eligens_61678 XTA-023 322
Eubacterium_eligens_61678 XTA-024 345
Eubacterium_eligens_61678 XTA-026 317
Eubacterium_eligens_61678 XTA-027 318
Eubacterium_eligens_61678 XTA-028 307
Eubacterium_eligens_61678 XTA-029 282
Eubacterium_eligens_61678 XTB-001 301
Eubacterium_eligens_61678 XTB-028 319
Eubacterium_eligens_61678 XTB-065 300
Eubacterium_eligens_61678 XVA-001 333
Eubacterium_eligens_61678 XVA-015 373
Eubacterium_eligens_61678 XVA-023 371
Eubacterium_eligens_61678 XVA-024 392
Eubacterium_eligens_61678 XVA-038 336
Eubacterium_eligens_61678 XVA-039 352
Eubacterium_eligens_61678 XVA-040 342
Eubacterium_eligens_61678 XVA-041 378
Eubacterium_eligens_61678 XVA-043 375
Eubacterium_eligens_61678 XVA-057 332
Eubacterium_eligens_61678 XVA-064 334
Eubacterium_eligens_61678 XVA-129 300
Eubacterium_eligens_61678 XVA-216 347
Eubacterium_eligens_61678 XVA-309 392
Eubacterium_eligens_61678 XVA-617 346
Eubacterium_eligens_61678 XVB-001 318
Eubacterium_eligens_61678 XVB-027 295
Eubacterium_eligens_61678 XVB-036 292
Eubacterium_eligens_61678 XVB-064 366
Eubacterium_eligens_61678 XVB-129 325
Eubacterium_eligens_61678 XVB-310 421
Eubacterium_eligens_61678 XVB-399 422
Eubacterium_eligens_61678 YAB-064 322
Eubacterium_eligens_61678 YAC-001 395
Eubacterium_eligens_61678 YAC-064 406
Eubacterium_eligens_61678 YAD-001 425
Eubacterium_eligens_61678 YAD-064 364
Eubacterium_eligens_61678 YBA-260 362
Eubacterium_eligens_61678 YBA-360 371
Eubacterium_eligens_61678 YBA-435 455
Eubacterium_eligens_61678 YBA-522 419
Eubacterium_eligens_61678 YBB-050 399
Eubacterium_eligens_61678 YBC-260 307
Eubacterium_eligens_61678 YBC-435 287
Eubacterium_eligens_61678 YCB-064 254
Eubacterium_eligens_61678 YEA-004 380
Eubacterium_eligens_61678 YEB-001 363
Eubacterium_eligens_61678 YEB-002 439
Eubacterium_eligens_61678 YEC-005 389
Eubacterium_eligens_61678 YFC-064 334
Eubacterium_eligens_61678 ZAA-002 288
Eubacterium_eligens_61678 ZAA-066 310
Eubacterium_eligens_61678 ZAA-263 312
Eubacterium_eligens_61678 ZAA-326 331
Eubacterium_eligens_61678 ZAA-415 333
Eubacterium_eligens_61678 ZAA-504 280
Eubacterium_eligens_61678 ZAA-600 363
Eubacterium_eligens_61678 ZAA-817 349
Eubacterium_eligens_61678 ZAB-002 379
Eubacterium_eligens_61678 ZAB-064 409
Eubacterium_eligens_61678 ZAB-256 409
Eubacterium_eligens_61678 ZAB-326 389
Eubacterium_eligens_61678 ZAB-411 451
Eubacterium_eligens_61678 ZAB-504 431
Eubacterium_eligens_61678 ZAB-600 423
Eubacterium_eligens_61678 ZAB-813 404
Eubacterium_eligens_61678 ZAC-263 275
Eubacterium_eligens_61678 ZAC-326 276
Eubacterium_eligens_61678 ZCA-323 358
Eubacterium_eligens_61678 ZCB-001 341
Eubacterium_eligens_61678 ZCB-064 382
Eubacterium_eligens_61678 ZCB-261 396
Eubacterium_eligens_61678 ZCB-323 431
Eubacterium_eligens_61678 ZCB-408 365
Eubacterium_eligens_61678 ZDA-001 262
Eubacterium_eligens_61678 ZDA-065 293
Eubacterium_eligens_61678 ZDA-413 318
Eubacterium_eligens_61678 ZDA-598 319
Eubacterium_eligens_61678 ZDB-001 305
Eubacterium_eligens_61678 ZDB-064 325
Eubacterium_eligens_61678 ZDB-261 371
Eubacterium_eligens_61678 ZDB-324 359
Eubacterium_eligens_61678 ZDB-411 359
Eubacterium_eligens_61678 ZDB-506 374
Eubacterium_eligens_61678 ZDB-596 337
Eubacterium_eligens_61678 ZEA-001 351
Eubacterium_eligens_61678 ZEA-064 368
Eubacterium_eligens_61678 ZEC-001 338
Eubacterium_eligens_61678 ZEC-064 374
Eubacterium_hallii_61477 XBB-204 1137
Eubacterium_hallii_61477 XBB-303 1221
Eubacterium_hallii_61477 XBB-513 1220
Eubacterium_hallii_61477 XCA-036 1072
Eubacterium_hallii_61477 XDB-267 1162
Eubacterium_hallii_61477 XEA-302 836
Eubacterium_hallii_61477 XFB-242 1093
Eubacterium_hallii_61477 XFB-313 1096
Eubacterium_hallii_61477 XGA-064 895
Eubacterium_hallii_61477 XGA-252 1135
Eubacterium_hallii_61477 XIA-008 981
Eubacterium_hallii_61477 XIA-026 994
Eubacterium_hallii_61477 XIA-029 1072
Eubacterium_hallii_61477 XIA-030 1078
Eubacterium_hallii_61477 XIA-031 962
Eubacterium_hallii_61477 XIA-034 989
Eubacterium_hallii_61477 XIA-035 981
Eubacterium_hallii_61477 XIA-064 958
Eubacterium_hallii_61477 XIA-199 803
Eubacterium_hallii_61477 XIA-259 1007
Eubacterium_hallii_61477 XIB-002 1123
Eubacterium_hallii_61477 XIB-029 1016
Eubacterium_hallii_61477 XIB-199 1232
Eubacterium_hallii_61477 XIB-259 1133
Eubacterium_hallii_61477 XIB-277 1141
Eubacterium_hallii_61477 XIC-029 980
Eubacterium_hallii_61477 XIC-064 1021
Eubacterium_hallii_61477 XJA-036 828
Eubacterium_hallii_61477 XKB-001 962
Eubacterium_hallii_61477 XKB-029 1011
Eubacterium_hallii_61477 XKB-036 856
Eubacterium_hallii_61477 XKB-064 1068
Eubacterium_hallii_61477 XKB-142 952
Eubacterium_hallii_61477 XKB-204 902
Eubacterium_hallii_61477 XKB-362 1123
Eubacterium_hallii_61477 XKB-381 1066
Eubacterium_hallii_61477 XKB-467 987
Eubacterium_hallii_61477 XKB-580 1139
Eubacterium_hallii_61477 XKB-693 975
Eubacterium_hallii_61477 XLA-001 1033
Eubacterium_hallii_61477 XLA-029 1023
Eubacterium_hallii_61477 XMA-001 1111
Eubacterium_hallii_61477 XMA-029 1231
Eubacterium_hallii_61477 XMA-030 1340
Eubacterium_hallii_61477 XMA-064 1483
Eubacterium_hallii_61477 XMA-116 1139
Eubacterium_hallii_61477 XMA-180 1224
Eubacterium_hallii_61477 XMB-001 1050
Eubacterium_hallii_61477 XMB-029 995
Eubacterium_hallii_61477 XMB-116 1173
Eubacterium_hallii_61477 XMB-180 1129
Eubacterium_hallii_61477 XNA-008 878
Eubacterium_hallii_61477 XNA-015 1005
Eubacterium_hallii_61477 XNA-029 1079
Eubacterium_hallii_61477 XNA-030 1091
Eubacterium_hallii_61477 XNA-036 1085
Eubacterium_hallii_61477 XOA-029 1598
Eubacterium_hallii_61477 XOA-030 1850
Eubacterium_hallii_61477 XOB-028 850
Eubacterium_hallii_61477 XOB-036 1069
Eubacterium_hallii_61477 XOB-064 1017
Eubacterium_hallii_61477 XOB-129 1030
Eubacterium_hallii_61477 XPA-072 1525
Eubacterium_hallii_61477 XPB-008 1026
Eubacterium_hallii_61477 XPB-028 1104
Eubacterium_hallii_61477 XPB-063 1122
Eubacterium_hallii_61477 XPB-139 1184
Eubacterium_hallii_61477 XQB-001 923
Eubacterium_hallii_61477 XQB-029 1161
Eubacterium_hallii_61477 XQB-036 1080
Eubacterium_hallii_61477 XQB-064 961
Eubacterium_hallii_61477 XQB-133 1051
Eubacterium_hallii_61477 XRA-153 1493
Eubacterium_hallii_61477 XRB-059 906
Eubacterium_hallii_61477 XSA-029 955
Eubacterium_hallii_61477 XSA-030 1054
Eubacterium_hallii_61477 XSA-031 1177
Eubacterium_hallii_61477 XSA-032 1191
Eubacterium_hallii_61477 XSA-033 1379
Eubacterium_hallii_61477 XSA-034 1506
Eubacterium_hallii_61477 XSA-035 1077
Eubacterium_hallii_61477 XSA-036 1551
Eubacterium_hallii_61477 XSA-333 932
Eubacterium_hallii_61477 XSB-001 1644
Eubacterium_hallii_61477 XSB-029 1309
Eubacterium_hallii_61477 XSB-036 1650
Eubacterium_hallii_61477 XSB-064 1379
Eubacterium_hallii_61477 XSB-147 1505
Eubacterium_hallii_61477 XTA-001 1380
Eubacterium_hallii_61477 XUA-036 1531
Eubacterium_hallii_61477 XUA-064 1553
Eubacterium_hallii_61477 XUB-001 1108
Eubacterium_hallii_61477 XUB-029 1513
Eubacterium_hallii_61477 XUB-036 1243
Eubacterium_hallii_61477 XUB-064 1424
Eubacterium_hallii_61477 XUB-130 1428
Eubacterium_hallii_61477 XVA-001 1100
Eubacterium_hallii_61477 XVA-029 1045
Eubacterium_hallii_61477 YAA-064 1040
Eubacterium_hallii_61477 YBB-260 812
Eubacterium_hallii_61477 YBC-043 749
Eubacterium_hallii_61477 YBC-435 949
Eubacterium_hallii_61477 YCA-001 662
Eubacterium_hallii_61477 ZCA-323 1524
Eubacterium_hallii_61477 ZDA-065 917
Eubacterium_hallii_61477 ZDA-260 1617
Eubacterium_hallii_61477 ZDB-001 1203
Eubacterium_hallii_61477 ZDB-064 1214
Eubacterium_hallii_61477 ZDB-261 1622
Eubacterium_hallii_61477 ZDB-324 1559
Eubacterium_rectale_56927 XAA-002 587
Eubacterium_rectale_56927 XAA-010 628
Eubacterium_rectale_56927 XAA-014 635
Eubacterium_rectale_56927 XAA-022 616
Eubacterium_rectale_56927 XAA-023 542
Eubacterium_rectale_56927 XAA-026 600
Eubacterium_rectale_56927 XAA-027 617
Eubacterium_rectale_56927 XAA-028 599
Eubacterium_rectale_56927 XAC-002 551
Eubacterium_rectale_56927 XAC-029 563
Eubacterium_rectale_56927 XAC-036 530
Eubacterium_rectale_56927 XAC-064 600
Eubacterium_rectale_56927 XAC-224 570
Eubacterium_rectale_56927 XBA-008 704
Eubacterium_rectale_56927 XBA-029 635
Eubacterium_rectale_56927 XBA-030 638
Eubacterium_rectale_56927 XBA-036 639
Eubacterium_rectale_56927 XBA-039 682
Eubacterium_rectale_56927 XBA-040 672
Eubacterium_rectale_56927 XBA-041 735
Eubacterium_rectale_56927 XBA-042 725
Eubacterium_rectale_56927 XBA-044 763
Eubacterium_rectale_56927 XBA-045 678
Eubacterium_rectale_56927 XBA-046 705
Eubacterium_rectale_56927 XBA-047 700
Eubacterium_rectale_56927 XBA-048 685
Eubacterium_rectale_56927 XBA-049 706
Eubacterium_rectale_56927 XBA-171 675
Eubacterium_rectale_56927 XBA-272 649
Eubacterium_rectale_56927 XBA-351 667
Eubacterium_rectale_56927 XBA-374 675
Eubacterium_rectale_56927 XBA-380 739
Eubacterium_rectale_56927 XBA-388 743
Eubacterium_rectale_56927 XBA-401 715
Eubacterium_rectale_56927 XBA-408 741
Eubacterium_rectale_56927 XBA-415 659
Eubacterium_rectale_56927 XBA-422 756
Eubacterium_rectale_56927 XBA-442 701
Eubacterium_rectale_56927 XBA-455 667
Eubacterium_rectale_56927 XBA-470 686
Eubacterium_rectale_56927 XBA-478 735
Eubacterium_rectale_56927 XBA-482 714
Eubacterium_rectale_56927 XBA-513 682
Eubacterium_rectale_56927 XBA-519 704
Eubacterium_rectale_56927 XBA-550 684
Eubacterium_rectale_56927 XBA-557 690
Eubacterium_rectale_56927 XBA-568 708
Eubacterium_rectale_56927 XBA-577 701
Eubacterium_rectale_56927 XBA-582 692
Eubacterium_rectale_56927 XBA-589 700
Eubacterium_rectale_56927 XBA-597 693
Eubacterium_rectale_56927 XBA-610 712
Eubacterium_rectale_56927 XBA-617 692
Eubacterium_rectale_56927 XBA-625 743
Eubacterium_rectale_56927 XBA-641 744
Eubacterium_rectale_56927 XBA-650 753
Eubacterium_rectale_56927 XBA-653 706
Eubacterium_rectale_56927 XBA-677 667
Eubacterium_rectale_56927 XBA-698 712
Eubacterium_rectale_56927 XBA-705 706
Eubacterium_rectale_56927 XBA-706 700
Eubacterium_rectale_56927 XBA-707 728
Eubacterium_rectale_56927 XBA-709 743
Eubacterium_rectale_56927 XBA-710 711
Eubacterium_rectale_56927 XBA-712 718
Eubacterium_rectale_56927 XBA-713 725
Eubacterium_rectale_56927 XBA-714 728
Eubacterium_rectale_56927 XBA-716 753
Eubacterium_rectale_56927 XBA-718 697
Eubacterium_rectale_56927 XBA-722 717
Eubacterium_rectale_56927 XBA-727 664
Eubacterium_rectale_56927 XBA-734 718
Eubacterium_rectale_56927 XBA-742 719
Eubacterium_rectale_56927 XBA-749 731
Eubacterium_rectale_56927 XBA-754 745
Eubacterium_rectale_56927 XBA-767 752
Eubacterium_rectale_56927 XBA-779 728
Eubacterium_rectale_56927 XBA-787 697
Eubacterium_rectale_56927 XBA-794 698
Eubacterium_rectale_56927 XBA-806 705
Eubacterium_rectale_56927 XBA-813 692
Eubacterium_rectale_56927 XBA-821 689
Eubacterium_rectale_56927 XBA-828 699
Eubacterium_rectale_56927 XBA-835 683
Eubacterium_rectale_56927 XBA-849 715
Eubacterium_rectale_56927 XBA-871 709
Eubacterium_rectale_56927 XBB-001 742
Eubacterium_rectale_56927 XBB-029 789
Eubacterium_rectale_56927 XBB-240 747
Eubacterium_rectale_56927 XBB-274 763
Eubacterium_rectale_56927 XBB-330 711
Eubacterium_rectale_56927 XBB-380 717
Eubacterium_rectale_56927 XBB-430 771
Eubacterium_rectale_56927 XBB-436 770
Eubacterium_rectale_56927 XBB-443 771
Eubacterium_rectale_56927 XBB-456 770
Eubacterium_rectale_56927 XBB-464 682
Eubacterium_rectale_56927 XBB-499 683
Eubacterium_rectale_56927 XBB-541 779
Eubacterium_rectale_56927 XBB-555 698
Eubacterium_rectale_56927 XBB-582 718
Eubacterium_rectale_56927 XBB-641 792
Eubacterium_rectale_56927 XBB-656 722
Eubacterium_rectale_56927 XBB-679 791
Eubacterium_rectale_56927 XBB-737 738
Eubacterium_rectale_56927 XBB-754 723
Eubacterium_rectale_56927 XBB-811 688
Eubacterium_rectale_56927 XBB-856 767
Eubacterium_rectale_56927 XBB-900 734
Eubacterium_rectale_56927 XCA-001 817
Eubacterium_rectale_56927 XCA-022 826
Eubacterium_rectale_56927 XCA-023 843
Eubacterium_rectale_56927 XCA-027 818
Eubacterium_rectale_56927 XCA-036 857
Eubacterium_rectale_56927 XCA-050 859
Eubacterium_rectale_56927 XCA-057 861
Eubacterium_rectale_56927 XCA-064 818
Eubacterium_rectale_56927 XCA-258 820
Eubacterium_rectale_56927 XCA-317 795
Eubacterium_rectale_56927 XCA-409 811
Eubacterium_rectale_56927 XCA-498 763
Eubacterium_rectale_56927 XCA-604 794
Eubacterium_rectale_56927 XCA-805 829
Eubacterium_rectale_56927 XCB-001 553
Eubacterium_rectale_56927 XCB-029 554
Eubacterium_rectale_56927 XCB-036 537
Eubacterium_rectale_56927 XCB-064 543
Eubacterium_rectale_56927 XCB-258 546
Eubacterium_rectale_56927 XCB-310 544
Eubacterium_rectale_56927 XCB-410 548
Eubacterium_rectale_56927 XCB-604 566
Eubacterium_rectale_56927 XCB-695 561
Eubacterium_rectale_56927 XCB-804 569
Eubacterium_rectale_56927 XDA-001 714
Eubacterium_rectale_56927 XDA-008 734
Eubacterium_rectale_56927 XDA-015 749
Eubacterium_rectale_56927 XDA-022 745
Eubacterium_rectale_56927 XDA-023 740
Eubacterium_rectale_56927 XDA-024 745
Eubacterium_rectale_56927 XDA-025 744
Eubacterium_rectale_56927 XDA-026 749
Eubacterium_rectale_56927 XDA-027 746
Eubacterium_rectale_56927 XDA-028 803
Eubacterium_rectale_56927 XDA-029 707
Eubacterium_rectale_56927 XDA-030 729
Eubacterium_rectale_56927 XDA-031 792
Eubacterium_rectale_56927 XDA-032 744
Eubacterium_rectale_56927 XDA-033 745
Eubacterium_rectale_56927 XDA-034 764
Eubacterium_rectale_56927 XDA-035 752
Eubacterium_rectale_56927 XDA-036 741
Eubacterium_rectale_56927 XDA-037 767
Eubacterium_rectale_56927 XDA-038 754
Eubacterium_rectale_56927 XDA-039 771
Eubacterium_rectale_56927 XDA-044 774
Eubacterium_rectale_56927 XDA-057 712
Eubacterium_rectale_56927 XDA-064 744
Eubacterium_rectale_56927 XDA-268 740
Eubacterium_rectale_56927 XDA-330 715
Eubacterium_rectale_56927 XDA-417 592
Eubacterium_rectale_56927 XDA-460 680
Eubacterium_rectale_56927 XDA-513 656
Eubacterium_rectale_56927 XDA-556 718
Eubacterium_rectale_56927 XDA-589 693
Eubacterium_rectale_56927 XDA-706 692
Eubacterium_rectale_56927 XDB-001 372
Eubacterium_rectale_56927 XDB-267 396
Eubacterium_rectale_56927 XDB-330 587
Eubacterium_rectale_56927 XDB-417 365
Eubacterium_rectale_56927 XDB-816 455
Eubacterium_rectale_56927 XEA-001 673
Eubacterium_rectale_56927 XEA-008 722
Eubacterium_rectale_56927 XEA-016 706
Eubacterium_rectale_56927 XEA-023 706
Eubacterium_rectale_56927 XEA-024 692
Eubacterium_rectale_56927 XEA-025 721
Eubacterium_rectale_56927 XEA-026 716
Eubacterium_rectale_56927 XEA-027 743
Eubacterium_rectale_56927 XEA-028 715
Eubacterium_rectale_56927 XEA-029 656
Eubacterium_rectale_56927 XEA-030 709
Eubacterium_rectale_56927 XEA-031 753
Eubacterium_rectale_56927 XEA-038 711
Eubacterium_rectale_56927 XEA-039 646
Eubacterium_rectale_56927 XEA-040 723
Eubacterium_rectale_56927 XEA-043 649
Eubacterium_rectale_56927 XEA-057 758
Eubacterium_rectale_56927 XEA-064 735
Eubacterium_rectale_56927 XEA-302 725
Eubacterium_rectale_56927 XEA-390 702
Eubacterium_rectale_56927 XEB-064 591
Eubacterium_rectale_56927 XFA-001 547
Eubacterium_rectale_56927 XFA-015 540
Eubacterium_rectale_56927 XFA-022 631
Eubacterium_rectale_56927 XFA-024 584
Eubacterium_rectale_56927 XFA-025 585
Eubacterium_rectale_56927 XFA-026 614
Eubacterium_rectale_56927 XFA-027 549
Eubacterium_rectale_56927 XFA-028 567
Eubacterium_rectale_56927 XFA-029 519
