sample1 sample2 value method subject timepoint
XJA-001 XJA-026 0.0687481161470845 jsd XJA 26
XJA-001 XJA-027 0.0413451213612717 jsd XJA 27
XJA-001 XJA-028 0.079643065439219 jsd XJA 28
XJA-001 XJA-029 0.0594575154405757 jsd XJA 29
XJA-001 XJA-030 0.064568379394609 jsd XJA 30
XJA-001 XJA-031 0.104720593765266 jsd XJA 31
XJA-001 XJA-032 0.140242541123328 jsd XJA 32
XJA-001 XJA-033 0.100827296197929 jsd XJA 33
XJA-001 XJA-034 0.12028606237234 jsd XJA 34
XJA-001 XJA-035 0.16301914134446 jsd XJA 35
XJA-001 XJA-036 0.175783755657514 jsd XJA 36
XJA-001 XJA-037 0.126954659391169 jsd XJA 37
XJA-001 XJA-038 0.129884786789188 jsd XJA 38
XJA-001 XJA-039 0.0816190284250043 jsd XJA 39
XJA-001 XJA-040 0.108000118234149 jsd XJA 40
XJA-001 XJA-043 0.200365965997734 jsd XJA 43
XJA-001 XJA-050 0.074127134661184 jsd XJA 50
XJA-001 XJA-057 0.0566647223846978 jsd XJA 57
XJA-001 XJA-064 0.0471643884563883 jsd XJA 64
XJB-001 XJB-029 0.1024740430628 jsd XJB 29
XJB-001 XJB-036 0.021766428400048 jsd XJB 36
XJB-001 XJB-064 0.0816731722801388 jsd XJB 64
XKA-001 XKA-008 0.0265023677958496 jsd XKA 8
XKA-001 XKA-015 0.0587545443594351 jsd XKA 15
XKA-001 XKA-022 0.0392872316563587 jsd XKA 22
XKA-001 XKA-023 0.0397379293694091 jsd XKA 23
XKA-001 XKA-024 0.112036972207088 jsd XKA 24
XKA-001 XKA-025 0.0531141571538126 jsd XKA 25
XKA-001 XKA-026 0.0362076508208687 jsd XKA 26
XKA-001 XKA-028 0.0323558870972829 jsd XKA 28
XKA-001 XKA-029 0.192925892441297 jsd XKA 29
XKA-001 XKA-030 0.41074786747626 jsd XKA 30
XKA-001 XKA-031 0.534240289401524 jsd XKA 31
XKA-001 XKA-032 0.627000063440387 jsd XKA 32
XKA-001 XKA-033 0.418146858701952 jsd XKA 33
XKA-001 XKA-034 0.430921393025821 jsd XKA 34
XKA-001 XKA-035 0.329155445096429 jsd XKA 35
XKA-001 XKA-036 0.321820175927482 jsd XKA 36
XKA-001 XKA-037 0.259960589112454 jsd XKA 37
XKA-001 XKA-038 0.318712247302955 jsd XKA 38
XKA-001 XKA-039 0.159929077217398 jsd XKA 39
XKA-001 XKA-040 0.303821271885258 jsd XKA 40
XKA-001 XKA-043 0.297982115833058 jsd XKA 43
XKA-001 XKA-050 0.287508792161213 jsd XKA 50
XKA-001 XKA-057 0.266632402257796 jsd XKA 57
XKA-001 XKA-064 0.425457627335785 jsd XKA 64
XKA-001 XKA-142 0.427430288437426 jsd XKA 142
XKA-001 XKA-205 0.458617349975447 jsd XKA 205
XKA-001 XKA-289 0.419736218370775 jsd XKA 289
XKA-001 XKA-332 0.462781189475499 jsd XKA 332
XKA-001 XKA-359 0.429732558878651 jsd XKA 359
XKA-001 XKA-386 0.472541669817984 jsd XKA 386
XKA-001 XKA-422 0.438520487099693 jsd XKA 422
XKA-001 XKA-580 0.418341275851251 jsd XKA 580
XKA-001 XKA-694 0.395871035166813 jsd XKA 694
XKB-001 XKB-029 0.0409088471796229 jsd XKB 29
XKB-001 XKB-036 0.0452306432836825 jsd XKB 36
XKB-001 XKB-064 0.0774032576177187 jsd XKB 64
XKB-001 XKB-142 0.0663460422752542 jsd XKB 142
XKB-001 XKB-204 0.133257191116863 jsd XKB 204
XKB-001 XKB-287 0.0814723562201742 jsd XKB 287
XKB-001 XKB-332 0.0754557885528558 jsd XKB 332
XKB-001 XKB-362 0.0802778760273696 jsd XKB 362
XKB-001 XKB-381 0.117974930923037 jsd XKB 381
XKB-001 XKB-399 0.185169833832984 jsd XKB 399
XKB-001 XKB-467 0.0628529308904039 jsd XKB 467
XKB-001 XKB-580 0.0716268633995172 jsd XKB 580
XKB-001 XKB-693 0.0880394147149829 jsd XKB 693
XLA-001 XLA-008 0.101222842157715 jsd XLA 8
XLA-001 XLA-022 0.0687427993540173 jsd XLA 22
XLA-001 XLA-023 0.12827353521006 jsd XLA 23
XLA-001 XLA-024 0.16492394142829 jsd XLA 24
XLA-001 XLA-025 0.0515814804250065 jsd XLA 25
XLA-001 XLA-026 0.0785611545321294 jsd XLA 26
XLA-001 XLA-027 0.137362974842634 jsd XLA 27
XLA-001 XLA-028 0.0711595955807146 jsd XLA 28
XLA-001 XLA-029 0.19216989328613 jsd XLA 29
XLA-001 XLA-030 0.251418409435733 jsd XLA 30
XLA-001 XLA-031 0.132809607833515 jsd XLA 31
XLA-001 XLA-032 0.260679265622502 jsd XLA 32
XLA-001 XLA-033 0.226546699931554 jsd XLA 33
XLA-001 XLA-034 0.237821235004264 jsd XLA 34
XLA-001 XLA-035 0.313764715611801 jsd XLA 35
XLA-001 XLA-036 0.192616623707304 jsd XLA 36
XLA-001 XLA-037 0.118891148027168 jsd XLA 37
XLA-001 XLA-043 0.166934485773378 jsd XLA 43
XLA-001 XLA-050 0.0826700302643398 jsd XLA 50
XLA-001 XLA-057 0.133010312593605 jsd XLA 57
XLA-001 XLA-064 0.101698434722533 jsd XLA 64
XLA-001 XLA-148 0.113970881083136 jsd XLA 148
XLB-001 XLB-029 0.0954211400651285 jsd XLB 29
XLB-001 XLB-036 0.0692530361329483 jsd XLB 36
XLB-001 XLB-064 0.0698456370735081 jsd XLB 64
XLB-001 XLB-172 0.0441587017840847 jsd XLB 172
XLB-001 XLB-294 0.0456053338476679 jsd XLB 294
XMA-001 XMA-008 0.0322739984861148 jsd XMA 8
XMA-001 XMA-015 0.0358081461889888 jsd XMA 15
XMA-001 XMA-022 0.0394712127711545 jsd XMA 22
XMA-001 XMA-023 0.0262118698801156 jsd XMA 23
XMA-001 XMA-024 0.0296301761999469 jsd XMA 24
XMA-001 XMA-025 0.0211868157908057 jsd XMA 25
XMA-001 XMA-026 0.0243499402496715 jsd XMA 26
XMA-001 XMA-027 0.044115476112956 jsd XMA 27
XMA-001 XMA-028 0.0558678031476294 jsd XMA 28
XMA-001 XMA-029 0.0429017709323759 jsd XMA 29
XMA-001 XMA-030 0.150276245446337 jsd XMA 30
XMA-001 XMA-031 0.489789940327243 jsd XMA 31
XMA-001 XMA-032 0.47478672891457 jsd XMA 32
XMA-001 XMA-034 0.342449544230814 jsd XMA 34
XMA-001 XMA-035 0.313323152466765 jsd XMA 35
XMA-001 XMA-036 0.26363351823349 jsd XMA 36
XMA-001 XMA-037 0.189970041548545 jsd XMA 37
XMA-001 XMA-038 0.157447364988647 jsd XMA 38
XMA-001 XMA-039 0.145699686937501 jsd XMA 39
XMA-001 XMA-040 0.145081375162406 jsd XMA 40
XMA-001 XMA-043 0.135184832249359 jsd XMA 43
XMA-001 XMA-050 0.141151108488215 jsd XMA 50
XMA-001 XMA-057 0.141508899475538 jsd XMA 57
XMA-001 XMA-064 0.153812701192415 jsd XMA 64
XMA-001 XMA-116 0.152339898378015 jsd XMA 116
XMA-001 XMA-180 0.139968216415464 jsd XMA 180
XMA-001 XMA-264 0.159618728751798 jsd XMA 264
XMA-001 XMA-359 0.151858004840881 jsd XMA 359
XMB-001 XMB-029 0.113866593824203 jsd XMB 29
XMB-001 XMB-036 0.132704905362393 jsd XMB 36
XMB-001 XMB-064 0.0780236222883932 jsd XMB 64
XMB-001 XMB-116 0.112508108124277 jsd XMB 116
XMB-001 XMB-180 0.0907253818675222 jsd XMB 180
XMB-001 XMB-264 0.0775407293274306 jsd XMB 264
XMB-001 XMB-359 0.149930314700866 jsd XMB 359
XNA-001 XNA-008 0.28822844277572 jsd XNA 8
XNA-001 XNA-015 0.0705013095869405 jsd XNA 15
XNA-001 XNA-022 0.167824591370742 jsd XNA 22
XNA-001 XNA-023 0.0977966368796758 jsd XNA 23
XNA-001 XNA-024 0.146423736829522 jsd XNA 24
XNA-001 XNA-025 0.142684067991384 jsd XNA 25
XNA-001 XNA-026 0.0720927472768837 jsd XNA 26
XNA-001 XNA-027 0.12397343916549 jsd XNA 27
XNA-001 XNA-028 0.104948369431057 jsd XNA 28
XNA-001 XNA-029 0.0933672636477507 jsd XNA 29
XNA-001 XNA-030 0.20167837508919 jsd XNA 30
XNA-001 XNA-031 0.472614708288024 jsd XNA 31
XNA-001 XNA-032 0.426230455506777 jsd XNA 32
XNA-001 XNA-033 0.439076458104485 jsd XNA 33
XNA-001 XNA-034 0.395124469980637 jsd XNA 34
XNA-001 XNA-036 0.3142844229243 jsd XNA 36
XNA-001 XNA-037 0.311769361702029 jsd XNA 37
XNA-001 XNA-038 0.34425601950062 jsd XNA 38
XNA-001 XNA-039 0.222007873244456 jsd XNA 39
XNA-001 XNA-040 0.240960056859412 jsd XNA 40
XNA-001 XNA-043 0.306937865244783 jsd XNA 43
XNA-001 XNA-050 0.216351809915479 jsd XNA 50
XNA-001 XNA-057 0.231534562632823 jsd XNA 57
XNA-001 XNA-064 0.234175874432558 jsd XNA 64
XNB-001 XNB-029 0.116792464399976 jsd XNB 29
XNB-001 XNB-036 0.0289892670833499 jsd XNB 36
XNB-001 XNB-064 0.0298504364448696 jsd XNB 64
XOA-001 XOA-008 0.0298483608141532 jsd XOA 8
XOA-001 XOA-015 0.0480759347551519 jsd XOA 15
XOA-001 XOA-021 0.051334946080368 jsd XOA 21
XOA-001 XOA-022 0.0637542713012803 jsd XOA 22
XOA-001 XOA-023 0.0446882271346787 jsd XOA 23
XOA-001 XOA-024 0.0419173484000691 jsd XOA 24
XOA-001 XOA-025 0.150557362731819 jsd XOA 25
XOA-001 XOA-026 0.0552507513763934 jsd XOA 26
XOA-001 XOA-027 0.0337168223058031 jsd XOA 27
XOA-001 XOA-028 0.0541992361174285 jsd XOA 28
XOA-001 XOA-029 0.0480324477146645 jsd XOA 29
XOA-001 XOA-030 0.50331468481601 jsd XOA 30
XOA-001 XOA-031 0.471059946731491 jsd XOA 31
XOA-001 XOA-032 0.43779800592818 jsd XOA 32
XOA-001 XOA-033 0.410783433609494 jsd XOA 33
XOA-001 XOA-034 0.424127849300189 jsd XOA 34
XOA-001 XOA-035 0.388911829866087 jsd XOA 35
XOA-001 XOA-036 0.100204386113853 jsd XOA 36
XOA-001 XOA-037 0.0663060748775694 jsd XOA 37
XOA-001 XOA-038 0.114122955270232 jsd XOA 38
XOA-001 XOA-039 0.0563316887166736 jsd XOA 39
XOA-001 XOA-043 0.0456286557540061 jsd XOA 43
XOA-001 XOA-050 0.0430292841353659 jsd XOA 50
XOA-001 XOA-057 0.10661782896536 jsd XOA 57
XOA-001 XOA-064 0.0348617351524941 jsd XOA 64
XOA-001 XOA-129 0.0330378277888729 jsd XOA 129
XOA-001 XOA-220 0.0459000013981422 jsd XOA 220
XOA-001 XOA-498 0.0408264064656407 jsd XOA 498
XOB-001 XOB-028 0.0825533653510126 jsd XOB 28
XOB-001 XOB-036 0.0602103446418175 jsd XOB 36
XOB-001 XOB-064 0.106752315335577 jsd XOB 64
XOB-001 XOB-129 0.0677253163821054 jsd XOB 129
XOB-001 XOB-220 0.0656802778922224 jsd XOB 220
XOB-001 XOB-498 0.0611984673106897 jsd XOB 498
XPA-002 XPA-009 0.0244689507652778 jsd XPA 9
XPA-002 XPA-019 0.066938813373584 jsd XPA 19
XPA-002 XPA-023 0.0420101846813734 jsd XPA 23
XPA-002 XPA-029 0.0437702218518014 jsd XPA 29
XPA-002 XPA-030 0.0411022321689898 jsd XPA 30
XPA-002 XPA-031 0.0287479377976307 jsd XPA 31
XPA-002 XPA-032 0.0674723026367802 jsd XPA 32
XPA-002 XPA-035 0.111563429339712 jsd XPA 35
XPA-002 XPA-036 0.0766259915181492 jsd XPA 36
XPA-002 XPA-037 0.129794113257196 jsd XPA 37
XPA-002 XPA-039 0.320167936396308 jsd XPA 39
XPA-002 XPA-043 0.126713276670471 jsd XPA 43
XPA-002 XPA-049 0.203611519005042 jsd XPA 49
XPA-002 XPA-056 0.153056888792957 jsd XPA 56
XPA-002 XPA-072 0.151217715708443 jsd XPA 72
XPA-002 XPA-151 0.174559144150332 jsd XPA 151
XPB-008 XPB-028 0.0536917557597088 jsd XPB 28
XPB-008 XPB-036 0.0467670454954208 jsd XPB 36
XPB-008 XPB-063 0.0723780954557286 jsd XPB 63
XPB-008 XPB-139 0.360777238849317 jsd XPB 139
XQA-001 XQA-009 0.0923357022555784 jsd XQA 9
XQA-001 XQA-015 0.0855312258161382 jsd XQA 15
XQA-001 XQA-022 0.0505005519359743 jsd XQA 22
XQA-001 XQA-024 0.104085739426136 jsd XQA 24
XQA-001 XQA-025 0.108042875181886 jsd XQA 25
XQA-001 XQA-026 0.0760677669323134 jsd XQA 26
XQA-001 XQA-027 0.0975581441651202 jsd XQA 27
XQA-001 XQA-028 0.0804911181546965 jsd XQA 28
XQA-001 XQA-029 0.0830030258120558 jsd XQA 29
XQA-001 XQA-030 0.13391178903705 jsd XQA 30
XQA-001 XQA-031 0.485204975606458 jsd XQA 31
XQA-001 XQA-032 0.387233562708801 jsd XQA 32
XQA-001 XQA-033 0.340906459938759 jsd XQA 33
XQA-001 XQA-034 0.422688997382121 jsd XQA 34
XQA-001 XQA-035 0.449198518663716 jsd XQA 35
XQA-001 XQA-036 0.391170202512406 jsd XQA 36
XQA-001 XQA-037 0.289468086567568 jsd XQA 37
XQA-001 XQA-038 0.22332134304471 jsd XQA 38
XQA-001 XQA-039 0.168648939132201 jsd XQA 39
XQA-001 XQA-040 0.176934263821226 jsd XQA 40
XQA-001 XQA-043 0.152454899393085 jsd XQA 43
XQA-001 XQA-050 0.136930352586439 jsd XQA 50
XQA-001 XQA-057 0.107813230320968 jsd XQA 57
XQA-001 XQA-064 0.111185545199865 jsd XQA 64
XQA-001 XQA-133 0.092578070785498 jsd XQA 133
XQA-001 XQA-244 0.169011829258209 jsd XQA 244
XQA-001 XQA-351 0.158317699540964 jsd XQA 351
XQA-001 XQA-455 0.154332660882747 jsd XQA 455
XQA-001 XQA-532 0.158518110232499 jsd XQA 532
XQA-001 XQA-648 0.202876682193671 jsd XQA 648
XQB-001 XQB-029 0.0861339162605946 jsd XQB 29
XQB-001 XQB-036 0.102471046288029 jsd XQB 36
XQB-001 XQB-064 0.132783840718038 jsd XQB 64
XQB-001 XQB-133 0.0477053516604645 jsd XQB 133
XQB-001 XQB-243 0.0578280053517108 jsd XQB 243
XQB-001 XQB-348 0.105769034469544 jsd XQB 348
XQB-001 XQB-452 0.15657148950464 jsd XQB 452
XQB-001 XQB-531 0.140026031266216 jsd XQB 531
XQB-001 XQB-647 0.12426638331422 jsd XQB 647
XRA-001 XRA-008 0.0716970230572301 jsd XRA 8
XRA-001 XRA-015 0.0204763428770017 jsd XRA 15
XRA-001 XRA-022 0.0358301432021096 jsd XRA 22
XRA-001 XRA-023 0.0654774951216656 jsd XRA 23
XRA-001 XRA-024 0.0377372280830934 jsd XRA 24
XRA-001 XRA-025 0.0290085701566262 jsd XRA 25
XRA-001 XRA-026 0.0389516849968434 jsd XRA 26
XRA-001 XRA-027 0.0831897710056274 jsd XRA 27
XRA-001 XRA-028 0.036594131605797 jsd XRA 28
XRA-001 XRA-029 0.0332312945498418 jsd XRA 29
XRA-001 XRA-030 0.178014360369313 jsd XRA 30
XRA-001 XRA-031 0.25521401683359 jsd XRA 31
XRA-001 XRA-032 0.249207759668029 jsd XRA 32
XRA-001 XRA-033 0.245038429513874 jsd XRA 33
XRA-001 XRA-034 0.232562213643111 jsd XRA 34
XRA-001 XRA-035 0.171223623981231 jsd XRA 35
XRA-001 XRA-036 0.172078350530982 jsd XRA 36
XRA-001 XRA-037 0.129937978452009 jsd XRA 37
XRA-001 XRA-038 0.1195720918444 jsd XRA 38
XRA-001 XRA-039 0.133832028925483 jsd XRA 39
XRA-001 XRA-040 0.104728815785247 jsd XRA 40
XRA-001 XRA-045 0.0983542261720046 jsd XRA 45
XRA-001 XRA-052 0.049196194234073 jsd XRA 52
XRA-001 XRA-059 0.0801422289352704 jsd XRA 59
XRA-001 XRA-064 0.0381804545766521 jsd XRA 64
XRA-001 XRA-153 0.0610756835350963 jsd XRA 153
XRA-001 XRA-310 0.0494152803327237 jsd XRA 310
XRB-002 XRB-029 0.0509917345497238 jsd XRB 29
XRB-002 XRB-036 0.0179818845322028 jsd XRB 36
XRB-002 XRB-059 0.0887725520818087 jsd XRB 59
XRB-002 XRB-153 0.0546529887797061 jsd XRB 153
XRB-002 XRB-305 0.0702750953867028 jsd XRB 305
XRB-002 XRB-347 0.13189429044533 jsd XRB 347
XSA-001 XSA-008 0.0909655325432188 jsd XSA 8
XSA-001 XSA-015 0.093822687948503 jsd XSA 15
XSA-001 XSA-022 0.0936692653088964 jsd XSA 22
XSA-001 XSA-023 0.0831904853327111 jsd XSA 23
XSA-001 XSA-024 0.102781887862372 jsd XSA 24
XSA-001 XSA-025 0.0894983023463405 jsd XSA 25
XSA-001 XSA-026 0.0823303775076874 jsd XSA 26
XSA-001 XSA-027 0.096985241135189 jsd XSA 27
XSA-001 XSA-028 0.0934894591169998 jsd XSA 28
XSA-001 XSA-029 0.0895469504284676 jsd XSA 29
XSA-001 XSA-030 0.216038856114113 jsd XSA 30
XSA-001 XSA-031 0.387103994280213 jsd XSA 31
XSA-001 XSA-032 0.420420732450157 jsd XSA 32
XSA-001 XSA-033 0.411084813984379 jsd XSA 33
XSA-001 XSA-034 0.422210077362399 jsd XSA 34
XSA-001 XSA-035 0.416386710138814 jsd XSA 35
XSA-001 XSA-036 0.392551162446206 jsd XSA 36
XSA-001 XSA-037 0.361117264479803 jsd XSA 37
XSA-001 XSA-038 0.242368981108774 jsd XSA 38
XSA-001 XSA-039 0.234293453055629 jsd XSA 39
XSA-001 XSA-040 0.118910334287701 jsd XSA 40
XSA-001 XSA-043 0.169791669029532 jsd XSA 43
XSA-001 XSA-050 0.0775609912518317 jsd XSA 50
XSA-001 XSA-057 0.107788892511785 jsd XSA 57
XSA-001 XSA-064 0.032888123433042 jsd XSA 64
XSA-001 XSA-239 0.0510760875251079 jsd XSA 239
XSA-001 XSA-333 0.0885165459562327 jsd XSA 333
XSA-001 XSA-428 0.0634006057214391 jsd XSA 428
XSA-001 XSA-534 0.0635254408573661 jsd XSA 534
XSB-001 XSB-029 0.15375252139326 jsd XSB 29
XSB-001 XSB-036 0.0268314137812829 jsd XSB 36
XSB-001 XSB-064 0.146825215104998 jsd XSB 64
XSB-001 XSB-147 0.0348863194184838 jsd XSB 147
XSB-001 XSB-240 0.121430427340651 jsd XSB 240
XSB-001 XSB-333 0.178769143882112 jsd XSB 333
XSB-001 XSB-428 0.0948673408827504 jsd XSB 428
XSB-001 XSB-533 0.051169596620702 jsd XSB 533
XTA-001 XTA-008 0.0611663214293405 jsd XTA 8
XTA-001 XTA-016 0.0856584145032052 jsd XTA 16
XTA-001 XTA-022 0.0675033231132696 jsd XTA 22
XTA-001 XTA-023 0.0435007058553778 jsd XTA 23
XTA-001 XTA-024 0.137527953597195 jsd XTA 24
XTA-001 XTA-026 0.0500356614068441 jsd XTA 26
XTA-001 XTA-027 0.060849723913594 jsd XTA 27
XTA-001 XTA-028 0.0452341079052661 jsd XTA 28
XTA-001 XTA-029 0.0530078600887744 jsd XTA 29
XTA-001 XTA-030 0.0571629959309902 jsd XTA 30
XTA-001 XTA-031 0.0795831594922947 jsd XTA 31
XTA-001 XTA-032 0.290565312165698 jsd XTA 32
XTA-001 XTA-033 0.494107567961288 jsd XTA 33
XTA-001 XTA-034 0.510295896899388 jsd XTA 34
XTA-001 XTA-035 0.496901050740383 jsd XTA 35
XTA-001 XTA-036 0.497256924354762 jsd XTA 36
XTA-001 XTA-037 0.435883636333745 jsd XTA 37
XTA-001 XTA-038 0.39303735869818 jsd XTA 38
XTA-001 XTA-039 0.334037886806408 jsd XTA 39
XTA-001 XTA-040 0.331039925852469 jsd XTA 40
XTA-001 XTA-041 0.311616713122591 jsd XTA 41
XTA-001 XTA-042 0.292192416938845 jsd XTA 42
XTA-001 XTA-043 0.284814241214117 jsd XTA 43
XTA-001 XTA-050 0.313072485598982 jsd XTA 50
XTA-001 XTA-057 0.338142875562723 jsd XTA 57
XTA-001 XTA-064 0.288811331749177 jsd XTA 64
XTB-001 XTB-028 0.047656788923673 jsd XTB 28
XTB-001 XTB-038 0.052789742641544 jsd XTB 38
XTB-001 XTB-065 0.0455048389334222 jsd XTB 65
XUA-001 XUA-008 0.0286205321057652 jsd XUA 8
XUA-001 XUA-015 0.0579521271582045 jsd XUA 15
XUA-001 XUA-022 0.0479215717056948 jsd XUA 22
XUA-001 XUA-029 0.102292166283354 jsd XUA 29
XUA-001 XUA-030 0.091105843692449 jsd XUA 30
XUA-001 XUA-031 0.444251569645588 jsd XUA 31
XUA-001 XUA-032 0.47200875989386 jsd XUA 32
XUA-001 XUA-033 0.436710818867031 jsd XUA 33
XUA-001 XUA-034 0.358451456158311 jsd XUA 34
XUA-001 XUA-035 0.311639325503551 jsd XUA 35
XUA-001 XUA-036 0.26815944107039 jsd XUA 36
XUA-001 XUA-037 0.226965994671304 jsd XUA 37
XUA-001 XUA-038 0.194581142231747 jsd XUA 38
XUA-001 XUA-039 0.170716633373078 jsd XUA 39
XUA-001 XUA-040 0.158670278283605 jsd XUA 40
XUA-001 XUA-043 0.169803479627742 jsd XUA 43
XUA-001 XUA-050 0.152947801221569 jsd XUA 50
XUA-001 XUA-057 0.142297104334671 jsd XUA 57
XUA-001 XUA-064 0.132671038790572 jsd XUA 64
XUA-001 XUA-129 0.0992940299494012 jsd XUA 129
XUA-001 XUA-221 0.12715190996889 jsd XUA 221
XUA-001 XUA-318 0.115685722355647 jsd XUA 318
XUA-001 XUA-397 0.160214634457618 jsd XUA 397
XUA-001 XUA-507 0.136552990049806 jsd XUA 507
XUA-001 XUA-623 0.204828382944382 jsd XUA 623
XUB-001 XUB-029 0.0621412412057508 jsd XUB 29
XUB-001 XUB-036 0.038427211371924 jsd XUB 36
XUB-001 XUB-064 0.0821119007932198 jsd XUB 64
XUB-001 XUB-130 0.172358870559589 jsd XUB 130
XUB-001 XUB-221 0.0431343739301733 jsd XUB 221
XUB-001 XUB-319 0.0955405310541689 jsd XUB 319
XUB-001 XUB-398 0.0696454813563706 jsd XUB 398
XVA-001 XVA-009 0.152312334191767 jsd XVA 9
XVA-001 XVA-015 0.0562293327957399 jsd XVA 15
XVA-001 XVA-022 0.0665785912350148 jsd XVA 22
XVA-001 XVA-023 0.0827339191938009 jsd XVA 23
XVA-001 XVA-024 0.06482195273098 jsd XVA 24
XVA-001 XVA-027 0.100098881594431 jsd XVA 27
XVA-001 XVA-029 0.0766618741389099 jsd XVA 29
XVA-001 XVA-030 0.0791977854770592 jsd XVA 30
XVA-001 XVA-031 0.0715570765487161 jsd XVA 31
XVA-001 XVA-032 0.0618429725389329 jsd XVA 32
XVA-001 XVA-033 0.0577872134858849 jsd XVA 33
XVA-001 XVA-034 0.208273694426403 jsd XVA 34
XVA-001 XVA-035 0.191830838440934 jsd XVA 35
XVA-001 XVA-036 0.172758412199526 jsd XVA 36
XVA-001 XVA-037 0.213460890609774 jsd XVA 37
XVA-001 XVA-038 0.20282327932771 jsd XVA 38
XVA-001 XVA-039 0.2037965626169 jsd XVA 39
XVA-001 XVA-040 0.188313135448479 jsd XVA 40
XVA-001 XVA-041 0.167100968355986 jsd XVA 41
XVA-001 XVA-043 0.151603075727395 jsd XVA 43
XVA-001 XVA-050 0.113446375240088 jsd XVA 50
XVA-001 XVA-057 0.125259764335281 jsd XVA 57
XVA-001 XVA-064 0.0972442578733333 jsd XVA 64
XVA-001 XVA-129 0.093401667008009 jsd XVA 129
XVA-001 XVA-216 0.0941937447535135 jsd XVA 216
XVA-001 XVA-309 0.0810687221410088 jsd XVA 309
XVA-001 XVA-398 0.123765701224645 jsd XVA 398
XVA-001 XVA-617 0.0968401151579814 jsd XVA 617
XVB-001 XVB-027 0.0599226615226775 jsd XVB 27
XVB-001 XVB-036 0.0177339527370544 jsd XVB 36
XVB-001 XVB-064 0.047865139909772 jsd XVB 64
XVB-001 XVB-129 0.0363789377887564 jsd XVB 129
XVB-001 XVB-217 0.0832906687520568 jsd XVB 217
XVB-001 XVB-310 0.0726558394590305 jsd XVB 310
XVB-001 XVB-399 0.0722236612090244 jsd XVB 399
YAA-001 YAA-064 0.070446369341898 jsd YAA 64
YAB-001 YAB-064 0.315131751965116 jsd YAB 64
YAC-001 YAC-064 0.137977474932716 jsd YAC 64
YAD-001 YAD-064 0.101514996692465 jsd YAD 64
YBA-004 YBA-043 0.0939832637003042 jsd YBA 43
YBA-004 YBA-260 0.113624698490647 jsd YBA 260
YBA-004 YBA-360 0.112808909536004 jsd YBA 360
YBA-004 YBA-435 0.115755604592836 jsd YBA 435
YBA-004 YBA-522 0.108171412921692 jsd YBA 522
YBB-029 YBB-050 0.0250848518035131 jsd YBB 50
YBB-029 YBB-260 0.106086233671346 jsd YBB 260
YBB-029 YBB-360 0.106674750847871 jsd YBB 360
YBB-029 YBB-435 0.125616813735194 jsd YBB 435
YBC-001 YBC-043 0.110516442270832 jsd YBC 43
YBC-001 YBC-260 0.0785474859314166 jsd YBC 260
YBC-001 YBC-360 0.107571312674321 jsd YBC 360
YBC-001 YBC-435 0.116430581375604 jsd YBC 435
YCA-001 YCA-064 0.430144977500687 jsd YCA 64
YCB-001 YCB-064 0.178293673726607 jsd YCB 64
YEB-001 YEB-002 0.0353862824517165 jsd YEB 2
YFA-002 YFA-064 0.158112842776092 jsd YFA 64
ZAA-002 ZAA-066 0.0714031420331304 jsd ZAA 66
ZAA-002 ZAA-263 0.0833148015319665 jsd ZAA 263
ZAA-002 ZAA-326 0.109939589930231 jsd ZAA 326
ZAA-002 ZAA-415 0.0998197920903687 jsd ZAA 415
ZAA-002 ZAA-504 0.110204317156428 jsd ZAA 504
ZAA-002 ZAA-600 0.112966058647881 jsd ZAA 600
ZAA-002 ZAA-706 0.182015649427634 jsd ZAA 706
ZAA-002 ZAA-817 0.101028393745449 jsd ZAA 817
ZAB-002 ZAB-064 0.0315168473376192 jsd ZAB 64
ZAB-002 ZAB-256 0.0589397548651522 jsd ZAB 256
ZAB-002 ZAB-326 0.201646252251287 jsd ZAB 326
ZAB-002 ZAB-411 0.235407759209493 jsd ZAB 411
ZAB-002 ZAB-504 0.305264038669903 jsd ZAB 504
ZAB-002 ZAB-600 0.2477747035303 jsd ZAB 600
ZAB-002 ZAB-702 0.28776429188774 jsd ZAB 702
ZAB-002 ZAB-813 0.318201122007809 jsd ZAB 813
ZAC-263 ZAC-326 0.0289761047099378 jsd ZAC 326
ZAC-263 ZAC-411 0.0341037909558238 jsd ZAC 411
ZAC-263 ZAC-504 0.0447430074748108 jsd ZAC 504
ZAC-263 ZAC-602 0.040665698907609 jsd ZAC 602
ZAC-263 ZAC-709 0.0483638246241916 jsd ZAC 709
ZAC-263 ZAC-813 0.0398509116044068 jsd ZAC 813
ZCA-001 ZCA-064 0.0609361283018176 jsd ZCA 64
ZCA-001 ZCA-260 0.0793754468397306 jsd ZCA 260
ZCA-001 ZCA-323 0.0936107865900679 jsd ZCA 323
ZCA-001 ZCA-408 0.12504987614972 jsd ZCA 408
ZCA-001 ZCA-505 0.0974519764074094 jsd ZCA 505
ZCA-001 ZCA-597 0.11275142111876 jsd ZCA 597
ZCB-001 ZCB-064 0.0585890313898519 jsd ZCB 64
ZCB-001 ZCB-261 0.108525604125943 jsd ZCB 261
ZCB-001 ZCB-323 0.11321200553906 jsd ZCB 323
ZCB-001 ZCB-408 0.15020397117535 jsd ZCB 408
ZCB-001 ZCB-505 0.158009067367065 jsd ZCB 505
ZCB-001 ZCB-597 0.163568836244171 jsd ZCB 597
ZDA-001 ZDA-065 0.0313544409725233 jsd ZDA 65
