species_id subject1 strainSharedAnyTimepoint strainSharedPreAbx strainSharedPostAbx strainSharedMain strainSharedFollowup strainSharedPostAbxFollowup
Bacteroides_nordii_55557 XVB TRUE NA TRUE TRUE NA TRUE
Bacteroides_ovatus_58035 XBA TRUE TRUE NA TRUE TRUE TRUE
Bacteroides_ovatus_58035 XBB TRUE TRUE NA TRUE TRUE TRUE
Bacteroides_ovatus_58035 XCA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XCB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XDA TRUE FALSE FALSE FALSE FALSE TRUE
Bacteroides_ovatus_58035 XDB TRUE FALSE FALSE FALSE FALSE TRUE
Bacteroides_ovatus_58035 XEA FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XEB FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XGA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XGB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XGC TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XIA TRUE NA FALSE FALSE TRUE TRUE
Bacteroides_ovatus_58035 XIB TRUE NA FALSE FALSE TRUE TRUE
Bacteroides_ovatus_58035 XIC FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XKA TRUE NA TRUE TRUE NA TRUE
Bacteroides_ovatus_58035 XKB TRUE NA TRUE TRUE NA TRUE
Bacteroides_ovatus_58035 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_ovatus_58035 XNA TRUE FALSE TRUE TRUE NA TRUE
Bacteroides_ovatus_58035 XNB TRUE FALSE TRUE TRUE NA TRUE
Bacteroides_ovatus_58035 XOA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XOB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XQA TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_ovatus_58035 XQB TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_ovatus_58035 XRA TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_ovatus_58035 XRB TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_ovatus_58035 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 XVA TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_ovatus_58035 XVB TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_ovatus_58035 YBB FALSE FALSE NA FALSE FALSE FALSE
Bacteroides_ovatus_58035 YBC FALSE FALSE NA FALSE FALSE FALSE
Bacteroides_ovatus_58035 YCA TRUE TRUE NA TRUE NA NA
Bacteroides_ovatus_58035 YCB TRUE TRUE NA TRUE NA NA
Bacteroides_ovatus_58035 YFA FALSE NA NA FALSE NA NA
Bacteroides_ovatus_58035 YFC FALSE NA NA FALSE NA NA
Bacteroides_ovatus_58035 ZAA FALSE NA FALSE FALSE NA FALSE
Bacteroides_ovatus_58035 ZAB TRUE NA FALSE FALSE NA TRUE
Bacteroides_ovatus_58035 ZAC TRUE NA NA NA NA TRUE
Bacteroides_ovatus_58035 ZCA FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 ZCB FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_ovatus_58035 ZEA TRUE TRUE FALSE TRUE NA FALSE
Bacteroides_ovatus_58035 ZEC TRUE TRUE FALSE TRUE NA FALSE
Bacteroides_plebeius_61623 XIA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_plebeius_61623 XIB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_plebeius_61623 XIC TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_salyersiae_54873 XAA FALSE NA NA NA NA FALSE
Bacteroides_salyersiae_54873 XAC FALSE NA NA NA NA FALSE
Bacteroides_stercoris_56735 XCA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_stercoris_56735 XCB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_stercoris_56735 XHA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_stercoris_56735 XHC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_stercoris_56735 XIA TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_stercoris_56735 XIB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_stercoris_56735 XIC TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_stercoris_56735 XKA TRUE NA TRUE TRUE TRUE TRUE
Bacteroides_stercoris_56735 XKB TRUE NA TRUE TRUE TRUE TRUE
Bacteroides_stercoris_56735 XMA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_stercoris_56735 XMB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_stercoris_56735 XNA TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_stercoris_56735 XNB TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_stercoris_56735 XQA TRUE TRUE TRUE TRUE FALSE TRUE
Bacteroides_stercoris_56735 XQB TRUE TRUE TRUE TRUE FALSE TRUE
Bacteroides_stercoris_56735 XUA TRUE NA NA NA TRUE TRUE
Bacteroides_stercoris_56735 XUB TRUE NA NA NA TRUE TRUE
Bacteroides_stercoris_56735 YBA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_stercoris_56735 YBB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_stercoris_56735 YEA FALSE FALSE NA FALSE NA NA
Bacteroides_stercoris_56735 YEC FALSE FALSE NA FALSE NA NA
Bacteroides_stercoris_56735 ZAA FALSE NA NA NA FALSE FALSE
Bacteroides_stercoris_56735 ZAC FALSE NA NA NA FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XDA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XDB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XFA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XFB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XGA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XGB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XGC FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XHA TRUE FALSE TRUE TRUE NA TRUE
Bacteroides_thetaiotaomicron_56941 XHB TRUE NA TRUE TRUE NA TRUE
Bacteroides_thetaiotaomicron_56941 XHC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XIA FALSE NA NA NA NA NA
Bacteroides_thetaiotaomicron_56941 XIB FALSE NA NA NA NA NA
Bacteroides_thetaiotaomicron_56941 XKA FALSE NA NA NA FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XKB FALSE NA NA NA FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XMA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XMB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XNA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XNB FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XOA FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XOB FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XPA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XPB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XQA FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XQB FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 XRA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XRB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 YCA TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_thetaiotaomicron_56941 YCB TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_thetaiotaomicron_56941 YEB FALSE FALSE NA FALSE NA NA
Bacteroides_thetaiotaomicron_56941 YEC FALSE FALSE NA FALSE NA NA
Bacteroides_thetaiotaomicron_56941 ZAA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 ZAB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_thetaiotaomicron_56941 ZAC FALSE NA NA NA FALSE FALSE
Bacteroides_thetaiotaomicron_56941 ZCA FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 ZCB FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 ZEA FALSE NA FALSE FALSE NA FALSE
Bacteroides_thetaiotaomicron_56941 ZEC FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XAA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XAC FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XAD FALSE FALSE NA FALSE NA NA
Bacteroides_uniformis_57318 XBA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XBB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XCA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XCB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XDA TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_uniformis_57318 XDB TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_uniformis_57318 XEA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XEB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XFA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XFB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XGA TRUE NA FALSE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XGB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XGC TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XHA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XHB FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XHC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XIA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XIB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XIC TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_uniformis_57318 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 XMA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XMB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XOA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XOB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XPA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XPB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XQA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XQB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XRA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XRB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XTA FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XTB FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 YAB FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 YAC FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 YAD FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 YBA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 YBB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 YBC TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 YEB FALSE FALSE NA FALSE NA NA
Bacteroides_uniformis_57318 YEC FALSE FALSE NA FALSE NA NA
Bacteroides_uniformis_57318 YFA FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 YFC FALSE NA FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 ZAA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 ZAB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 ZCA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 ZCB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_uniformis_57318 ZDA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 ZDB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_uniformis_57318 ZEA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 ZEB FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_uniformis_57318 ZEC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XAA FALSE FALSE NA FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XAC FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XAD FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XBA TRUE TRUE NA TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XBB TRUE TRUE NA TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XCA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XCB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XDA TRUE FALSE NA FALSE TRUE TRUE
Bacteroides_vulgatus_57955 XDB TRUE FALSE NA FALSE TRUE TRUE
Bacteroides_vulgatus_57955 XEA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XEB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XFA TRUE FALSE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XFB TRUE FALSE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XGA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XGB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XGC TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XHA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XHB TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_vulgatus_57955 XHC TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_vulgatus_57955 XIA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XIB TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_vulgatus_57955 XIC TRUE FALSE FALSE FALSE TRUE TRUE
Bacteroides_vulgatus_57955 XJA FALSE NA FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XJB FALSE NA FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XKA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XKB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XLA TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_vulgatus_57955 XLB TRUE FALSE TRUE TRUE FALSE TRUE
Bacteroides_vulgatus_57955 XMA FALSE FALSE NA FALSE NA NA
Bacteroides_vulgatus_57955 XMB FALSE FALSE NA FALSE NA NA
Bacteroides_vulgatus_57955 XNA TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_vulgatus_57955 XNB TRUE TRUE TRUE TRUE NA TRUE
Bacteroides_vulgatus_57955 XOA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XOB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XQA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XQB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XRA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XRB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XSA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XSB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XTA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XTB FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 XVA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 XVB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 YAB TRUE FALSE FALSE TRUE NA FALSE
Bacteroides_vulgatus_57955 YAC TRUE NA FALSE TRUE NA FALSE
Bacteroides_vulgatus_57955 YAD FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 YBA TRUE FALSE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 YBB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 YBC TRUE FALSE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 YEA FALSE FALSE NA FALSE NA NA
Bacteroides_vulgatus_57955 YEB FALSE FALSE NA FALSE NA NA
Bacteroides_vulgatus_57955 YEC FALSE FALSE NA FALSE NA NA
Bacteroides_vulgatus_57955 YFA FALSE NA FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 YFC FALSE NA FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 ZAA TRUE FALSE NA FALSE TRUE TRUE
Bacteroides_vulgatus_57955 ZAB TRUE FALSE NA FALSE TRUE TRUE
Bacteroides_vulgatus_57955 ZAC FALSE NA NA NA FALSE FALSE
Bacteroides_vulgatus_57955 ZCA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 ZCB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_vulgatus_57955 ZDA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 ZDB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_vulgatus_57955 ZEA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 ZEB FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_vulgatus_57955 ZEC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_xylanisolvens_57185 XBA TRUE TRUE NA TRUE NA NA
Bacteroides_xylanisolvens_57185 XBB TRUE TRUE NA TRUE NA NA
Bacteroides_xylanisolvens_57185 XCA FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XCB FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XDA FALSE FALSE NA FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XDB FALSE FALSE NA FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XEA FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XEB FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XFA TRUE FALSE NA FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XFB TRUE FALSE NA FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XGB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XGC FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 XHA FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_xylanisolvens_57185 XHB FALSE NA FALSE FALSE NA FALSE
Bacteroides_xylanisolvens_57185 XHC FALSE FALSE FALSE FALSE NA FALSE
Bacteroides_xylanisolvens_57185 XIA FALSE NA FALSE FALSE NA FALSE
Bacteroides_xylanisolvens_57185 XIB TRUE NA NA NA NA TRUE
Bacteroides_xylanisolvens_57185 XIC TRUE NA FALSE FALSE NA TRUE
Bacteroides_xylanisolvens_57185 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_xylanisolvens_57185 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Bacteroides_xylanisolvens_57185 XOA FALSE NA NA FALSE NA NA
Bacteroides_xylanisolvens_57185 XOB FALSE NA NA FALSE NA NA
Bacteroides_xylanisolvens_57185 XUA TRUE FALSE FALSE TRUE FALSE TRUE
Bacteroides_xylanisolvens_57185 XUB TRUE FALSE FALSE TRUE FALSE TRUE
Bacteroides_xylanisolvens_57185 YBA FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 YBB FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 YBC FALSE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 ZAA FALSE NA FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 ZAB TRUE NA FALSE FALSE TRUE TRUE
Bacteroides_xylanisolvens_57185 ZAC TRUE NA NA NA TRUE TRUE
Bacteroides_xylanisolvens_57185 ZDA TRUE FALSE FALSE FALSE FALSE FALSE
Bacteroides_xylanisolvens_57185 ZDB TRUE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 XEA FALSE FALSE NA FALSE NA NA
Barnesiella_intestinihominis_62208 XEB FALSE FALSE NA FALSE NA NA
Barnesiella_intestinihominis_62208 XFA FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 XFB FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 XIA TRUE TRUE NA TRUE NA NA
Barnesiella_intestinihominis_62208 XIB TRUE TRUE FALSE TRUE FALSE FALSE
Barnesiella_intestinihominis_62208 XIC FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Barnesiella_intestinihominis_62208 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Barnesiella_intestinihominis_62208 XPA FALSE FALSE FALSE FALSE NA FALSE
Barnesiella_intestinihominis_62208 XPB FALSE FALSE FALSE FALSE NA FALSE
Barnesiella_intestinihominis_62208 XUA TRUE TRUE TRUE TRUE TRUE TRUE
Barnesiella_intestinihominis_62208 XUB TRUE TRUE TRUE TRUE TRUE TRUE
Barnesiella_intestinihominis_62208 YAB TRUE TRUE TRUE TRUE NA TRUE
Barnesiella_intestinihominis_62208 YAC TRUE TRUE TRUE TRUE NA TRUE
Barnesiella_intestinihominis_62208 YBA FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 YBB FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 ZAA FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 ZAB FALSE FALSE FALSE FALSE FALSE FALSE
Barnesiella_intestinihominis_62208 ZCA TRUE TRUE TRUE TRUE TRUE TRUE
Barnesiella_intestinihominis_62208 ZCB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 XIA TRUE TRUE TRUE TRUE NA TRUE
Bifidobacterium_adolescentis_56815 XIB TRUE TRUE TRUE TRUE FALSE TRUE
Bifidobacterium_adolescentis_56815 XIC FALSE FALSE NA FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XJA TRUE NA TRUE TRUE NA TRUE
Bifidobacterium_adolescentis_56815 XJB TRUE NA TRUE TRUE NA TRUE
Bifidobacterium_adolescentis_56815 XKA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 XKB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 XNA FALSE FALSE FALSE FALSE NA FALSE
Bifidobacterium_adolescentis_56815 XNB FALSE FALSE FALSE FALSE NA FALSE
Bifidobacterium_adolescentis_56815 XOA FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XOB FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XQA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 XQB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 XSA FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XSB FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_adolescentis_56815 YAA FALSE NA FALSE FALSE NA FALSE
Bifidobacterium_adolescentis_56815 YAB FALSE FALSE FALSE FALSE NA FALSE
Bifidobacterium_adolescentis_56815 YAC TRUE TRUE FALSE TRUE NA FALSE
Bifidobacterium_adolescentis_56815 YAD TRUE TRUE NA TRUE NA NA
Bifidobacterium_adolescentis_56815 YEA FALSE FALSE NA FALSE NA NA
Bifidobacterium_adolescentis_56815 YEB FALSE FALSE NA FALSE NA NA
Bifidobacterium_adolescentis_56815 YFA TRUE NA TRUE TRUE NA TRUE
Bifidobacterium_adolescentis_56815 YFC TRUE NA TRUE TRUE NA TRUE
Bifidobacterium_adolescentis_56815 ZAA FALSE NA NA NA FALSE FALSE
Bifidobacterium_adolescentis_56815 ZAC FALSE NA NA NA FALSE FALSE
Bifidobacterium_adolescentis_56815 ZCA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 ZCB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_adolescentis_56815 ZDA TRUE FALSE FALSE FALSE TRUE TRUE
Bifidobacterium_adolescentis_56815 ZDB TRUE FALSE FALSE FALSE TRUE TRUE
Bifidobacterium_bifidum_55065 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_bifidum_55065 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_bifidum_55065 XSA FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_bifidum_55065 XSB FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_bifidum_55065 ZCA TRUE NA TRUE TRUE TRUE TRUE
