species_id sample1 strainSharedAnyTimepoint
Bifidobacterium_longum_57796 XPA-029 FALSE
Bifidobacterium_longum_57796 XPA-030 FALSE
Bifidobacterium_longum_57796 XPA-031 FALSE
Bifidobacterium_longum_57796 XPA-032 FALSE
Bifidobacterium_longum_57796 XPA-035 FALSE
Bifidobacterium_longum_57796 XPA-036 FALSE
Bifidobacterium_longum_57796 XPA-037 FALSE
Bifidobacterium_longum_57796 XPA-049 FALSE
Bifidobacterium_longum_57796 XPA-072 FALSE
Bifidobacterium_longum_57796 XPA-151 FALSE
Bifidobacterium_longum_57796 XPB-008 FALSE
Bifidobacterium_longum_57796 XPB-028 FALSE
Bifidobacterium_longum_57796 XQA-001 FALSE
Bifidobacterium_longum_57796 XQA-015 FALSE
Bifidobacterium_longum_57796 XQA-022 FALSE
Bifidobacterium_longum_57796 XQA-029 FALSE
Bifidobacterium_longum_57796 XQA-030 FALSE
Bifidobacterium_longum_57796 XQA-038 TRUE
Bifidobacterium_longum_57796 XQA-043 FALSE
Bifidobacterium_longum_57796 XQA-064 FALSE
Bifidobacterium_longum_57796 XQA-133 FALSE
Bifidobacterium_longum_57796 XQA-244 FALSE
Bifidobacterium_longum_57796 XQA-455 FALSE
Bifidobacterium_longum_57796 XQA-532 FALSE
Bifidobacterium_longum_57796 XQA-648 FALSE
Bifidobacterium_longum_57796 XQB-001 TRUE
Bifidobacterium_longum_57796 XQB-029 TRUE
Bifidobacterium_longum_57796 XQB-064 TRUE
Bifidobacterium_longum_57796 XQB-243 TRUE
Bifidobacterium_longum_57796 XQB-348 TRUE
Bifidobacterium_longum_57796 XSA-001 TRUE
Bifidobacterium_longum_57796 XSA-008 TRUE
Bifidobacterium_longum_57796 XSA-015 TRUE
Bifidobacterium_longum_57796 XSA-022 TRUE
Bifidobacterium_longum_57796 XSA-023 TRUE
Bifidobacterium_longum_57796 XSA-024 TRUE
Bifidobacterium_longum_57796 XSA-025 TRUE
Bifidobacterium_longum_57796 XSA-026 TRUE
Bifidobacterium_longum_57796 XSA-027 TRUE
Bifidobacterium_longum_57796 XSA-028 TRUE
Bifidobacterium_longum_57796 XSA-029 TRUE
Bifidobacterium_longum_57796 XSA-030 TRUE
Bifidobacterium_longum_57796 XSA-039 TRUE
Bifidobacterium_longum_57796 XSA-040 TRUE
Bifidobacterium_longum_57796 XSA-043 TRUE
Bifidobacterium_longum_57796 XSA-050 TRUE
Bifidobacterium_longum_57796 XSA-057 TRUE
Bifidobacterium_longum_57796 XSA-064 TRUE
Bifidobacterium_longum_57796 XSA-239 TRUE
Bifidobacterium_longum_57796 XSA-333 TRUE
Bifidobacterium_longum_57796 XSA-534 TRUE
Bifidobacterium_longum_57796 XSB-001 TRUE
Bifidobacterium_longum_57796 XSB-029 TRUE
Bifidobacterium_longum_57796 XSB-036 TRUE
Bifidobacterium_longum_57796 XSB-064 TRUE
Bifidobacterium_longum_57796 XSB-147 TRUE
Bifidobacterium_longum_57796 XSB-240 TRUE
Bifidobacterium_longum_57796 XSB-428 TRUE
Bifidobacterium_longum_57796 XSB-533 TRUE
Bifidobacterium_longum_57796 XUA-001 TRUE
Bifidobacterium_longum_57796 XUA-029 TRUE
Bifidobacterium_longum_57796 XUA-031 TRUE
Bifidobacterium_longum_57796 XUA-032 TRUE
Bifidobacterium_longum_57796 XUA-033 FALSE
Bifidobacterium_longum_57796 XUA-034 TRUE
Bifidobacterium_longum_57796 XUA-036 TRUE
Bifidobacterium_longum_57796 XUA-039 TRUE
Bifidobacterium_longum_57796 XUA-040 FALSE
Bifidobacterium_longum_57796 XUA-043 FALSE
Bifidobacterium_longum_57796 XUA-064 TRUE
Bifidobacterium_longum_57796 XUA-129 TRUE
Bifidobacterium_longum_57796 XUA-221 FALSE
Bifidobacterium_longum_57796 XUB-001 FALSE
Bifidobacterium_longum_57796 XUB-029 FALSE
Bifidobacterium_longum_57796 XUB-036 FALSE
Bifidobacterium_longum_57796 XUB-064 TRUE
Bifidobacterium_longum_57796 XUB-130 TRUE
Bifidobacterium_longum_57796 XUB-221 FALSE
Bifidobacterium_longum_57796 XUB-319 TRUE
Bifidobacterium_longum_57796 XVA-001 FALSE
Bifidobacterium_longum_57796 XVA-064 FALSE
Bifidobacterium_longum_57796 XVA-129 FALSE
Bifidobacterium_longum_57796 XVA-216 FALSE
Bifidobacterium_longum_57796 XVA-617 FALSE
Bifidobacterium_longum_57796 XVB-001 FALSE
Bifidobacterium_longum_57796 XVB-027 FALSE
Bifidobacterium_longum_57796 XVB-036 FALSE
Bifidobacterium_longum_57796 XVB-064 FALSE
Bifidobacterium_longum_57796 XVB-129 FALSE
Bifidobacterium_longum_57796 XVB-399 FALSE
Bifidobacterium_longum_57796 YAA-001 FALSE
Bifidobacterium_longum_57796 YAA-064 TRUE
Bifidobacterium_longum_57796 YAB-001 FALSE
Bifidobacterium_longum_57796 YAC-001 TRUE
Bifidobacterium_longum_57796 YAC-064 TRUE
Bifidobacterium_longum_57796 YBA-043 FALSE
Bifidobacterium_longum_57796 YBA-360 FALSE
Bifidobacterium_longum_57796 YBA-522 FALSE
Bifidobacterium_longum_57796 YBB-029 FALSE
Bifidobacterium_longum_57796 YBB-050 FALSE
Bifidobacterium_longum_57796 YBB-260 FALSE
Bifidobacterium_longum_57796 YBB-360 FALSE
Bifidobacterium_longum_57796 YBB-435 FALSE
Bifidobacterium_longum_57796 YCA-001 TRUE
Bifidobacterium_longum_57796 YCB-001 TRUE
Bifidobacterium_longum_57796 YCB-064 TRUE
Bifidobacterium_longum_57796 YEA-004 FALSE
Bifidobacterium_longum_57796 YEB-001 FALSE
Bifidobacterium_longum_57796 YEB-002 FALSE
Bifidobacterium_longum_57796 ZAA-002 TRUE
Bifidobacterium_longum_57796 ZAA-066 TRUE
Bifidobacterium_longum_57796 ZAB-411 TRUE
Bifidobacterium_longum_57796 ZAC-263 FALSE
Bifidobacterium_longum_57796 ZCA-001 TRUE
Bifidobacterium_longum_57796 ZCA-064 TRUE
Bifidobacterium_longum_57796 ZCA-260 TRUE
Bifidobacterium_longum_57796 ZCA-323 TRUE
Bifidobacterium_longum_57796 ZCB-261 TRUE
Bifidobacterium_longum_57796 ZCB-323 TRUE
Bifidobacterium_longum_57796 ZDA-065 TRUE
Bifidobacterium_longum_57796 ZDA-260 TRUE
Bifidobacterium_longum_57796 ZDA-413 TRUE
Bifidobacterium_longum_57796 ZDB-001 TRUE
Bifidobacterium_longum_57796 ZDB-064 TRUE
Bifidobacterium_longum_57796 ZDB-261 TRUE
Bifidobacterium_longum_57796 ZDB-324 TRUE
Bifidobacterium_longum_57796 ZDB-411 TRUE
Bifidobacterium_longum_57796 ZDB-506 TRUE
Bifidobacterium_longum_57796 ZDB-596 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCA-029 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCA-258 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCA-317 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCA-805 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB-036 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB-064 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB-258 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB-310 TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB-410 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCA-064 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCA-260 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCA-323 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCB-261 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCB-323 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDA-065 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDA-260 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDA-413 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDB-261 TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDB-411 TRUE
Bilophila_wadsworthia_57364 XBA-001 TRUE
Bilophila_wadsworthia_57364 XBA-029 TRUE
Bilophila_wadsworthia_57364 XBB-001 TRUE
Bilophila_wadsworthia_57364 XBB-029 TRUE
Bilophila_wadsworthia_57364 XBB-034 TRUE
Bilophila_wadsworthia_57364 XBB-064 TRUE
Bilophila_wadsworthia_57364 XBB-274 TRUE
Bilophila_wadsworthia_57364 XBB-303 TRUE
Bilophila_wadsworthia_57364 XBB-330 TRUE
Bilophila_wadsworthia_57364 XBB-351 TRUE
Bilophila_wadsworthia_57364 XBB-588 TRUE
Bilophila_wadsworthia_57364 XDA-706 FALSE
Bilophila_wadsworthia_57364 XDB-330 FALSE
Bilophila_wadsworthia_57364 XEA-302 FALSE
Bilophila_wadsworthia_57364 XEB-036 FALSE
Bilophila_wadsworthia_57364 XEB-064 FALSE
Bilophila_wadsworthia_57364 XFA-029 FALSE
Bilophila_wadsworthia_57364 XFA-064 FALSE
Bilophila_wadsworthia_57364 XFA-312 FALSE
Bilophila_wadsworthia_57364 XFB-001 FALSE
Bilophila_wadsworthia_57364 XFB-029 FALSE
Bilophila_wadsworthia_57364 XFB-036 FALSE
Bilophila_wadsworthia_57364 XFB-313 FALSE
Bilophila_wadsworthia_57364 XHA-029 FALSE
Bilophila_wadsworthia_57364 XHA-036 FALSE
Bilophila_wadsworthia_57364 XHA-064 FALSE
Bilophila_wadsworthia_57364 XHC-001 FALSE
Bilophila_wadsworthia_57364 XHC-029 FALSE
Bilophila_wadsworthia_57364 XHC-036 FALSE
Bilophila_wadsworthia_57364 XKA-001 TRUE
Bilophila_wadsworthia_57364 XKA-008 TRUE
Bilophila_wadsworthia_57364 XKA-022 TRUE
Bilophila_wadsworthia_57364 XKA-023 TRUE
Bilophila_wadsworthia_57364 XKA-025 TRUE
Bilophila_wadsworthia_57364 XKA-026 TRUE
Bilophila_wadsworthia_57364 XKA-029 TRUE
Bilophila_wadsworthia_57364 XKB-001 TRUE
Bilophila_wadsworthia_57364 XKB-036 TRUE
Bilophila_wadsworthia_57364 XKB-064 TRUE
Bilophila_wadsworthia_57364 XKB-142 TRUE
Bilophila_wadsworthia_57364 XKB-204 TRUE
Bilophila_wadsworthia_57364 XKB-580 TRUE
Bilophila_wadsworthia_57364 XKB-693 TRUE
Bilophila_wadsworthia_57364 XLA-029 TRUE
Bilophila_wadsworthia_57364 XLA-148 TRUE
Bilophila_wadsworthia_57364 XLB-001 TRUE
Bilophila_wadsworthia_57364 XLB-029 TRUE
Bilophila_wadsworthia_57364 XLB-172 TRUE
Bilophila_wadsworthia_57364 XPA-002 FALSE
Bilophila_wadsworthia_57364 XPB-028 FALSE
Bilophila_wadsworthia_57364 XPB-036 FALSE
Bilophila_wadsworthia_57364 XPB-063 FALSE
Bilophila_wadsworthia_57364 XQA-001 FALSE
Bilophila_wadsworthia_57364 XQA-029 FALSE
Bilophila_wadsworthia_57364 XQA-064 FALSE
Bilophila_wadsworthia_57364 XQA-133 FALSE
Bilophila_wadsworthia_57364 XQB-001 FALSE
Bilophila_wadsworthia_57364 XQB-029 FALSE
Bilophila_wadsworthia_57364 XQB-036 FALSE
Bilophila_wadsworthia_57364 XQB-064 FALSE
Bilophila_wadsworthia_57364 XQB-133 FALSE
Bilophila_wadsworthia_57364 XVA-001 FALSE
Bilophila_wadsworthia_57364 XVA-064 FALSE
Bilophila_wadsworthia_57364 XVA-129 FALSE
Bilophila_wadsworthia_57364 XVB-036 FALSE
Bilophila_wadsworthia_57364 XVB-064 FALSE
Bilophila_wadsworthia_57364 XVB-129 FALSE
Bilophila_wadsworthia_57364 YAA-001 TRUE
Bilophila_wadsworthia_57364 YAC-064 TRUE
Bilophila_wadsworthia_57364 YAD-064 TRUE
Bilophila_wadsworthia_57364 YBA-260 FALSE
Bilophila_wadsworthia_57364 YBA-360 FALSE
Bilophila_wadsworthia_57364 YBB-260 FALSE
Bilophila_wadsworthia_57364 YBC-001 FALSE
Bilophila_wadsworthia_57364 YBC-260 FALSE
Bilophila_wadsworthia_57364 YBC-435 FALSE
Bilophila_wadsworthia_57364 ZDA-065 FALSE
Bilophila_wadsworthia_57364 ZDB-596 FALSE
Blautia_wexlerae_56130 XAA-002 FALSE
Blautia_wexlerae_56130 XAA-028 FALSE
Blautia_wexlerae_56130 XAA-454 FALSE
Blautia_wexlerae_56130 XAA-488 FALSE
Blautia_wexlerae_56130 XAA-522 FALSE
Blautia_wexlerae_56130 XAA-555 FALSE
Blautia_wexlerae_56130 XAA-590 FALSE
Blautia_wexlerae_56130 XAA-623 FALSE
Blautia_wexlerae_56130 XAA-652 FALSE
Blautia_wexlerae_56130 XAC-002 FALSE
Blautia_wexlerae_56130 XAC-029 FALSE
Blautia_wexlerae_56130 XAC-036 FALSE
Blautia_wexlerae_56130 XAC-064 FALSE
Blautia_wexlerae_56130 XAC-224 FALSE
Blautia_wexlerae_56130 XAD-003 FALSE
Blautia_wexlerae_56130 XAD-036 FALSE
Blautia_wexlerae_56130 XAD-063 FALSE
Blautia_wexlerae_56130 XAD-225 FALSE
Blautia_wexlerae_56130 XBA-001 FALSE
Blautia_wexlerae_56130 XBA-008 FALSE
Blautia_wexlerae_56130 XBA-025 FALSE
Blautia_wexlerae_56130 XBA-028 FALSE
Blautia_wexlerae_56130 XBA-029 FALSE
Blautia_wexlerae_56130 XBA-030 FALSE
Blautia_wexlerae_56130 XBA-036 FALSE
Blautia_wexlerae_56130 XBA-037 FALSE
Blautia_wexlerae_56130 XBA-040 FALSE
Blautia_wexlerae_56130 XBA-044 FALSE
Blautia_wexlerae_56130 XBA-045 FALSE
Blautia_wexlerae_56130 XBA-046 FALSE
Blautia_wexlerae_56130 XBA-047 FALSE
Blautia_wexlerae_56130 XBA-048 FALSE
Blautia_wexlerae_56130 XBA-049 FALSE
Blautia_wexlerae_56130 XBA-050 FALSE
Blautia_wexlerae_56130 XBA-053 FALSE
Blautia_wexlerae_56130 XBA-064 FALSE
Blautia_wexlerae_56130 XBA-106 FALSE
Blautia_wexlerae_56130 XBA-134 FALSE
Blautia_wexlerae_56130 XBA-171 FALSE
Blautia_wexlerae_56130 XBA-240 FALSE
Blautia_wexlerae_56130 XBA-272 FALSE
Blautia_wexlerae_56130 XBA-303 FALSE
Blautia_wexlerae_56130 XBA-330 FALSE
Blautia_wexlerae_56130 XBA-351 FALSE
Blautia_wexlerae_56130 XBA-364 FALSE
Blautia_wexlerae_56130 XBA-374 FALSE
Blautia_wexlerae_56130 XBA-380 FALSE
Blautia_wexlerae_56130 XBA-401 FALSE
Blautia_wexlerae_56130 XBA-415 FALSE
Blautia_wexlerae_56130 XBA-422 FALSE
Blautia_wexlerae_56130 XBA-430 FALSE
Blautia_wexlerae_56130 XBA-455 FALSE
Blautia_wexlerae_56130 XBA-482 FALSE
Blautia_wexlerae_56130 XBA-519 FALSE
Blautia_wexlerae_56130 XBA-557 FALSE
Blautia_wexlerae_56130 XBA-577 FALSE
Blautia_wexlerae_56130 XBA-597 FALSE
Blautia_wexlerae_56130 XBA-610 FALSE
Blautia_wexlerae_56130 XBA-698 FALSE
Blautia_wexlerae_56130 XBB-001 FALSE
Blautia_wexlerae_56130 XBB-029 FALSE
Blautia_wexlerae_56130 XBB-034 FALSE
Blautia_wexlerae_56130 XBB-036 FALSE
Blautia_wexlerae_56130 XBB-064 FALSE
Blautia_wexlerae_56130 XBB-066 FALSE
Blautia_wexlerae_56130 XBB-106 FALSE
Blautia_wexlerae_56130 XBB-136 FALSE
Blautia_wexlerae_56130 XBB-170 FALSE
Blautia_wexlerae_56130 XBB-204 FALSE
Blautia_wexlerae_56130 XBB-240 FALSE
Blautia_wexlerae_56130 XBB-274 FALSE
Blautia_wexlerae_56130 XBB-303 FALSE
Blautia_wexlerae_56130 XBB-330 FALSE
Blautia_wexlerae_56130 XBB-351 FALSE
Blautia_wexlerae_56130 XBB-380 FALSE
Blautia_wexlerae_56130 XBB-430 FALSE
Blautia_wexlerae_56130 XBB-456 FALSE
Blautia_wexlerae_56130 XBB-464 FALSE
Blautia_wexlerae_56130 XBB-493 FALSE
Blautia_wexlerae_56130 XBB-513 FALSE
Blautia_wexlerae_56130 XBB-541 FALSE
Blautia_wexlerae_56130 XBB-555 FALSE
Blautia_wexlerae_56130 XBB-725 FALSE
Blautia_wexlerae_56130 XBB-773 FALSE
Blautia_wexlerae_56130 XCA-001 TRUE
Blautia_wexlerae_56130 XCA-029 TRUE
Blautia_wexlerae_56130 XCA-258 TRUE
Blautia_wexlerae_56130 XCA-317 TRUE
Blautia_wexlerae_56130 XCA-604 FALSE
Blautia_wexlerae_56130 XCB-029 TRUE
Blautia_wexlerae_56130 XCB-036 TRUE
Blautia_wexlerae_56130 XCB-064 TRUE
Blautia_wexlerae_56130 XCB-258 TRUE
Blautia_wexlerae_56130 XCB-310 TRUE
Blautia_wexlerae_56130 XDA-001 FALSE
Blautia_wexlerae_56130 XDA-029 FALSE
Blautia_wexlerae_56130 XDA-031 TRUE
Blautia_wexlerae_56130 XDA-033 TRUE
Blautia_wexlerae_56130 XDA-036 TRUE
Blautia_wexlerae_56130 XDA-064 FALSE
Blautia_wexlerae_56130 XDA-268 FALSE
Blautia_wexlerae_56130 XDA-330 TRUE
Blautia_wexlerae_56130 XDA-417 FALSE
Blautia_wexlerae_56130 XDA-460 FALSE
Blautia_wexlerae_56130 XDA-513 FALSE
Blautia_wexlerae_56130 XDA-556 FALSE
Blautia_wexlerae_56130 XDA-589 FALSE
Blautia_wexlerae_56130 XDA-706 TRUE
Blautia_wexlerae_56130 XDB-036 TRUE
Blautia_wexlerae_56130 XDB-064 TRUE
Blautia_wexlerae_56130 XDB-267 TRUE
Blautia_wexlerae_56130 XDB-330 FALSE
Blautia_wexlerae_56130 XDB-417 TRUE
Blautia_wexlerae_56130 XDB-458 FALSE
Blautia_wexlerae_56130 XDB-553 FALSE
Blautia_wexlerae_56130 XEA-302 TRUE
Blautia_wexlerae_56130 XEA-390 TRUE
Blautia_wexlerae_56130 XEB-001 TRUE
Blautia_wexlerae_56130 XEB-036 FALSE
Blautia_wexlerae_56130 XEB-293 TRUE
Blautia_wexlerae_56130 XFA-001 FALSE
Blautia_wexlerae_56130 XFA-026 FALSE
Blautia_wexlerae_56130 XFA-028 FALSE
Blautia_wexlerae_56130 XFA-029 FALSE
Blautia_wexlerae_56130 XFA-030 FALSE
Blautia_wexlerae_56130 XFA-036 FALSE
Blautia_wexlerae_56130 XFA-064 FALSE
Blautia_wexlerae_56130 XFA-242 FALSE
Blautia_wexlerae_56130 XFA-312 FALSE
Blautia_wexlerae_56130 XFB-242 FALSE
Blautia_wexlerae_56130 XFB-313 FALSE
Blautia_wexlerae_56130 XGA-001 FALSE
Blautia_wexlerae_56130 XGA-015 FALSE
Blautia_wexlerae_56130 XGA-024 FALSE
Blautia_wexlerae_56130 XGA-029 FALSE
Blautia_wexlerae_56130 XGA-036 FALSE
Blautia_wexlerae_56130 XGA-044 FALSE
Blautia_wexlerae_56130 XGA-064 FALSE
Blautia_wexlerae_56130 XGA-252 FALSE
Blautia_wexlerae_56130 XGA-364 FALSE
Blautia_wexlerae_56130 XGB-001 FALSE
Blautia_wexlerae_56130 XGB-029 FALSE
Blautia_wexlerae_56130 XGB-036 FALSE
Blautia_wexlerae_56130 XGB-064 FALSE
Blautia_wexlerae_56130 XGB-252 FALSE
Blautia_wexlerae_56130 XGB-365 FALSE
Blautia_wexlerae_56130 XGC-001 FALSE
Blautia_wexlerae_56130 XGC-029 FALSE
Blautia_wexlerae_56130 XGC-037 FALSE
Blautia_wexlerae_56130 XGC-064 FALSE
Blautia_wexlerae_56130 XGC-252 FALSE
Blautia_wexlerae_56130 XGC-364 FALSE
Blautia_wexlerae_56130 XGC-428 FALSE
Blautia_wexlerae_56130 XHA-003 FALSE
Blautia_wexlerae_56130 XHA-029 FALSE
Blautia_wexlerae_56130 XHA-036 FALSE
Blautia_wexlerae_56130 XHA-064 FALSE
Blautia_wexlerae_56130 XHB-001 FALSE
Blautia_wexlerae_56130 XHB-029 FALSE
Blautia_wexlerae_56130 XHB-036 FALSE
Blautia_wexlerae_56130 XHB-064 FALSE
Blautia_wexlerae_56130 XHC-001 FALSE
Blautia_wexlerae_56130 XHC-029 FALSE
Blautia_wexlerae_56130 XHC-036 FALSE
Blautia_wexlerae_56130 XHC-064 FALSE
Blautia_wexlerae_56130 XIA-002 TRUE
Blautia_wexlerae_56130 XIA-008 TRUE
Blautia_wexlerae_56130 XIA-024 TRUE
Blautia_wexlerae_56130 XIA-026 TRUE
Blautia_wexlerae_56130 XIA-027 TRUE
Blautia_wexlerae_56130 XIA-028 TRUE
Blautia_wexlerae_56130 XIA-029 TRUE
Blautia_wexlerae_56130 XIA-030 TRUE
Blautia_wexlerae_56130 XIA-032 FALSE
Blautia_wexlerae_56130 XIA-033 FALSE
Blautia_wexlerae_56130 XIA-034 FALSE
Blautia_wexlerae_56130 XIA-035 FALSE
Blautia_wexlerae_56130 XIA-036 FALSE
Blautia_wexlerae_56130 XIA-050 TRUE
Blautia_wexlerae_56130 XIA-057 TRUE
Blautia_wexlerae_56130 XIA-064 TRUE
Blautia_wexlerae_56130 XIA-199 TRUE
Blautia_wexlerae_56130 XIA-259 TRUE
Blautia_wexlerae_56130 XIA-277 TRUE
Blautia_wexlerae_56130 XIB-002 TRUE
Blautia_wexlerae_56130 XIB-199 TRUE
Blautia_wexlerae_56130 XIB-259 TRUE
Blautia_wexlerae_56130 XIB-277 TRUE
Blautia_wexlerae_56130 XIC-008 TRUE
Blautia_wexlerae_56130 XIC-029 TRUE
Blautia_wexlerae_56130 XIC-036 TRUE
Blautia_wexlerae_56130 XIC-064 TRUE
Blautia_wexlerae_56130 XIC-198 TRUE
Blautia_wexlerae_56130 XKA-001 TRUE
Blautia_wexlerae_56130 XKA-022 FALSE
Blautia_wexlerae_56130 XKA-024 FALSE
Blautia_wexlerae_56130 XKA-025 FALSE
Blautia_wexlerae_56130 XKA-026 TRUE
Blautia_wexlerae_56130 XKA-029 FALSE
Blautia_wexlerae_56130 XKA-033 FALSE
Blautia_wexlerae_56130 XKA-040 FALSE
Blautia_wexlerae_56130 XKA-043 FALSE
Blautia_wexlerae_56130 XKA-050 FALSE
Blautia_wexlerae_56130 XKA-057 FALSE
Blautia_wexlerae_56130 XKA-064 FALSE
Blautia_wexlerae_56130 XKA-142 FALSE
Blautia_wexlerae_56130 XKA-205 FALSE
Blautia_wexlerae_56130 XKA-289 FALSE
Blautia_wexlerae_56130 XKA-332 FALSE
Blautia_wexlerae_56130 XKA-359 FALSE
Blautia_wexlerae_56130 XKA-386 FALSE
Blautia_wexlerae_56130 XKA-422 FALSE
Blautia_wexlerae_56130 XKA-580 FALSE
Blautia_wexlerae_56130 XKA-694 FALSE
Blautia_wexlerae_56130 XKB-001 TRUE
Blautia_wexlerae_56130 XKB-029 TRUE
Blautia_wexlerae_56130 XKB-036 TRUE
Blautia_wexlerae_56130 XKB-064 TRUE
Blautia_wexlerae_56130 XKB-142 FALSE
Blautia_wexlerae_56130 XKB-204 TRUE
Blautia_wexlerae_56130 XKB-287 FALSE
Blautia_wexlerae_56130 XKB-332 TRUE
Blautia_wexlerae_56130 XKB-362 TRUE
Blautia_wexlerae_56130 XKB-381 TRUE
Blautia_wexlerae_56130 XKB-399 FALSE
Blautia_wexlerae_56130 XKB-467 TRUE
Blautia_wexlerae_56130 XKB-580 TRUE
Blautia_wexlerae_56130 XKB-693 FALSE
Blautia_wexlerae_56130 XLA-001 TRUE
Blautia_wexlerae_56130 XLA-008 TRUE
Blautia_wexlerae_56130 XLA-022 TRUE
Blautia_wexlerae_56130 XLA-024 TRUE
Blautia_wexlerae_56130 XLA-025 FALSE
Blautia_wexlerae_56130 XLA-026 TRUE
Blautia_wexlerae_56130 XLA-027 FALSE
Blautia_wexlerae_56130 XLA-028 TRUE
Blautia_wexlerae_56130 XLA-029 TRUE
Blautia_wexlerae_56130 XLA-030 TRUE
Blautia_wexlerae_56130 XLA-032 TRUE
Blautia_wexlerae_56130 XLA-035 TRUE
Blautia_wexlerae_56130 XLA-037 TRUE
Blautia_wexlerae_56130 XLA-050 TRUE
Blautia_wexlerae_56130 XLA-064 TRUE
Blautia_wexlerae_56130 XLA-148 TRUE
Blautia_wexlerae_56130 XLB-001 TRUE
Blautia_wexlerae_56130 XLB-029 TRUE
Blautia_wexlerae_56130 XLB-036 TRUE
Blautia_wexlerae_56130 XLB-064 TRUE
Blautia_wexlerae_56130 XLB-172 TRUE
Blautia_wexlerae_56130 XMA-001 FALSE
Blautia_wexlerae_56130 XMA-029 FALSE
Blautia_wexlerae_56130 XMA-064 FALSE
Blautia_wexlerae_56130 XMA-116 FALSE
Blautia_wexlerae_56130 XMA-180 FALSE
Blautia_wexlerae_56130 XMA-264 FALSE
Blautia_wexlerae_56130 XMB-001 FALSE
Blautia_wexlerae_56130 XMB-029 FALSE
Blautia_wexlerae_56130 XMB-036 FALSE
Blautia_wexlerae_56130 XMB-064 FALSE
Blautia_wexlerae_56130 XMB-116 FALSE
Blautia_wexlerae_56130 XMB-180 FALSE
Blautia_wexlerae_56130 XNA-015 FALSE
Blautia_wexlerae_56130 XNA-025 FALSE
Blautia_wexlerae_56130 XNA-030 FALSE
Blautia_wexlerae_56130 XNA-040 FALSE
Blautia_wexlerae_56130 XNA-043 FALSE
Blautia_wexlerae_56130 XNA-050 FALSE
Blautia_wexlerae_56130 XNA-057 FALSE
Blautia_wexlerae_56130 XNA-064 FALSE
Blautia_wexlerae_56130 XNB-001 FALSE
Blautia_wexlerae_56130 XNB-029 FALSE
Blautia_wexlerae_56130 XNB-036 FALSE
Blautia_wexlerae_56130 XNB-064 FALSE
Blautia_wexlerae_56130 XOA-029 FALSE
Blautia_wexlerae_56130 XOA-050 FALSE
Blautia_wexlerae_56130 XOB-001 FALSE
Blautia_wexlerae_56130 XOB-028 FALSE
Blautia_wexlerae_56130 XOB-036 FALSE
Blautia_wexlerae_56130 XOB-064 FALSE
Blautia_wexlerae_56130 XOB-129 FALSE
Blautia_wexlerae_56130 XQA-001 FALSE
Blautia_wexlerae_56130 XQA-015 FALSE
Blautia_wexlerae_56130 XQA-022 FALSE
Blautia_wexlerae_56130 XQA-029 FALSE
Blautia_wexlerae_56130 XQA-030 FALSE
Blautia_wexlerae_56130 XQA-031 FALSE
Blautia_wexlerae_56130 XQA-036 FALSE
Blautia_wexlerae_56130 XQA-037 FALSE
Blautia_wexlerae_56130 XQA-038 FALSE
Blautia_wexlerae_56130 XQA-039 FALSE
Blautia_wexlerae_56130 XQA-050 FALSE
Blautia_wexlerae_56130 XQA-064 FALSE
Blautia_wexlerae_56130 XQA-133 FALSE
Blautia_wexlerae_56130 XQA-244 FALSE
Blautia_wexlerae_56130 XQB-001 FALSE
Blautia_wexlerae_56130 XQB-029 FALSE
Blautia_wexlerae_56130 XQB-036 FALSE
Blautia_wexlerae_56130 XQB-064 FALSE
Blautia_wexlerae_56130 XQB-133 FALSE
Blautia_wexlerae_56130 XQB-348 FALSE
Blautia_wexlerae_56130 XQB-452 FALSE
Blautia_wexlerae_56130 XQB-531 FALSE
Blautia_wexlerae_56130 XRA-001 FALSE
Blautia_wexlerae_56130 XRA-022 FALSE
Blautia_wexlerae_56130 XRA-029 FALSE
Blautia_wexlerae_56130 XRA-033 FALSE
Blautia_wexlerae_56130 XRA-035 FALSE
Blautia_wexlerae_56130 XRA-036 FALSE
Blautia_wexlerae_56130 XRA-038 FALSE
Blautia_wexlerae_56130 XRA-059 FALSE
Blautia_wexlerae_56130 XRA-064 FALSE
Blautia_wexlerae_56130 XRA-153 FALSE
Blautia_wexlerae_56130 XRB-002 FALSE
Blautia_wexlerae_56130 XRB-029 FALSE
