species_id sample1 strainSharedAnyTimepoint
Bacteroides_stercoris_56735 XHC-050 FALSE
Bacteroides_stercoris_56735 XHC-057 FALSE
Bacteroides_stercoris_56735 XHC-064 FALSE
Bacteroides_stercoris_56735 XIA-002 TRUE
Bacteroides_stercoris_56735 XIA-008 TRUE
Bacteroides_stercoris_56735 XIA-015 TRUE
Bacteroides_stercoris_56735 XIA-022 TRUE
Bacteroides_stercoris_56735 XIA-023 TRUE
Bacteroides_stercoris_56735 XIA-024 TRUE
Bacteroides_stercoris_56735 XIA-025 TRUE
Bacteroides_stercoris_56735 XIA-026 TRUE
Bacteroides_stercoris_56735 XIA-027 TRUE
Bacteroides_stercoris_56735 XIA-028 TRUE
Bacteroides_stercoris_56735 XIA-029 TRUE
Bacteroides_stercoris_56735 XIA-033 TRUE
Bacteroides_stercoris_56735 XIA-034 TRUE
Bacteroides_stercoris_56735 XIA-035 TRUE
Bacteroides_stercoris_56735 XIA-036 TRUE
Bacteroides_stercoris_56735 XIA-037 TRUE
Bacteroides_stercoris_56735 XIA-038 TRUE
Bacteroides_stercoris_56735 XIA-039 TRUE
Bacteroides_stercoris_56735 XIA-040 TRUE
Bacteroides_stercoris_56735 XIA-045 TRUE
Bacteroides_stercoris_56735 XIA-050 TRUE
Bacteroides_stercoris_56735 XIA-057 TRUE
Bacteroides_stercoris_56735 XIA-064 TRUE
Bacteroides_stercoris_56735 XIA-199 TRUE
Bacteroides_stercoris_56735 XIA-259 TRUE
Bacteroides_stercoris_56735 XIA-277 TRUE
Bacteroides_stercoris_56735 XIB-002 FALSE
Bacteroides_stercoris_56735 XIB-029 FALSE
Bacteroides_stercoris_56735 XIB-036 FALSE
Bacteroides_stercoris_56735 XIB-064 FALSE
Bacteroides_stercoris_56735 XIB-199 FALSE
Bacteroides_stercoris_56735 XIB-259 FALSE
Bacteroides_stercoris_56735 XIB-277 FALSE
Bacteroides_stercoris_56735 XIC-008 FALSE
Bacteroides_stercoris_56735 XIC-024 FALSE
Bacteroides_stercoris_56735 XIC-029 FALSE
Bacteroides_stercoris_56735 XIC-036 FALSE
Bacteroides_stercoris_56735 XIC-057 TRUE
Bacteroides_stercoris_56735 XIC-064 FALSE
Bacteroides_stercoris_56735 XIC-198 FALSE
Bacteroides_stercoris_56735 XKA-064 TRUE
Bacteroides_stercoris_56735 XKA-142 TRUE
Bacteroides_stercoris_56735 XKA-205 TRUE
Bacteroides_stercoris_56735 XKA-289 TRUE
Bacteroides_stercoris_56735 XKA-332 TRUE
Bacteroides_stercoris_56735 XKA-359 TRUE
Bacteroides_stercoris_56735 XKA-386 TRUE
Bacteroides_stercoris_56735 XKA-422 TRUE
Bacteroides_stercoris_56735 XKA-580 TRUE
Bacteroides_stercoris_56735 XKA-694 TRUE
Bacteroides_stercoris_56735 XKB-001 TRUE
Bacteroides_stercoris_56735 XKB-029 TRUE
Bacteroides_stercoris_56735 XKB-036 TRUE
Bacteroides_stercoris_56735 XKB-064 TRUE
Bacteroides_stercoris_56735 XKB-142 TRUE
Bacteroides_stercoris_56735 XKB-204 TRUE
Bacteroides_stercoris_56735 XKB-287 TRUE
Bacteroides_stercoris_56735 XKB-332 TRUE
Bacteroides_stercoris_56735 XKB-362 TRUE
Bacteroides_stercoris_56735 XKB-381 TRUE
Bacteroides_stercoris_56735 XKB-399 TRUE
Bacteroides_stercoris_56735 XKB-467 TRUE
Bacteroides_stercoris_56735 XKB-580 TRUE
Bacteroides_stercoris_56735 XKB-693 TRUE
Bacteroides_stercoris_56735 XMA-001 FALSE
Bacteroides_stercoris_56735 XMA-008 FALSE
Bacteroides_stercoris_56735 XMA-015 FALSE
Bacteroides_stercoris_56735 XMA-022 FALSE
Bacteroides_stercoris_56735 XMA-023 FALSE
Bacteroides_stercoris_56735 XMA-024 FALSE
Bacteroides_stercoris_56735 XMA-025 FALSE
Bacteroides_stercoris_56735 XMA-026 FALSE
Bacteroides_stercoris_56735 XMA-027 FALSE
Bacteroides_stercoris_56735 XMA-028 FALSE
Bacteroides_stercoris_56735 XMA-029 FALSE
Bacteroides_stercoris_56735 XMA-030 FALSE
Bacteroides_stercoris_56735 XMA-036 FALSE
Bacteroides_stercoris_56735 XMA-037 FALSE
Bacteroides_stercoris_56735 XMA-038 FALSE
Bacteroides_stercoris_56735 XMA-039 FALSE
Bacteroides_stercoris_56735 XMA-040 FALSE
Bacteroides_stercoris_56735 XMA-043 FALSE
Bacteroides_stercoris_56735 XMA-050 FALSE
Bacteroides_stercoris_56735 XMA-057 FALSE
Bacteroides_stercoris_56735 XMA-064 FALSE
Bacteroides_stercoris_56735 XMA-116 FALSE
Bacteroides_stercoris_56735 XMA-180 FALSE
Bacteroides_stercoris_56735 XMA-264 FALSE
Bacteroides_stercoris_56735 XMA-359 FALSE
Bacteroides_stercoris_56735 XMB-001 FALSE
Bacteroides_stercoris_56735 XMB-029 FALSE
Bacteroides_stercoris_56735 XMB-064 FALSE
Bacteroides_stercoris_56735 XMB-116 FALSE
Bacteroides_stercoris_56735 XMB-180 FALSE
Bacteroides_stercoris_56735 XMB-359 FALSE
Bacteroides_stercoris_56735 XNA-001 TRUE
Bacteroides_stercoris_56735 XNA-015 TRUE
Bacteroides_stercoris_56735 XNA-023 TRUE
Bacteroides_stercoris_56735 XNA-025 TRUE
Bacteroides_stercoris_56735 XNA-026 TRUE
Bacteroides_stercoris_56735 XNA-027 TRUE
Bacteroides_stercoris_56735 XNA-028 TRUE
Bacteroides_stercoris_56735 XNA-029 TRUE
Bacteroides_stercoris_56735 XNA-050 TRUE
Bacteroides_stercoris_56735 XNA-057 FALSE
Bacteroides_stercoris_56735 XNA-064 TRUE
Bacteroides_stercoris_56735 XNB-001 TRUE
Bacteroides_stercoris_56735 XNB-029 TRUE
Bacteroides_stercoris_56735 XNB-036 TRUE
Bacteroides_stercoris_56735 XNB-064 TRUE
Bacteroides_stercoris_56735 XQA-001 TRUE
Bacteroides_stercoris_56735 XQA-009 TRUE
Bacteroides_stercoris_56735 XQA-015 FALSE
Bacteroides_stercoris_56735 XQA-022 FALSE
Bacteroides_stercoris_56735 XQA-026 FALSE
Bacteroides_stercoris_56735 XQA-027 FALSE
Bacteroides_stercoris_56735 XQA-028 FALSE
Bacteroides_stercoris_56735 XQA-030 FALSE
Bacteroides_stercoris_56735 XQA-032 TRUE
Bacteroides_stercoris_56735 XQA-033 TRUE
Bacteroides_stercoris_56735 XQA-034 TRUE
Bacteroides_stercoris_56735 XQA-035 TRUE
Bacteroides_stercoris_56735 XQA-036 TRUE
Bacteroides_stercoris_56735 XQA-037 TRUE
Bacteroides_stercoris_56735 XQA-038 TRUE
Bacteroides_stercoris_56735 XQA-039 TRUE
Bacteroides_stercoris_56735 XQA-040 TRUE
Bacteroides_stercoris_56735 XQA-057 FALSE
Bacteroides_stercoris_56735 XQA-064 FALSE
Bacteroides_stercoris_56735 XQA-133 FALSE
Bacteroides_stercoris_56735 XQA-244 FALSE
Bacteroides_stercoris_56735 XQA-351 FALSE
Bacteroides_stercoris_56735 XQA-455 FALSE
Bacteroides_stercoris_56735 XQA-532 FALSE
Bacteroides_stercoris_56735 XQA-648 FALSE
Bacteroides_stercoris_56735 XQB-001 TRUE
Bacteroides_stercoris_56735 XQB-029 TRUE
Bacteroides_stercoris_56735 XQB-036 TRUE
Bacteroides_stercoris_56735 XQB-064 TRUE
Bacteroides_stercoris_56735 XQB-133 TRUE
Bacteroides_stercoris_56735 XQB-243 TRUE
Bacteroides_stercoris_56735 XQB-348 TRUE
Bacteroides_stercoris_56735 XQB-452 TRUE
Bacteroides_stercoris_56735 XQB-531 TRUE
Bacteroides_stercoris_56735 XQB-647 TRUE
Bacteroides_stercoris_56735 XUA-001 TRUE
Bacteroides_stercoris_56735 XUA-008 TRUE
Bacteroides_stercoris_56735 XUA-015 TRUE
Bacteroides_stercoris_56735 XUA-022 TRUE
Bacteroides_stercoris_56735 XUA-029 TRUE
Bacteroides_stercoris_56735 XUA-030 FALSE
Bacteroides_stercoris_56735 XUA-034 TRUE
Bacteroides_stercoris_56735 XUA-035 TRUE
Bacteroides_stercoris_56735 XUA-036 TRUE
Bacteroides_stercoris_56735 XUA-038 TRUE
Bacteroides_stercoris_56735 XUA-039 TRUE
Bacteroides_stercoris_56735 XUA-040 TRUE
Bacteroides_stercoris_56735 XUA-043 TRUE
Bacteroides_stercoris_56735 XUA-050 TRUE
Bacteroides_stercoris_56735 XUA-057 FALSE
Bacteroides_stercoris_56735 XUA-064 TRUE
Bacteroides_stercoris_56735 XUA-129 TRUE
Bacteroides_stercoris_56735 XUA-221 TRUE
Bacteroides_stercoris_56735 XUA-507 TRUE
Bacteroides_stercoris_56735 XUA-623 TRUE
Bacteroides_stercoris_56735 XUB-398 TRUE
Bacteroides_stercoris_56735 YBA-004 FALSE
Bacteroides_stercoris_56735 YBA-043 FALSE
Bacteroides_stercoris_56735 YBA-260 FALSE
Bacteroides_stercoris_56735 YBA-522 FALSE
Bacteroides_stercoris_56735 YBB-029 FALSE
Bacteroides_stercoris_56735 YBB-050 FALSE
Bacteroides_stercoris_56735 YBB-260 FALSE
Bacteroides_stercoris_56735 YBB-360 FALSE
Bacteroides_stercoris_56735 YBB-435 FALSE
Bacteroides_stercoris_56735 YEA-004 FALSE
Bacteroides_stercoris_56735 YEC-005 FALSE
Bacteroides_stercoris_56735 ZAA-002 FALSE
Bacteroides_stercoris_56735 ZAA-066 FALSE
Bacteroides_stercoris_56735 ZAA-326 FALSE
Bacteroides_stercoris_56735 ZAA-504 FALSE
Bacteroides_stercoris_56735 ZAA-817 FALSE
Bacteroides_stercoris_56735 ZAC-326 FALSE
Bacteroides_stercoris_56735 ZAC-504 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-031 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-032 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-033 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-034 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-035 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-037 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-038 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-039 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-040 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-044 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-050 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-057 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-268 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-330 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-417 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-460 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-556 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-589 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-706 FALSE
Bacteroides_thetaiotaomicron_56941 XDA-816 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-267 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-330 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-417 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-458 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-591 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-706 FALSE
Bacteroides_thetaiotaomicron_56941 XDB-816 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-008 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-050 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-057 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-242 FALSE
Bacteroides_thetaiotaomicron_56941 XFA-312 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-242 FALSE
Bacteroides_thetaiotaomicron_56941 XFB-313 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-008 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-015 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-024 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-033 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-034 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-038 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-039 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-040 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-044 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-050 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-057 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-252 FALSE
Bacteroides_thetaiotaomicron_56941 XGA-364 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-252 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-365 FALSE
Bacteroides_thetaiotaomicron_56941 XGB-428 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-001 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-029 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-037 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-064 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-252 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-364 FALSE
Bacteroides_thetaiotaomicron_56941 XGC-428 FALSE
Bacteroides_thetaiotaomicron_56941 XHA-003 TRUE
Bacteroides_thetaiotaomicron_56941 XHA-029 TRUE
Bacteroides_thetaiotaomicron_56941 XHA-036 TRUE
Bacteroides_thetaiotaomicron_56941 XHA-064 TRUE
Bacteroides_thetaiotaomicron_56941 XHB-064 TRUE
Bacteroides_thetaiotaomicron_56941 XHC-001 FALSE
Bacteroides_thetaiotaomicron_56941 XHC-029 FALSE
Bacteroides_thetaiotaomicron_56941 XHC-036 FALSE
Bacteroides_thetaiotaomicron_56941 XHC-064 FALSE
Bacteroides_thetaiotaomicron_56941 XIA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XIB-259 FALSE
Bacteroides_thetaiotaomicron_56941 XIB-277 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-008 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-022 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-023 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-025 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-026 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-028 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-289 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-332 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-359 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-386 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-422 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-580 FALSE
Bacteroides_thetaiotaomicron_56941 XKA-694 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-204 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-332 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-362 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-467 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-580 FALSE
Bacteroides_thetaiotaomicron_56941 XKB-693 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-034 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-035 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-043 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-050 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-116 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-180 FALSE
Bacteroides_thetaiotaomicron_56941 XMA-359 FALSE
Bacteroides_thetaiotaomicron_56941 XMB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XMB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XMB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XMB-116 FALSE
Bacteroides_thetaiotaomicron_56941 XMB-180 FALSE
Bacteroides_thetaiotaomicron_56941 XNA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XNA-015 FALSE
Bacteroides_thetaiotaomicron_56941 XNA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XNA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XNB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XNB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XNB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XNB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XOA-038 FALSE
Bacteroides_thetaiotaomicron_56941 XOA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XOB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XOB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XOB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-002 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-043 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-049 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-056 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-072 FALSE
Bacteroides_thetaiotaomicron_56941 XPA-151 FALSE
Bacteroides_thetaiotaomicron_56941 XPB-008 FALSE
Bacteroides_thetaiotaomicron_56941 XPB-028 FALSE
Bacteroides_thetaiotaomicron_56941 XPB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XPB-063 FALSE
Bacteroides_thetaiotaomicron_56941 XPB-139 FALSE
Bacteroides_thetaiotaomicron_56941 XQA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XQA-037 FALSE
Bacteroides_thetaiotaomicron_56941 XQA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XQB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XQB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XQB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XQB-133 FALSE
Bacteroides_thetaiotaomicron_56941 XQB-348 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-015 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-022 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-023 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-024 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-025 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-026 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-028 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-029 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-037 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-038 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-039 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-040 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-045 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-052 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-059 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-153 FALSE
Bacteroides_thetaiotaomicron_56941 XRA-310 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-002 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-059 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-153 FALSE
Bacteroides_thetaiotaomicron_56941 XRB-305 FALSE
Bacteroides_thetaiotaomicron_56941 XUA-001 FALSE
Bacteroides_thetaiotaomicron_56941 XUA-036 FALSE
Bacteroides_thetaiotaomicron_56941 XUA-064 FALSE
Bacteroides_thetaiotaomicron_56941 XUA-129 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-001 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-029 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-036 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-064 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-130 FALSE
Bacteroides_thetaiotaomicron_56941 XUB-221 FALSE
Bacteroides_thetaiotaomicron_56941 YCA-001 TRUE
Bacteroides_thetaiotaomicron_56941 YCA-064 TRUE
Bacteroides_thetaiotaomicron_56941 YCB-001 TRUE
Bacteroides_thetaiotaomicron_56941 YCB-064 TRUE
Bacteroides_thetaiotaomicron_56941 YEB-001 FALSE
Bacteroides_thetaiotaomicron_56941 YEB-002 FALSE
Bacteroides_thetaiotaomicron_56941 YEC-005 FALSE
Bacteroides_thetaiotaomicron_56941 ZAA-002 FALSE
Bacteroides_thetaiotaomicron_56941 ZAA-066 FALSE
Bacteroides_thetaiotaomicron_56941 ZAA-263 FALSE
Bacteroides_thetaiotaomicron_56941 ZAA-326 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-002 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-064 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-256 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-326 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-411 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-504 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-600 FALSE
Bacteroides_thetaiotaomicron_56941 ZAB-813 FALSE
Bacteroides_thetaiotaomicron_56941 ZAC-326 FALSE
Bacteroides_thetaiotaomicron_56941 ZCA-064 FALSE
Bacteroides_thetaiotaomicron_56941 ZCA-260 FALSE
Bacteroides_thetaiotaomicron_56941 ZCA-597 FALSE
Bacteroides_thetaiotaomicron_56941 ZCB-064 FALSE
Bacteroides_thetaiotaomicron_56941 ZEA-001 FALSE
Bacteroides_thetaiotaomicron_56941 ZEA-064 FALSE
Bacteroides_thetaiotaomicron_56941 ZEC-064 FALSE
Bacteroides_uniformis_57318 XAA-002 FALSE
Bacteroides_uniformis_57318 XAA-010 FALSE
Bacteroides_uniformis_57318 XAA-014 FALSE
Bacteroides_uniformis_57318 XAA-021 FALSE
Bacteroides_uniformis_57318 XAA-022 FALSE
Bacteroides_uniformis_57318 XAA-023 FALSE
Bacteroides_uniformis_57318 XAA-024 FALSE
Bacteroides_uniformis_57318 XAA-026 FALSE
Bacteroides_uniformis_57318 XAA-027 FALSE
Bacteroides_uniformis_57318 XAA-028 FALSE
Bacteroides_uniformis_57318 XAA-029 FALSE
Bacteroides_uniformis_57318 XAA-050 FALSE
Bacteroides_uniformis_57318 XAA-057 FALSE
Bacteroides_uniformis_57318 XAA-064 FALSE
Bacteroides_uniformis_57318 XAA-623 FALSE
Bacteroides_uniformis_57318 XAA-652 FALSE
Bacteroides_uniformis_57318 XAC-002 FALSE
Bacteroides_uniformis_57318 XAC-029 FALSE
Bacteroides_uniformis_57318 XAC-036 FALSE
Bacteroides_uniformis_57318 XAC-064 FALSE
Bacteroides_uniformis_57318 XAC-224 FALSE
Bacteroides_uniformis_57318 XAD-029 FALSE
Bacteroides_uniformis_57318 XBA-001 FALSE
Bacteroides_uniformis_57318 XBA-008 FALSE
Bacteroides_uniformis_57318 XBA-015 FALSE
Bacteroides_uniformis_57318 XBA-024 FALSE
Bacteroides_uniformis_57318 XBA-025 FALSE
Bacteroides_uniformis_57318 XBA-026 FALSE
Bacteroides_uniformis_57318 XBA-027 FALSE
Bacteroides_uniformis_57318 XBA-028 FALSE
Bacteroides_uniformis_57318 XBA-029 FALSE
Bacteroides_uniformis_57318 XBA-030 FALSE
Bacteroides_uniformis_57318 XBA-058 FALSE
Bacteroides_uniformis_57318 XBA-330 FALSE
Bacteroides_uniformis_57318 XBA-430 FALSE
Bacteroides_uniformis_57318 XBA-436 FALSE
Bacteroides_uniformis_57318 XBA-442 FALSE
Bacteroides_uniformis_57318 XBA-455 FALSE
Bacteroides_uniformis_57318 XBA-463 FALSE
Bacteroides_uniformis_57318 XBA-470 FALSE
Bacteroides_uniformis_57318 XBA-478 FALSE
Bacteroides_uniformis_57318 XBA-482 FALSE
Bacteroides_uniformis_57318 XBA-491 FALSE
Bacteroides_uniformis_57318 XBA-513 FALSE
Bacteroides_uniformis_57318 XBA-519 FALSE
Bacteroides_uniformis_57318 XBA-534 FALSE
Bacteroides_uniformis_57318 XBA-541 FALSE
Bacteroides_uniformis_57318 XBA-550 FALSE
Bacteroides_uniformis_57318 XBA-557 FALSE
Bacteroides_uniformis_57318 XBA-568 FALSE
Bacteroides_uniformis_57318 XBA-577 FALSE
Bacteroides_uniformis_57318 XBA-582 FALSE
Bacteroides_uniformis_57318 XBA-589 FALSE
Bacteroides_uniformis_57318 XBA-597 FALSE
Bacteroides_uniformis_57318 XBA-610 FALSE
Bacteroides_uniformis_57318 XBA-617 FALSE
Bacteroides_uniformis_57318 XBA-625 FALSE
Bacteroides_uniformis_57318 XBA-641 FALSE
Bacteroides_uniformis_57318 XBA-650 FALSE
Bacteroides_uniformis_57318 XBA-653 FALSE
Bacteroides_uniformis_57318 XBA-677 FALSE
Bacteroides_uniformis_57318 XBA-698 FALSE
Bacteroides_uniformis_57318 XBA-705 FALSE
Bacteroides_uniformis_57318 XBA-706 FALSE
Bacteroides_uniformis_57318 XBA-707 FALSE
Bacteroides_uniformis_57318 XBA-709 FALSE
Bacteroides_uniformis_57318 XBA-710 FALSE
Bacteroides_uniformis_57318 XBA-712 FALSE
Bacteroides_uniformis_57318 XBA-713 FALSE
Bacteroides_uniformis_57318 XBA-714 FALSE
Bacteroides_uniformis_57318 XBA-716 FALSE
Bacteroides_uniformis_57318 XBA-718 FALSE
Bacteroides_uniformis_57318 XBA-722 FALSE
Bacteroides_uniformis_57318 XBA-727 FALSE
Bacteroides_uniformis_57318 XBA-734 FALSE
Bacteroides_uniformis_57318 XBA-742 FALSE
Bacteroides_uniformis_57318 XBA-749 FALSE
Bacteroides_uniformis_57318 XBA-754 FALSE
Bacteroides_uniformis_57318 XBA-767 FALSE
Bacteroides_uniformis_57318 XBA-779 FALSE
Bacteroides_uniformis_57318 XBA-787 FALSE
