species sample1 sample2 subject1 subject2 hh1 hh2 timepoint1 timepoint2 sharedFixedDiffs sharedStrainFishing concordant consensusConservative consensusPermissive consensusFixedDiffs consensusStrainFishing consensusNA keyTimepoint1 keyTimepoint2
Bacteroides_vulgatus_57955 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Blautia_wexlerae_56130 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Coprobacter_fastidiosus_56550 XAD-003 XQA-001 XAD XQA XA XQ 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XQA-001 XAD XQA XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_ventriosum_61474 XAD-003 XQB-001 XAD XQB XA XQ 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XQB-001 XAD XQB XA XQ 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XQB-001 XAD XQB XA XQ 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XRA-001 XAD XRA XA XR 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XRA-001 XAD XRA XA XR 3 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_xylanisolvens_57185 XAD-003 XRA-001 XAD XRA XA XR 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XRA-001 XAD XRA XA XR 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XRA-001 XAD XRA XA XR 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XRA-001 XAD XRA XA XR 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XRB-002 XAD XRB XA XR 3 2 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Blautia_wexlerae_56130 XAD-003 XRB-002 XAD XRB XA XR 3 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XAD-003 XRB-002 XAD XRB XA XR 3 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XRB-002 XAD XRB XA XR 3 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XRB-002 XAD XRB XA XR 3 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XSA-001 XAD XSA XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XAD-003 XSA-001 XAD XSA XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XSA-001 XAD XSA XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XSA-001 XAD XSA XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_gnavus_57638 XAD-003 XSA-001 XAD XSA XA XS 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XSB-001 XAD XSB XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XSB-001 XAD XSB XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XSB-001 XAD XSB XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XSB-001 XAD XSB XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XSB-001 XAD XSB XA XS 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XTA-001 XAD XTA XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XTA-001 XAD XTA XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XTA-001 XAD XTA XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XTA-001 XAD XTA XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XTA-001 XAD XTA XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XTB-001 XAD XTB XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XAD-003 XTB-001 XAD XTB XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XTB-001 XAD XTB XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XTB-001 XAD XTB XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XTB-001 XAD XTB XA XT 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Bacteroides_xylanisolvens_57185 XAD-003 XUA-001 XAD XUA XA XU 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Coprobacter_fastidiosus_56550 XAD-003 XUA-001 XAD XUA XA XU 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XUA-001 XAD XUA XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_xylanisolvens_57185 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Coprobacter_fastidiosus_56550 XAD-003 XUB-001 XAD XUB XA XU 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_ventriosum_61474 XAD-003 XUB-001 XAD XUB XA XU 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XUB-001 XAD XUB XA XU 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XUB-001 XAD XUB XA XU 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XVA-001 XAD XVA XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XVA-001 XAD XVA XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XVA-001 XAD XVA XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XVA-001 XAD XVA XA XV 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XVA-001 XAD XVA XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_xylanisolvens_57185 XAD-003 XVB-001 XAD XVB XA XV 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XAD-003 XVB-001 XAD XVB XA XV 3 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XAD-003 XVB-001 XAD XVB XA XV 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XAD-003 XVB-001 XAD XVB XA XV 3 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XBA-001 XBB-001 XBA XBB XB XB 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_faecis_58503 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_fragilis_54507 XBA-001 XBB-001 XBA XBB XB XB 1 1 NA TRUE NA TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_ovatus_58035 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_uniformis_57318 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_longum_57796 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bilophila_wadsworthia_57364 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Blautia_wexlerae_56130 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_56470 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XBB-001 XBA XBB XB XB 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XBB-001 XBA XBB XB XB 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Roseburia_hominis_61877 XBA-001 XBB-001 XBA XBB XB XB 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XBA-001 XBB-001 XBA XBB XB XB 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_faecis_58503 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_siraeum_57634 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Phascolarctobacterium_sp_59817 XBA-001 XCA-001 XBA XCA XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_hominis_61877 XBA-001 XCA-001 XBA XCA XB XC 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XBA-001 XCA-001 XBA XCA XB XC 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_faecis_58503 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_56470 XBA-001 XCB-001 XBA XCB XB XC 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XCB-001 XBA XCB XB XC 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_intestinalis_56239 XBA-001 XCB-001 XBA XCB XB XC 1 1 NA TRUE NA TRUE TRUE TRUE TRUE TRUE initial initial
Roseburia_inulinivorans_61943 XBA-001 XCB-001 XBA XCB XB XC 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XBA-001 XDA-001 XBA XDA XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XBA-001 XDA-001 XBA XDA XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XBA-001 XDA-001 XBA XDA XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XDA-001 XBA XDA XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_intestinalis_56239 XBA-001 XDA-001 XBA XDA XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XBA-001 XDA-001 XBA XDA XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XBA-001 XDB-001 XBA XDB XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_faecis_58503 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XBA-001 XDB-001 XBA XDB XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_siraeum_57634 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XDB-001 XBA XDB XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XBA-001 XDB-001 XBA XDB XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XDB-001 XBA XDB XB XD 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_hominis_61877 XBA-001 XDB-001 XBA XDB XB XD 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XEA-001 XBA XEA XB XE 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_siraeum_57634 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_hominis_61877 XBA-001 XEA-001 XBA XEA XB XE 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XBA-001 XEA-001 XBA XEA XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Bacteroides_finegoldii_57739 XBA-001 XEB-001 XBA XEB XB XE 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Phascolarctobacterium_sp_59817 XBA-001 XEB-001 XBA XEB XB XE 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_hominis_61877 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XBA-001 XEB-001 XBA XEB XB XE 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
