subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 48 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 48 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 48 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 48 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 49 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 49 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 49 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 49 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 49 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 50 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 50 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 50 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 50 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 50 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 53 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 53 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 53 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 53 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 53 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 58 strain1 Bacteroides_vulgatus_57955 0.000100430081782 0 0
XBA 58 strain2 Bacteroides_vulgatus_57955 0.000100430081782 0 0
XBA 58 strain3 Bacteroides_vulgatus_57955 0.000100430081782 0 0
XBA 58 strain4 Bacteroides_vulgatus_57955 0.000100430081782 0 0
XBA 58 strainUnknown Bacteroides_vulgatus_57955 0.000100430081782 0 0.000100430081782
XBA 64 strain1 Bacteroides_vulgatus_57955 6.8589965104e-05 0 0
XBA 64 strain2 Bacteroides_vulgatus_57955 6.8589965104e-05 0 0
XBA 64 strain3 Bacteroides_vulgatus_57955 6.8589965104e-05 0 0
XBA 64 strain4 Bacteroides_vulgatus_57955 6.8589965104e-05 0 0
XBA 64 strainUnknown Bacteroides_vulgatus_57955 6.8589965104e-05 0 6.8589965104e-05
XBA 106 strain1 Bacteroides_vulgatus_57955 0.00215447382311 0 0
XBA 106 strain2 Bacteroides_vulgatus_57955 0.00215447382311 0 0
XBA 106 strain3 Bacteroides_vulgatus_57955 0.00215447382311 0 0
XBA 106 strain4 Bacteroides_vulgatus_57955 0.00215447382311 0 0
XBA 106 strainUnknown Bacteroides_vulgatus_57955 0.00215447382311 0 0.00215447382311
XBA 134 strain1 Bacteroides_vulgatus_57955 0.00174133803098 0 0
XBA 134 strain2 Bacteroides_vulgatus_57955 0.00174133803098 0 0
XBA 134 strain3 Bacteroides_vulgatus_57955 0.00174133803098 0 0
XBA 134 strain4 Bacteroides_vulgatus_57955 0.00174133803098 0 0
XBA 134 strainUnknown Bacteroides_vulgatus_57955 0.00174133803098 0 0.00174133803098
XBA 171 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 171 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 171 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 171 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 171 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 240 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 240 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 240 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 240 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 240 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 272 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 272 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 272 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 272 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 272 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 303 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 303 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 303 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 303 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 303 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 330 strain1 Bacteroides_vulgatus_57955 0.00350822085899 0 0
XBA 330 strain2 Bacteroides_vulgatus_57955 0.00350822085899 0 0
XBA 330 strain3 Bacteroides_vulgatus_57955 0.00350822085899 0 0
XBA 330 strain4 Bacteroides_vulgatus_57955 0.00350822085899 1 0.00350822085899
XBA 330 strainUnknown Bacteroides_vulgatus_57955 0.00350822085899 0 0
XBA 351 strain1 Bacteroides_vulgatus_57955 0.000193280472823 0 0
XBA 351 strain2 Bacteroides_vulgatus_57955 0.000193280472823 0 0
XBA 351 strain3 Bacteroides_vulgatus_57955 0.000193280472823 0 0
XBA 351 strain4 Bacteroides_vulgatus_57955 0.000193280472823 0 0
XBA 351 strainUnknown Bacteroides_vulgatus_57955 0.000193280472823 0 0.000193280472823
XBA 358 strain1 Bacteroides_vulgatus_57955 0.000852754534947 0 0
XBA 358 strain2 Bacteroides_vulgatus_57955 0.000852754534947 0 0
XBA 358 strain3 Bacteroides_vulgatus_57955 0.000852754534947 0 0
XBA 358 strain4 Bacteroides_vulgatus_57955 0.000852754534947 0 0
XBA 358 strainUnknown Bacteroides_vulgatus_57955 0.000852754534947 0 0.000852754534947
XBA 364 strain1 Bacteroides_vulgatus_57955 0.00711695501841 0 0
XBA 364 strain2 Bacteroides_vulgatus_57955 0.00711695501841 0 0
XBA 364 strain3 Bacteroides_vulgatus_57955 0.00711695501841 0 0
XBA 364 strain4 Bacteroides_vulgatus_57955 0.00711695501841 0 0
XBA 364 strainUnknown Bacteroides_vulgatus_57955 0.00711695501841 0 0.00711695501841
XBA 374 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 374 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 374 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 374 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 374 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 380 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 380 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 380 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 380 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 380 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 388 strain1 Bacteroides_vulgatus_57955 0.00706127131765 0 0
XBA 388 strain2 Bacteroides_vulgatus_57955 0.00706127131765 0 0
XBA 388 strain3 Bacteroides_vulgatus_57955 0.00706127131765 0 0
XBA 388 strain4 Bacteroides_vulgatus_57955 0.00706127131765 0 0
XBA 388 strainUnknown Bacteroides_vulgatus_57955 0.00706127131765 0 0.00706127131765
XBA 401 strain1 Bacteroides_vulgatus_57955 0.000257532911173 0 0
XBA 401 strain2 Bacteroides_vulgatus_57955 0.000257532911173 0 0
XBA 401 strain3 Bacteroides_vulgatus_57955 0.000257532911173 0 0
XBA 401 strain4 Bacteroides_vulgatus_57955 0.000257532911173 0 0
XBA 401 strainUnknown Bacteroides_vulgatus_57955 0.000257532911173 0 0.000257532911173
XBA 408 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 408 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 408 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 408 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 408 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 415 strain1 Bacteroides_vulgatus_57955 0 0 0
XBA 415 strain2 Bacteroides_vulgatus_57955 0 0 0
XBA 415 strain3 Bacteroides_vulgatus_57955 0 0 0
XBA 415 strain4 Bacteroides_vulgatus_57955 0 0 0
XBA 415 strainUnknown Bacteroides_vulgatus_57955 0 0 0
XBA 422 strain1 Bacteroides_vulgatus_57955 0.000392115212521 0 0
XBA 422 strain2 Bacteroides_vulgatus_57955 0.000392115212521 0 0
XBA 422 strain3 Bacteroides_vulgatus_57955 0.000392115212521 0 0
XBA 422 strain4 Bacteroides_vulgatus_57955 0.000392115212521 0 0
XBA 422 strainUnknown Bacteroides_vulgatus_57955 0.000392115212521 0 0.000392115212521
XBA 430 strain1 Bacteroides_vulgatus_57955 0.104444952875 0 0
XBA 430 strain2 Bacteroides_vulgatus_57955 0.104444952875 0 0
XBA 430 strain3 Bacteroides_vulgatus_57955 0.104444952875 0 0
XBA 430 strain4 Bacteroides_vulgatus_57955 0.104444952875 1 0.104444952875
XBA 430 strainUnknown Bacteroides_vulgatus_57955 0.104444952875 0 0
XBA 436 strain1 Bacteroides_vulgatus_57955 0.266923455477 0 0
XBA 436 strain2 Bacteroides_vulgatus_57955 0.266923455477 0 0
XBA 436 strain3 Bacteroides_vulgatus_57955 0.266923455477 0 0
XBA 436 strain4 Bacteroides_vulgatus_57955 0.266923455477 1 0.266923455477
XBA 436 strainUnknown Bacteroides_vulgatus_57955 0.266923455477 0 0
XBA 442 strain1 Bacteroides_vulgatus_57955 0.267121474165 0 0
XBA 442 strain2 Bacteroides_vulgatus_57955 0.267121474165 0 0
XBA 442 strain3 Bacteroides_vulgatus_57955 0.267121474165 0 0
XBA 442 strain4 Bacteroides_vulgatus_57955 0.267121474165 1 0.267121474165
XBA 442 strainUnknown Bacteroides_vulgatus_57955 0.267121474165 0 0
XBA 455 strain1 Bacteroides_vulgatus_57955 0.296452682403 0 0
XBA 455 strain2 Bacteroides_vulgatus_57955 0.296452682403 0 0
XBA 455 strain3 Bacteroides_vulgatus_57955 0.296452682403 0 0
XBA 455 strain4 Bacteroides_vulgatus_57955 0.296452682403 1 0.296452682403
XBA 455 strainUnknown Bacteroides_vulgatus_57955 0.296452682403 0 0
XBA 463 strain1 Bacteroides_vulgatus_57955 0.256656906634 0 0
XBA 463 strain2 Bacteroides_vulgatus_57955 0.256656906634 0 0
XBA 463 strain3 Bacteroides_vulgatus_57955 0.256656906634 0 0
XBA 463 strain4 Bacteroides_vulgatus_57955 0.256656906634 1 0.256656906634
XBA 463 strainUnknown Bacteroides_vulgatus_57955 0.256656906634 0 0
XBA 470 strain1 Bacteroides_vulgatus_57955 0.177001543256 0 0
XBA 470 strain2 Bacteroides_vulgatus_57955 0.177001543256 0 0
XBA 470 strain3 Bacteroides_vulgatus_57955 0.177001543256 0 0
XBA 470 strain4 Bacteroides_vulgatus_57955 0.177001543256 1 0.177001543256
XBA 470 strainUnknown Bacteroides_vulgatus_57955 0.177001543256 0 0
XBA 478 strain1 Bacteroides_vulgatus_57955 0.111305841442 0 0
XBA 478 strain2 Bacteroides_vulgatus_57955 0.111305841442 0 0
XBA 478 strain3 Bacteroides_vulgatus_57955 0.111305841442 0 0
XBA 478 strain4 Bacteroides_vulgatus_57955 0.111305841442 1 0.111305841442
XBA 478 strainUnknown Bacteroides_vulgatus_57955 0.111305841442 0 0
XBA 482 strain1 Bacteroides_vulgatus_57955 0.33696486738 0 0
XBA 482 strain2 Bacteroides_vulgatus_57955 0.33696486738 0 0
XBA 482 strain3 Bacteroides_vulgatus_57955 0.33696486738 0 0
XBA 482 strain4 Bacteroides_vulgatus_57955 0.33696486738 1 0.33696486738
XBA 482 strainUnknown Bacteroides_vulgatus_57955 0.33696486738 0 0
XBA 491 strain1 Bacteroides_vulgatus_57955 0.180332371313 0 0
