subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 568 strainUnknown Bifidobacterium_longum_57796 0.206313684604 0 0
XBA 577 strain1 Bifidobacterium_longum_57796 0.0437496230723 0 0
XBA 577 strain2 Bifidobacterium_longum_57796 0.0437496230723 1 0.0437496230723
XBA 577 strainUnknown Bifidobacterium_longum_57796 0.0437496230723 0 0
XBA 582 strain1 Bifidobacterium_longum_57796 0.0194749593293 0 0
XBA 582 strain2 Bifidobacterium_longum_57796 0.0194749593293 1 0.0194749593293
XBA 582 strainUnknown Bifidobacterium_longum_57796 0.0194749593293 0 0
XBA 589 strain1 Bifidobacterium_longum_57796 0.0420264135747 0 0
XBA 589 strain2 Bifidobacterium_longum_57796 0.0420264135747 1 0.0420264135747
XBA 589 strainUnknown Bifidobacterium_longum_57796 0.0420264135747 0 0
XBA 597 strain1 Bifidobacterium_longum_57796 0.0305347134875 0 0
XBA 597 strain2 Bifidobacterium_longum_57796 0.0305347134875 1 0.0305347134875
XBA 597 strainUnknown Bifidobacterium_longum_57796 0.0305347134875 0 0
XBA 610 strain1 Bifidobacterium_longum_57796 0.016039226973 0 0
XBA 610 strain2 Bifidobacterium_longum_57796 0.016039226973 1 0.016039226973
XBA 610 strainUnknown Bifidobacterium_longum_57796 0.016039226973 0 0
XBA 617 strain1 Bifidobacterium_longum_57796 0.0294089059847 0 0
XBA 617 strain2 Bifidobacterium_longum_57796 0.0294089059847 1 0.0294089059847
XBA 617 strainUnknown Bifidobacterium_longum_57796 0.0294089059847 0 0
XBA 625 strain1 Bifidobacterium_longum_57796 0.017070437751 0 0
XBA 625 strain2 Bifidobacterium_longum_57796 0.017070437751 1 0.017070437751
XBA 625 strainUnknown Bifidobacterium_longum_57796 0.017070437751 0 0
XBA 641 strain1 Bifidobacterium_longum_57796 0.0461216242467 0 0
XBA 641 strain2 Bifidobacterium_longum_57796 0.0461216242467 1 0.0461216242467
XBA 641 strainUnknown Bifidobacterium_longum_57796 0.0461216242467 0 0
XBA 650 strain1 Bifidobacterium_longum_57796 0.0325530449095 0 0
XBA 650 strain2 Bifidobacterium_longum_57796 0.0325530449095 1 0.0325530449095
XBA 650 strainUnknown Bifidobacterium_longum_57796 0.0325530449095 0 0
XBA 653 strain1 Bifidobacterium_longum_57796 0.0434195424671 0 0
XBA 653 strain2 Bifidobacterium_longum_57796 0.0434195424671 1 0.0434195424671
XBA 653 strainUnknown Bifidobacterium_longum_57796 0.0434195424671 0 0
XBA 677 strain1 Bifidobacterium_longum_57796 0.0243269182361 0 0
XBA 677 strain2 Bifidobacterium_longum_57796 0.0243269182361 1 0.0243269182361
XBA 677 strainUnknown Bifidobacterium_longum_57796 0.0243269182361 0 0
XBA 698 strain1 Bifidobacterium_longum_57796 0.153865629425 0 0
XBA 698 strain2 Bifidobacterium_longum_57796 0.153865629425 1 0.153865629425
XBA 698 strainUnknown Bifidobacterium_longum_57796 0.153865629425 0 0
XBA 705 strain1 Bifidobacterium_longum_57796 0.0842643022234 0 0
XBA 705 strain2 Bifidobacterium_longum_57796 0.0842643022234 1 0.0842643022234
XBA 705 strainUnknown Bifidobacterium_longum_57796 0.0842643022234 0 0
XBA 706 strain1 Bifidobacterium_longum_57796 0.0397030241111 0 0
XBA 706 strain2 Bifidobacterium_longum_57796 0.0397030241111 1 0.0397030241111
XBA 706 strainUnknown Bifidobacterium_longum_57796 0.0397030241111 0 0
XBA 707 strain1 Bifidobacterium_longum_57796 0.0260162965409 0 0
XBA 707 strain2 Bifidobacterium_longum_57796 0.0260162965409 1 0.0260162965409
XBA 707 strainUnknown Bifidobacterium_longum_57796 0.0260162965409 0 0
XBA 709 strain1 Bifidobacterium_longum_57796 0.0709081351077 0 0
XBA 709 strain2 Bifidobacterium_longum_57796 0.0709081351077 1 0.0709081351077
XBA 709 strainUnknown Bifidobacterium_longum_57796 0.0709081351077 0 0
XBA 710 strain1 Bifidobacterium_longum_57796 0.0503314253415 0 0
XBA 710 strain2 Bifidobacterium_longum_57796 0.0503314253415 1 0.0503314253415
XBA 710 strainUnknown Bifidobacterium_longum_57796 0.0503314253415 0 0
XBA 712 strain1 Bifidobacterium_longum_57796 0.0176189512458 0 0
XBA 712 strain2 Bifidobacterium_longum_57796 0.0176189512458 1 0.0176189512458
XBA 712 strainUnknown Bifidobacterium_longum_57796 0.0176189512458 0 0
XBA 713 strain1 Bifidobacterium_longum_57796 0.00907585209218 0 0
XBA 713 strain2 Bifidobacterium_longum_57796 0.00907585209218 0 0
XBA 713 strainUnknown Bifidobacterium_longum_57796 0.00907585209218 0 0.00907585209218
XBA 714 strain1 Bifidobacterium_longum_57796 0.0299888379341 0 0
XBA 714 strain2 Bifidobacterium_longum_57796 0.0299888379341 1 0.0299888379341
XBA 714 strainUnknown Bifidobacterium_longum_57796 0.0299888379341 0 0
XBA 716 strain1 Bifidobacterium_longum_57796 0.0136425620406 0 0
XBA 716 strain2 Bifidobacterium_longum_57796 0.0136425620406 0 0
XBA 716 strainUnknown Bifidobacterium_longum_57796 0.0136425620406 0 0.0136425620406
XBA 718 strain1 Bifidobacterium_longum_57796 0.0249115275761 0 0
XBA 718 strain2 Bifidobacterium_longum_57796 0.0249115275761 1 0.0249115275761
XBA 718 strainUnknown Bifidobacterium_longum_57796 0.0249115275761 0 0
XBA 722 strain1 Bifidobacterium_longum_57796 0.0440911482867 0 0
XBA 722 strain2 Bifidobacterium_longum_57796 0.0440911482867 1 0.0440911482867
XBA 722 strainUnknown Bifidobacterium_longum_57796 0.0440911482867 0 0
XBA 727 strain1 Bifidobacterium_longum_57796 0.0243046112883 0 0
XBA 727 strain2 Bifidobacterium_longum_57796 0.0243046112883 0 0
XBA 727 strainUnknown Bifidobacterium_longum_57796 0.0243046112883 0 0.0243046112883
XBA 734 strain1 Bifidobacterium_longum_57796 0.0339186455013 0 0
XBA 734 strain2 Bifidobacterium_longum_57796 0.0339186455013 1 0.0339186455013
XBA 734 strainUnknown Bifidobacterium_longum_57796 0.0339186455013 0 0
XBA 742 strain1 Bifidobacterium_longum_57796 0.0364080125257 0 0
XBA 742 strain2 Bifidobacterium_longum_57796 0.0364080125257 1 0.0364080125257
XBA 742 strainUnknown Bifidobacterium_longum_57796 0.0364080125257 0 0
XBA 749 strain1 Bifidobacterium_longum_57796 0.0326312772063 0 0
XBA 749 strain2 Bifidobacterium_longum_57796 0.0326312772063 1 0.0326312772063
XBA 749 strainUnknown Bifidobacterium_longum_57796 0.0326312772063 0 0
XBA 754 strain1 Bifidobacterium_longum_57796 0.0640103472152 0 0
XBA 754 strain2 Bifidobacterium_longum_57796 0.0640103472152 1 0.0640103472152
XBA 754 strainUnknown Bifidobacterium_longum_57796 0.0640103472152 0 0
XBA 767 strain1 Bifidobacterium_longum_57796 0.0227397640355 0 0
